"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"ASW196008210","welcp101","ASE","3","value","","","","1","","","","0","0","","","","","","","","","","","","","","","","","","19600821","0","CHI10","ASW","l","allstar",""
"ASE196108200","welcp101","ASE","4","value","3","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","","","","","","","19610820","0","NYC16","ASW","l","allstar","y"
