"gid","id","team","b_lp","b_seq","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"CDA194510142","barrd101","CDA","9","1","value","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","19451014","2","NYC15","NNS","T","exhibition","y"
"CDA194510142","barrd101","CDA","9","1","lower","0","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19451014","2","NYC15","NNS","T","exhibition","y"
"CDA194510142","barrd101","CDA","9","1","upper","0","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19451014","2","NYC15","NNS","T","exhibition","y"
