"gid","id","team","b_lp","b_seq","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"MEM194108031","welcw101","BIR","1","1","value","3","1","0","0","0","0","","0","","0","0","0","","0","","","0","","","","19410803","1","MEM02","MEM","L","regular","y"
"MEM194108031","welcw101","BIR","1","1","lower","3","1","0","0","0","0","","0","","0","","","","0","","","0","","","","19410803","1","MEM02","MEM","L","regular","y"
"MEM194108031","welcw101","BIR","1","1","upper","3","1","0","0","0","0","","0","","0","","","","0","","","0","","","","19410803","1","MEM02","MEM","L","regular","y"
"BIR194208231","welcw101","BIR","8","2","value","1","0","1","0","0","0","1","0","","0","0","0","","0","","","0","","1","","19420823","1","BIR01","CI2","L","exhibition","y"
"BIR194208231","welcw101","BIR","8","2","lower","1","0","1","0","0","0","1","0","","0","","","","0","","","0","","","","19420823","1","BIR01","CI2","L","exhibition","y"
"BIR194208231","welcw101","BIR","8","2","upper","1","0","1","0","0","0","1","0","","0","","","","0","","","0","","","","19420823","1","BIR01","CI2","L","exhibition","y"
"CAG194209072","welcw101","BIR","9","1","value","2","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","19420907","2","KAN05","CAG","L","regular","y"
"CAG194209072","welcw101","BIR","9","1","lower","2","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","19420907","2","KAN05","CAG","L","regular","y"
"CAG194209072","welcw101","BIR","9","1","upper","2","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","19420907","2","KAN05","CAG","L","regular","y"
"BIR194209221","welcw101","BIR","","","value","","","","","","","","","","","","","","","","","","","","","19420922","1","STJ01","CI2","W","exhibition",""
"BIR194209221","welcw101","BIR","","","lower","","","","","","","","","","","","","","","","","","","","","19420922","1","STJ01","CI2","W","exhibition",""
"BIR194209221","welcw101","BIR","","","upper","","","","","","","","","","","","","","","","","","","","","19420922","1","STJ01","CI2","W","exhibition",""
"BIR194308112","welcw101","BIR","","","value","","","","","","","","","","","","","","","","","","","","","19430811","2","WIN01","CI2","T","regular",""
"BIR194308112","welcw101","BIR","","","lower","","","","","","","","","","","","","","","","","","","","","19430811","2","WIN01","CI2","T","regular",""
"BIR194308112","welcw101","BIR","","","upper","","","","","","","","","","","","","","","","","","","","","19430811","2","WIN01","CI2","T","regular",""
"BIR194409102","welcw101","BIR","","","value","","","","","","","","","","","","","","","","","","","","","19440910","2","BIR01","NY6","L","exhibition",""
"BIR194409102","welcw101","BIR","","","lower","","","","","","","","","","","","","","","","","","","","","19440910","2","BIR01","NY6","L","exhibition",""
"BIR194409102","welcw101","BIR","","","upper","","","","","","","","","","","","","","","","","","","","","19440910","2","BIR01","NY6","L","exhibition",""
"BIR194505272","welcw101","BIR","","","value","","","","","","","1","1","","","","","","","","","","","","","19450527","2","BIR01","CIA","W","regular",""
"BIR194505272","welcw101","BIR","","","lower","","","","","","","1","1","","","","","","","","","","","","","19450527","2","BIR01","CIA","W","regular",""
"BIR194505272","welcw101","BIR","","","upper","","","","","","","0","1","","","","","","","","","","","","","19450527","2","BIR01","CIA","W","regular",""
