"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"NSH193209180","lyong102","NSH","8","1","value","4","4","0","2","0","0","0","0","0","","0","0","","","0","","","","","","","","19320918","0","NSH02","CAG","l","lcs","y"
"NSH193210060","lyong102","NSH","6","2","value","2","2","0","1","0","0","0","0","0","","0","0","","0","0","0","","","","","","","19321006","0","NSH02","CAG","l","lcs","y"
"SAS193509290","lyong102","SAS","8","1","value","4","4","0","1","0","1","0","0","0","","0","0","0","","0","","","0","","","","","19350929","0","MEM03","NAS","l","allstar","y"
"SAS193708220","lyong102","SAS","4","2","value","2","2","0","0","0","0","0","0","0","","0","0","","","0","","","","","","","","19370822","0","BIR01","NAS","l","allstar","y"
"SAS193810020","lyong102","SAS","7","1","value","4","4","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","","","19381002","0","MEM02","NAS","w","allstar","y"
"HOM194205110","lyong102","BLG","7","1","value","5","5","1","1","1","0","0","0","0","","0","0","0","","0","","","0","","","","","19420511","0","ALT02","HOM","w","exhibition","y"
"HOM194205120","lyong102","BLG","6","1","value","4","3","0","0","0","0","0","0","0","","0","1","","","0","","","0","","","","","19420512","0","AKR01","HOM","l","exhibition","y"
"NW2194205242","lyong102","BLG","6","2","value","2","2","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19420524","2","NWK04","NW2","w","regular","y"
"PH5194205250","lyong102","BLG","5","1","value","4","4","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19420525","0","CHA02","PH5","l","exhibition","y"
"BLG194205302","lyong102","BLG","7","1","value","4","4","1","2","0","0","0","","0","","0","0","0","","0","","","0","","","","","19420530","2","BAL14","NW2","l","regular","y"
"PH5194205311","lyong102","BLG","8","1","value","4","4","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19420531","1","NYC16","PH5","w","regular","y"
"PH5194206110","lyong102","BLG","7","1","value","4","4","0","1","0","0","0","0","0","","0","0","0","1","0","","","0","","","","","19420611","0","PHI17","PH5","l","regular","y"
