"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"KCM193310020","garll101","ASD","2","value","16","","28","5","","","0","2","","5","","7","0","1","0","1","","","1","","","1","","19331002","0","KAN05","KCM","L","exhibition","y"
"KCM193310020","garll101","ASD","2","lower","16","","28","5","","","0","2","","5","","7","0","1","0","1","","","","","","","","19331002","0","KAN05","KCM","L","exhibition","y"
"KCM193310020","garll101","ASD","2","upper","16","","28","5","","","0","2","","5","","7","0","1","0","1","","","","","","","","19331002","0","KAN05","KCM","L","exhibition","y"
"PRG193410130","garll101","PIR","3","value","1","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","","19341013","0","LOS05","PRG","L","exhibition","y"
"PRG193410130","garll101","PIR","3","lower","1","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","","19341013","0","LOS05","PRG","L","exhibition","y"
"PRG193410130","garll101","PIR","3","upper","1","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","","19341013","0","LOS05","PRG","L","exhibition","y"
"PRG193410142","garll101","PIR","1","value","15","","","6","","","","3","","","","","","","","","","1","","","1","","1","19341014","2","LOS05","PRG","W","exhibition",""
"PRG193410142","garll101","PIR","1","lower","15","","","6","","","","3","","","","","","","","","","","","","","","","19341014","2","LOS05","PRG","W","exhibition",""
"PRG193410142","garll101","PIR","1","upper","15","","","6","","","","3","","","","","","","","","","","","","","","","19341014","2","LOS05","PRG","W","exhibition",""
"PRG193410281","garll101","PIR","1","value","24","0","34","8","1","2","2","6","6","5","0","4","1","0","0","1","0","","1","","1","","1","19341028","1","LOS05","PRG","L","exhibition","y"
"PRG193410281","garll101","PIR","1","lower","24","","32","8","0","2","2","6","5","5","","4","1","0","0","1","","","","","","","","19341028","1","LOS05","PRG","L","exhibition","y"
"PRG193410281","garll101","PIR","1","upper","24","","34","8","1","2","2","6","6","5","","4","1","0","0","1","","","","","","","","19341028","1","LOS05","PRG","L","exhibition","y"
