"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"PRG193410130","mcdoh101","PIR","1","value","9","4","21","7","0","0","1","6","6","5","0","3","0","0","0","0","0","","1","","1","","","19341013","0","LOS05","PRG","L","exhibition","y"
"PRG193410130","mcdoh101","PIR","1","lower","9","0","21","7","0","0","1","6","6","5","0","3","0","0","0","0","0","","","","","","","19341013","0","LOS05","PRG","L","exhibition","y"
"PRG193410130","mcdoh101","PIR","1","upper","9","4","21","7","0","0","1","6","6","5","0","3","0","0","0","0","0","","","","","","","19341013","0","LOS05","PRG","L","exhibition","y"
"PRG193410270","mcdoh101","PIR","1","value","12","","21","9","","","1","6","","2","","6","0","0","0","0","","","","","1","","","19341027","0","LOS05","PRG","L","exhibition","y"
"PRG193410270","mcdoh101","PIR","1","lower","12","","21","9","","","1","6","","2","","6","0","0","0","0","","","","","","","","19341027","0","LOS05","PRG","L","exhibition","y"
"PRG193410270","mcdoh101","PIR","1","upper","12","","21","9","","","1","6","","2","","6","0","0","0","0","","","","","","","","19341027","0","LOS05","PRG","L","exhibition","y"
"PRG193512011","mcdoh101","PIR","2","value","6","","9","2","0","0","0","2","2","2","","1","0","1","0","","","","1","","","1","","19351201","1","LOS02","PRG","L","exhibition","y"
"PRG193512011","mcdoh101","PIR","2","lower","6","","","2","0","0","0","2","2","2","","1","0","1","0","","","","","","","","","19351201","1","LOS02","PRG","L","exhibition","y"
"PRG193512011","mcdoh101","PIR","2","upper","6","","","2","0","0","0","2","2","2","","1","0","1","0","","","","","","","","","19351201","1","LOS02","PRG","L","exhibition","y"
"PRG193512222","mcdoh101","PIR","1","value","12","","","7","","","","5","","","","","","","","","","","1","","1","","1","19351222","2","LOS02","PRG","L","exhibition",""
"PRG193512222","mcdoh101","PIR","1","lower","12","","","7","","","","5","","","","","","","","","","","","","","","","19351222","2","LOS02","PRG","L","exhibition",""
"PRG193512222","mcdoh101","PIR","1","upper","12","","","7","","","","5","","","","","","","","","","","","","","","","19351222","2","LOS02","PRG","L","exhibition",""
