"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"CAG191608270","wickf102","CAG","1","value","27","0","32","3","0","0","0","1","1","2","0","6","1","0","0","1","0","1","","","1","","1","19160827","0","CHI09","IN4","W","exhibition","y"
"CAG191608270","wickf102","CAG","1","lower","27","","29","3","0","0","0","1","1","2","","6","1","0","0","1","","","","","","","","19160827","0","CHI09","IN4","W","exhibition","y"
"CAG191608270","wickf102","CAG","1","upper","27","","32","3","0","0","0","1","1","2","","6","1","0","0","1","","","","","","","","19160827","0","CHI09","IN4","W","exhibition","y"
"CNN192105220","wickf102","CG1","1","value","15","","26","10","","","0","8","","1","","2","0","0","0","2","","","1","","1","","","19210522","0","CIN07","CNN","L","regular","y"
"CNN192105220","wickf102","CG1","1","lower","15","","","","","","0","8","","1","","2","0","0","0","","","","","","","","","19210522","0","CIN07","CNN","L","regular","y"
"CNN192105220","wickf102","CG1","1","upper","15","","","","","","0","8","","1","","2","0","0","0","","","","","","","","","19210522","0","CIN07","CNN","L","regular","y"
