"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"BLG194306201","barkm101","NY5","2","value","9","","14","3","","","0","3","","2","","0","0","0","0","","","","","","","1","","19430620","1","BAL14","BLG","L","regular","y"
"BLG194306201","barkm101","NY5","2","lower","9","","","3","","","0","3","","2","","0","0","0","0","","","","","","","","","19430620","1","BAL14","BLG","L","regular","y"
"BLG194306201","barkm101","NY5","2","upper","9","","","3","","","0","3","","2","","0","0","0","0","","","","","","","","","19430620","1","BAL14","BLG","L","regular","y"
"BLG194307300","barkm101","NY5","1","value","30","","45","13","2","0","0","6","","0","","2","0","0","0","0","","","","","1","","1","19430730","0","BAL14","BLG","T","exhibition","y"
"BLG194307300","barkm101","NY5","1","lower","30","","45","13","2","0","0","6","","0","","2","0","0","0","0","","","","","","","","19430730","0","BAL14","BLG","T","exhibition","y"
"BLG194307300","barkm101","NY5","1","upper","30","","45","13","2","0","0","6","","0","","2","0","0","0","0","","","","","","","","19430730","0","BAL14","BLG","T","exhibition","y"
"BLG194307310","barkm101","NY5","2","value","0","1","1","1","0","0","0","0","","0","","","0","0","0","","","","","","","1","","19430731","0","BAL14","BLG","L","exhibition","y"
"BLG194307310","barkm101","NY5","2","lower","0","1","1","1","0","0","0","0","","0","","","0","0","0","","","","","","","","","19430731","0","BAL14","BLG","L","exhibition","y"
"BLG194307310","barkm101","NY5","2","upper","0","1","1","1","0","0","0","0","","0","","","0","0","0","","","","","","","","","19430731","0","BAL14","BLG","L","exhibition","y"
"MEM194309170","barkm101","NY5","1","value","24","","","10","","","","6","","","","","","","","","","","1","","1","","1","19430917","0","MEM03","MEM","L","exhibition",""
"MEM194309170","barkm101","NY5","1","lower","24","","","10","","","","6","","","","","","","","","","","","","","","","19430917","0","MEM03","MEM","L","exhibition",""
"MEM194309170","barkm101","NY5","1","upper","24","","","10","","","","6","","","","","","","","","","","","","","","","19430917","0","MEM03","MEM","L","exhibition",""
"MEM194309210","barkm101","NY5","2","value","6","","12","4","","","0","3","","1","","1","0","0","0","","","","","","","1","","19430921","0","MUS01","MEM","L","exhibition","y"
"MEM194309210","barkm101","NY5","2","lower","6","","12","4","","","0","3","","1","","1","0","0","0","","","","","","","","","19430921","0","MUS01","MEM","L","exhibition","y"
