"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"BLG193805030","willw105","BLG","1","1","value","","","","0","","","","","","","","19380503","0","NSH02","CAG","w","exhibition","y"
"PTC193805222","willw105","BLG","2","1","value","16","","","","","","","","","","","19380522","2","PIT09","PTC","l","regular",""
"HOM193806140","willw105","BLG","1","1","value","","","","0","","","","","","","","19380614","0","LOU05","HOM","l","regular","y"
"BLG194004080","willw105","BLG","1","1","value","6","0","1","0","0","0","","","","","","19400408","0","NOL01","MEM","w","exhibition","y"
"MEM194004140","willw105","BLG","1","1","value","","","","0","","0","0","","","","","19400414","0","MEM02","MEM","w","exhibition",""
"BLG194004281","willw105","BLG","1","1","value","21","0","","0","0","0","","","","","1","19400428","1","NSH02","BIR","w","exhibition","y"
"BLG194005051","willw105","BLG","1","1","value","3","0","","0","0","0","","","","","","19400505","1","NSH02","IN8","w","exhibition","y"
"PH5194005110","willw105","BLG","1","1","value","13","0","2","0","0","0","","","","","0","19400511","0","PHI17","PH5","w","regular","y"
"HOM194005180","willw105","BLG","1","1","value","3","0","0","0","0","0","","","","","","19400518","0","HRB01","HOM","w","regular","y"
"HOM194005192","willw105","BLG","1","1","value","21","","","0","0","0","","","","","1","19400519","2","WAS09","HOM","w","regular","y"
"NW2194005301","willw105","BLG","1","1","value","7","","","0","0","0","","","","","","19400530","1","NWK04","NW2","w","regular","y"
"BLG194006300","willw105","BLG","1","1","value","1","","","0","0","0","","","","","","19400630","0","BAL09","NW2","l","regular","y"
