"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"BLG194704130","perej104","BLG","2","value","3","","5","2","2","0","0","1","","0","0","1","0","0","0","0","0","","","","","","","","1","","19470413","0","NSH02","CAG","w","exhibition","y"
"BLG194705070","perej104","BLG","1","value","9","","16","4","0","0","1","4","","2","0","4","0","0","0","1","0","","","","","1","","1","","","19470507","0","RIC03","NW2","l","regular","y"
"BLG194705180","perej104","BLG","1","value","18","","29","9","","0","0","5","","1","0","0","0","0","0","2","0","","","","","","","1","","","19470518","0","BAL14","NY5","t","regular","y"
"NW2194705210","perej104","BLG","2","value","24","","","","","","","","","","","","","","","","","","","","","","","","1","","19470521","0","TRE01","NW2","l","regular",""
"NW2194705210","perej104","BLG","2","lower","23","","","6","4","","2","9","","","","6","","","","","","","","","","1","","","","","19470521","0","TRE01","NW2","l","regular",""
"BLG194706012","perej104","BLG","2","value","1","","5","2","0","0","0","2","","2","0","0","0","0","0","0","0","","","","","","","","","","19470601","2","BAL14","NY6","l","regular","y"
"BLG194706170","perej104","BLG","1","value","16","","23","5","","","0","2","","2","0","3","0","0","0","1","","","","","","","","1","","","19470617","0","BAL14","HOM","w","regular","y"
"BLG194706241","perej104","BLG","1","value","17","","30","10","","0","0","6","","2","0","1","0","0","0","","","","","","1","","","1","","","19470624","1","BAL14","NY5","w","regular","y"
"BLG194706270","perej104","BLG","3","value","3","","4","0","0","0","0","0","","0","0","1","0","0","0","0","","","","","","","","","1","","19470627","0","BAL14","NY5","l","regular","y"
"BLG194707080","perej104","BLG","1","value","27","","32","6","1","1","0","5","","0","","5","0","2","0","1","","","","","1","","","1","","1","19470708","0","BAL14","IN9","w","exhibition","y"
"BLG194707132","perej104","BLG","1","value","21","","30","5","0","0","0","0","0","3","","4","0","0","0","1","","","","","1","","","1","","1","19470713","2","BAL14","PH5","w","regular","y"
"BLG194707250","perej104","BLG","1","value","27","","35","7","1","1","0","3","3","3","","4","0","0","0","0","","","","","","1","","1","","1","19470725","0","BAL14","NY5","l","regular","y"
