"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","date","number","site","opp","wl","gametype","box"
"MEM193809180","davis105","ATN","1","5","value","24","0","2","0","0","0","0","19380918","0","MEM02","MEM","L","lcs","y"
"MEM193809180","davis105","ATN","1","5","lower","24","0","2","0","0","0","0","19380918","0","MEM02","MEM","L","lcs","y"
"MEM193809180","davis105","ATN","1","5","upper","24","0","2","0","0","0","0","19380918","0","MEM02","MEM","L","lcs","y"
"MEM193809190","davis105","ATN","1","5","value","24","2","6","1","0","0","0","19380919","0","MEM02","MEM","L","lcs","y"
"MEM193809190","davis105","ATN","1","5","lower","24","2","6","1","0","0","0","19380919","0","MEM02","MEM","L","lcs","y"
"MEM193809190","davis105","ATN","1","5","upper","24","2","6","1","0","0","0","19380919","0","MEM02","MEM","L","lcs","y"
"ATN193904190","davis105","ATN","1","5","value","21","1","1","0","0","0","0","19390419","0","GRI01","CAG","W","exhibition","y"
"ATN193904190","davis105","ATN","1","5","lower","21","1","1","0","0","0","0","19390419","0","GRI01","CAG","W","exhibition","y"
"ATN193904190","davis105","ATN","1","5","upper","21","1","1","0","0","0","0","19390419","0","GRI01","CAG","W","exhibition","y"
"CV9193905212","davis105","ATN","1","5","value","15","1","2","0","0","0","0","19390521","2","CLE07","CV9","L","regular","y"
"CV9193905212","davis105","ATN","1","5","lower","15","1","2","0","0","0","0","19390521","2","CLE07","CV9","L","regular","y"
"CV9193905212","davis105","ATN","1","5","upper","15","1","2","0","0","0","0","19390521","2","CLE07","CV9","L","regular","y"
"MEM194104060","davis105","NY5","1","4","value","24","2","3","0","0","0","0","19410406","0","MEM02","MEM","L","exhibition","y"
"MEM194104060","davis105","NY5","1","4","lower","24","","","0","0","0","0","19410406","0","MEM02","MEM","L","exhibition","y"
"MEM194104060","davis105","NY5","1","4","upper","24","","","0","0","0","0","19410406","0","MEM02","MEM","L","exhibition","y"
"BIR194104131","davis105","NY5","1","6","value","24","","","1","1","0","0","19410413","1","PBL01","BIR","L","exhibition","y"
"BIR194104131","davis105","NY5","1","6","lower","24","","","1","1","0","0","19410413","1","PBL01","BIR","L","exhibition","y"
"BIR194104131","davis105","NY5","1","6","upper","24","","","1","1","0","0","19410413","1","PBL01","BIR","L","exhibition","y"
"BIR194104132","davis105","NY5","1","6","value","15","","","0","1","0","0","19410413","2","PBL01","BIR","W","exhibition","y"
"BIR194104132","davis105","NY5","1","6","lower","15","","","0","1","0","0","19410413","2","PBL01","BIR","W","exhibition","y"
"BIR194104132","davis105","NY5","1","6","upper","15","","","0","1","0","0","19410413","2","PBL01","BIR","W","exhibition","y"
"NY5194104141","davis105","NY5","1","6","value","21","8","2","2","1","0","0","19410414","1","MEM02","BLG","L","exhibition","y"
"NY5194104141","davis105","NY5","1","6","lower","21","8","2","2","1","0","0","19410414","1","MEM02","BLG","L","exhibition","y"
"NY5194104141","davis105","NY5","1","6","upper","21","8","2","2","1","0","0","19410414","1","MEM02","BLG","L","exhibition","y"
"BIR194104201","davis105","NY5","1","6","value","27","1","1","1","0","0","0","19410420","1","BIR01","BIR","W","exhibition","y"
"BIR194104201","davis105","NY5","1","6","lower","27","1","1","1","0","0","0","19410420","1","BIR01","BIR","W","exhibition","y"
"BIR194104201","davis105","NY5","1","6","upper","27","1","1","1","0","0","0","19410420","1","BIR01","BIR","W","exhibition","y"
"BIR194104202","davis105","NY5","1","6","value","18","2","3","0","","0","0","19410420","2","BIR01","BIR","L","exhibition","y"
"BIR194104202","davis105","NY5","1","6","lower","18","2","3","0","","0","0","19410420","2","BIR01","BIR","L","exhibition","y"
"BIR194104202","davis105","NY5","1","6","upper","18","2","3","0","","0","0","19410420","2","BIR01","BIR","L","exhibition","y"
"MEM194104230","davis105","NY5","1","6","value","24","1","3","0","1","0","0","19410423","0","PBL01","MEM","L","exhibition","y"
"MEM194104230","davis105","NY5","1","6","lower","24","","","0","1","0","0","19410423","0","PBL01","MEM","L","exhibition","y"
"MEM194104230","davis105","NY5","1","6","upper","24","","","0","1","0","0","19410423","0","PBL01","MEM","L","exhibition","y"
"NY5194104270","davis105","NY5","1","6","value","27","1","5","0","1","0","0","19410427","0","PTR01","NY6","W","exhibition","y"
"NY5194104270","davis105","NY5","1","6","lower","27","1","5","0","1","0","0","19410427","0","PTR01","NY6","W","exhibition","y"
"NY5194104270","davis105","NY5","1","6","upper","27","1","5","0","1","0","0","19410427","0","PTR01","NY6","W","exhibition","y"
"NY5194105112","davis105","NY5","1","9","value","","0","0","0","0","0","0","19410511","2","NYC16","PH5","L","regular","y"
"NY5194105112","davis105","NY5","1","9","lower","","0","0","0","0","0","0","19410511","2","NYC16","PH5","L","regular","y"
"NY5194105112","davis105","NY5","1","9","upper","","0","0","0","0","0","0","19410511","2","NYC16","PH5","L","regular","y"
"HOM194105200","davis105","NY5","1","6","value","24","1","5","3","1","0","0","19410520","0","CAN03","HOM","L","regular","y"
"HOM194105200","davis105","NY5","1","6","lower","24","1","5","3","1","0","0","19410520","0","CAN03","HOM","L","regular","y"
"HOM194105200","davis105","NY5","1","6","upper","24","1","5","3","1","0","0","19410520","0","CAN03","HOM","L","regular","y"
"PH5194105241","davis105","NY5","1","6","value","","0","1","0","0","0","0","19410524","1","PHI17","PH5","L","regular","y"
