"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","date","number","site","opp","wl","gametype","box"
"NW2194105260","deder102","NW2","1","1","value","11","0","0","0","","0","0","19410526","0","NOR02","NY6","L","exhibition","y"
"NW2194105260","deder102","NW2","1","1","lower","","0","0","0","","0","0","19410526","0","NOR02","NY6","L","exhibition","y"
"NW2194105260","deder102","NW2","1","1","upper","","0","0","0","","0","0","19410526","0","NOR02","NY6","L","exhibition","y"
"BLG194106270","deder102","NW2","1","1","value","13","","","0","0","0","0","19410627","0","BAL14","BLG","L","regular","y"
"BLG194106270","deder102","NW2","1","1","lower","13","","","0","0","0","0","19410627","0","BAL14","BLG","L","regular","y"
"BLG194106270","deder102","NW2","1","1","upper","13","","","0","0","0","0","19410627","0","BAL14","BLG","L","regular","y"
"NW2194108032","deder102","NY5","1","1","value","12","","","0","","0","0","19410803","2","NWK04","NW2","L","regular","y"
"NW2194108032","deder102","NY5","1","1","lower","","","","0","","0","0","19410803","2","NWK04","NW2","L","regular","y"
"NW2194108032","deder102","NY5","1","1","upper","","","","0","","0","0","19410803","2","NWK04","NW2","L","regular","y"
"PH5194108171","deder102","NY5","1","7","value","24","1","0","0","","0","0","19410817","1","BAL14","PH5","L","regular","y"
"PH5194108171","deder102","NY5","1","7","lower","24","1","0","0","","0","0","19410817","1","BAL14","PH5","L","regular","y"
"PH5194108171","deder102","NY5","1","7","upper","24","1","0","0","","0","0","19410817","1","BAL14","PH5","L","regular","y"
"PH5194109071","deder102","NY5","1","9","value","18","0","0","0","0","0","0","19410907","1","WAS09","PH5","L","exhibition","y"
"PH5194109071","deder102","NY5","1","9","lower","18","0","0","0","0","0","0","19410907","1","WAS09","PH5","L","exhibition","y"
"PH5194109071","deder102","NY5","1","9","upper","18","0","0","0","0","0","0","19410907","1","WAS09","PH5","L","exhibition","y"
"PH5194109072","deder102","NY5","1","1","value","21","1","2","0","0","0","0","19410907","2","WAS09","PH5","W","exhibition","y"
"PH5194109072","deder102","NY5","1","1","lower","21","1","2","0","0","0","0","19410907","2","WAS09","PH5","W","exhibition","y"
"PH5194109072","deder102","NY5","1","1","upper","21","1","2","0","0","0","0","19410907","2","WAS09","PH5","W","exhibition","y"
"ECG194110191","deder102","ECG","1","1","value","7","0","0","0","0","0","0","19411019","1","LOS02","PIR","L","exhibition","y"
"ECG194110191","deder102","ECG","1","1","lower","7","0","0","0","0","0","0","19411019","1","LOS02","PIR","L","exhibition","y"
"ECG194110191","deder102","ECG","1","1","upper","7","0","0","0","0","0","0","19411019","1","LOS02","PIR","L","exhibition","y"
"NW2194608270","deder102","NY5","1","1","value","1","","","0","0","0","0","19460827","0","NWK04","NW2","L","regular","y"
"NW2194608270","deder102","NY5","1","1","lower","","","","0","0","0","0","19460827","0","NWK04","NW2","L","regular","y"
"NW2194608270","deder102","NY5","1","1","upper","","","","0","0","0","0","19460827","0","NWK04","NW2","L","regular","y"
