"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"PRG193510190","grifr101","PRG","1","value","27","","35","7","","","0","3","","1","","6","0","0","0","0","","1","","","1","","1","19351019","0","LOS02","PIR","W","exhibition","y"
"PRG193510190","grifr101","PRG","1","lower","27","","35","7","","","0","3","","1","","6","0","0","0","0","","","","","","","","19351019","0","LOS02","PIR","W","exhibition","y"
"PRG193510190","grifr101","PRG","1","upper","27","","35","7","","","0","3","","1","","6","0","0","0","0","","","","","","","","19351019","0","LOS02","PIR","W","exhibition","y"
"PRG193510201","grifr101","PRG","2","value","3","","4","0","","","0","0","0","1","","2","0","0","0","0","","1","","","","1","","19351020","1","LOS02","PIR","W","exhibition","y"
"PRG193510201","grifr101","PRG","2","lower","3","","4","0","","","0","0","0","1","","2","0","0","0","0","","","","","","","","19351020","1","LOS02","PIR","W","exhibition","y"
"PRG193510201","grifr101","PRG","2","upper","3","","4","0","","","0","0","0","1","","2","0","0","0","0","","","","","","","","19351020","1","LOS02","PIR","W","exhibition","y"
"PRG193511101","grifr101","PRG","2","value","12","","13","0","0","0","0","0","0","1","","6","0","0","0","","","","","1","","1","","19351110","1","LOS02","PIR","W","exhibition","y"
"PRG193511101","grifr101","PRG","2","lower","12","","","0","0","0","0","0","0","1","","6","0","0","0","","","","","","","","","19351110","1","LOS02","PIR","W","exhibition","y"
"PRG193511101","grifr101","PRG","2","upper","12","","","0","0","0","0","0","0","1","","6","0","0","0","","","","","","","","","19351110","1","LOS02","PIR","W","exhibition","y"
"PRG193512011","grifr101","PRG","1","value","27","","40","7","1","0","0","4","2","6","","12","0","0","0","1","","1","","","1","","1","19351201","1","LOS02","PIR","W","exhibition","y"
"PRG193512011","grifr101","PRG","1","lower","27","","33","7","1","0","0","4","2","6","","12","0","0","0","1","","","","","","","","19351201","1","LOS02","PIR","W","exhibition","y"
"PRG193512011","grifr101","PRG","1","upper","27","","40","7","1","0","0","4","2","6","","12","0","0","0","1","","","","","","","","19351201","1","LOS02","PIR","W","exhibition","y"
