"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"BIR194006231","ellis102","CV9","2","value","3","","10","6","","","","3","","1","","","","","","","","","","","","","","19400623","1","BIR01","BIR","W","regular","y"
"BIR194006231","ellis102","CV9","2","lower","3","","10","6","","","","3","","1","","","","","","","","","","","","","","19400623","1","BIR01","BIR","W","regular","y"
"BIR194006231","ellis102","CV9","2","upper","3","","10","6","","","","3","","1","","","","","","","","","","","","","","19400623","1","BIR01","BIR","W","regular","y"
"CV9194006280","ellis102","CV9","1","value","7","","15","6","0","0","0","5","","1","","","0","0","0","","","","1","","1","","","19400628","0","ATL04","BIR","L","regular","y"
"CV9194006280","ellis102","CV9","1","lower","7","","15","6","0","0","0","5","","1","","","0","0","0","","","","","","","","","19400628","0","ATL04","BIR","L","regular","y"
"CV9194006280","ellis102","CV9","1","upper","7","","15","6","0","0","0","5","","1","","","0","0","0","","","","","","","","","19400628","0","ATL04","BIR","L","regular","y"
"SNO194007090","ellis102","CV9","2","value","4","","5","0","0","","0","0","","0","","0","1","0","1","","","","","","","1","","19400709","0","NOL01","SNO","L","regular","y"
"SNO194007090","ellis102","CV9","2","lower","4","","5","0","0","","0","0","","0","","0","1","0","1","","","","","","","","","19400709","0","NOL01","SNO","L","regular","y"
"SNO194007090","ellis102","CV9","2","upper","4","","5","0","0","","0","0","","0","","0","1","0","1","","","","","","","","","19400709","0","NOL01","SNO","L","regular","y"
"SNO194008252","ellis102","CV9","2","value","","","","","","","","","","","","","","","","","","","","","","1","","19400825","2","LRK02","SNO","L","regular",""
"SNO194008252","ellis102","CV9","2","lower","","","","","","","","","","","","","","","","","","","","","","","","19400825","2","LRK02","SNO","L","regular",""
"SNO194008252","ellis102","CV9","2","upper","","","","","","","","","","","","","","","","","","","","","","","","19400825","2","LRK02","SNO","L","regular",""
"CV9194009021","ellis102","CV9","1","value","","","","","","","","","","","","","","","","","","","1","","1","","","19400902","1","ATL04","SNO","L","regular",""
"CV9194009021","ellis102","CV9","1","lower","","","","","","","","","","","","","","","","","","","","","","","","19400902","1","ATL04","SNO","L","regular",""
"CV9194009021","ellis102","CV9","1","upper","","","","","","","","","","","","","","","","","","","","","","","","19400902","1","ATL04","SNO","L","regular",""
"CV9194009022","ellis102","CV9","1","value","12","","","3","","","","3","","","","","","","","","","1","","","1","","","19400902","2","ATL04","SNO","W","regular",""
"CV9194009022","ellis102","CV9","1","lower","12","","","3","","","","3","","","","","","","","","","","","","","","","19400902","2","ATL04","SNO","W","regular",""
"CV9194009022","ellis102","CV9","1","upper","12","","","3","","","","3","","","","","","","","","","","","","","","","19400902","2","ATL04","SNO","W","regular",""
