"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"HOM192710050","romme101","ALS","1","value","27","","33","6","","","1","2","","0","","5","0","0","0","0","","1","","","1","","1","19271005","0","JOH01","HOM","W","exhibition","y"
"HOM192710050","romme101","ALS","1","lower","27","","33","6","","","1","2","","0","","5","0","0","0","0","","","","","","","","19271005","0","JOH01","HOM","W","exhibition","y"
"HOM192710050","romme101","ALS","1","upper","27","","33","6","","","1","2","","0","","5","0","0","0","0","","","","","","","","19271005","0","JOH01","HOM","W","exhibition","y"
"HOM192710070","romme101","ALS","3","value","3","","4","1","","","0","0","0","0","","0","0","0","0","0","","","","","","1","","19271007","0","UNI01","HOM","W","exhibition","y"
"HOM192710070","romme101","ALS","3","lower","3","","4","1","","","0","0","0","0","","0","0","0","0","0","","","","","","","","19271007","0","UNI01","HOM","W","exhibition","y"
"HOM192710070","romme101","ALS","3","upper","3","","4","1","","","0","0","0","0","","0","0","0","0","0","","","","","","","","19271007","0","UNI01","HOM","W","exhibition","y"
"HOM192710090","romme101","ALS","1","value","24","","36","12","","","0","5","","","","2","0","0","0","0","","","1","","1","","1","19271009","0","YOU01","HOM","L","exhibition","y"
"HOM192710090","romme101","ALS","1","lower","24","","36","12","","","0","5","","","","2","0","0","0","0","","","","","","","","19271009","0","YOU01","HOM","L","exhibition","y"
"HOM192710090","romme101","ALS","1","upper","24","","36","12","","","0","5","","","","2","0","0","0","0","","","","","","","","19271009","0","YOU01","HOM","L","exhibition","y"
"BLS192710300","romme101","ASB","1","value","24","","35","10","","","0","7","","1","","5","0","0","0","0","","","1","","1","","1","19271030","0","BAL13","BLS","L","exhibition","y"
"BLS192710300","romme101","ASB","1","lower","24","","35","10","","","0","7","","1","","5","0","0","0","0","","","","","","","","19271030","0","BAL13","BLS","L","exhibition","y"
"BLS192710300","romme101","ASB","1","upper","24","","35","10","","","0","7","","1","","5","0","0","0","0","","","","","","","","19271030","0","BAL13","BLS","L","exhibition","y"
"BLS192810070","romme101","ASB","1","value","27","","44","14","","","0","5","","6","","5","0","1","0","2","","1","","","1","","1","19281007","0","BAL13","BLS","W","exhibition","y"
"BLS192810070","romme101","ASB","1","lower","27","","44","14","","","0","5","","6","","5","0","1","0","2","","","","","","","","19281007","0","BAL13","BLS","W","exhibition","y"
"BLS192810070","romme101","ASB","1","upper","27","","44","14","","","0","5","","6","","5","0","1","0","2","","","","","","","","19281007","0","BAL13","BLS","W","exhibition","y"
"BLS192810280","romme101","ASB","1","value","27","","36","4","","","0","3","","3","","11","0","0","0","0","","1","","","1","","1","19281028","0","BAL13","BLS","W","exhibition","y"
"BLS192810280","romme101","ASB","1","lower","27","","36","4","","","0","3","","3","","11","0","0","0","0","","","","","","","","19281028","0","BAL13","BLS","W","exhibition","y"
"BLS192810280","romme101","ASB","1","upper","27","","36","4","","","0","3","","3","","11","0","0","0","0","","","","","","","","19281028","0","BAL13","BLS","W","exhibition","y"
"BLS192910201","romme101","ASB","1","value","24","","33","9","","","0","5","","1","","4","1","0","0","1","","","1","","1","","1","19291020","1","BAL13","BLS","L","exhibition","y"
"BLS192910201","romme101","ASB","1","lower","24","","33","9","","","0","5","","1","","4","1","0","0","1","","","","","","","","19291020","1","BAL13","BLS","L","exhibition","y"
"BLS192910201","romme101","ASB","1","upper","24","","33","9","","","0","5","","1","","4","1","0","0","1","","","","","","","","19291020","1","BAL13","BLS","L","exhibition","y"
"BLS193010191","romme101","ASB","1","value","24","0","35","7","0","0","0","1","1","4","0","7","0","0","0","0","0","","1","","1","","1","19301019","1","BAL13","BLS","L","exhibition","y"
"BLS193010191","romme101","ASB","1","lower","24","0","35","7","0","0","0","1","1","4","0","7","0","0","0","0","0","","","","","","","19301019","1","BAL13","BLS","L","exhibition","y"
"BLS193010191","romme101","ASB","1","upper","24","0","35","7","0","0","0","1","1","4","0","7","0","0","0","0","0","","","","","","","19301019","1","BAL13","BLS","L","exhibition","y"
"BLS193010260","romme101","ASB","1","value","24","","35","10","","","1","5","","1","","5","0","0","0","0","","","1","","1","","1","19301026","0","BAL13","BLS","L","exhibition","y"
"BLS193010260","romme101","ASB","1","lower","24","","35","10","","","1","5","","1","","5","0","0","0","0","","","","","","","","19301026","0","BAL13","BLS","L","exhibition","y"
"BLS193010260","romme101","ASB","1","upper","24","","35","10","","","1","5","","1","","5","0","0","0","0","","","","","","","","19301026","0","BAL13","BLS","L","exhibition","y"
