"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"BIR194605090","clarw103","CVB","1","value","4","","10","5","0","0","0","4","","1","0","0","0","0","0","","0","","","","","1","","1","","","19460509","0","BIR01","BIR","l","regular","y"
"BIR194605150","clarw103","CVB","1","value","27","","","2","","","","0","","","","6","","","","","","","","","1","","","1","","1","19460515","0","ATL04","BIR","w","regular",""
"CVB194605220","clarw103","CVB","1","value","27","","","2","","","","1","0","","","","","","","","1","","","","1","","","1","","1","19460522","0","LIM01","IN9","w","regular",""
"CAG194605301","clarw103","CVB","1","value","27","","","4","","","","0","","","","","","","","","","","","","1","","","1","","1","19460530","1","CHI10","CAG","w","regular",""
"CVB194606091","clarw103","CVB","1","value","27","","37","10","2","1","0","2","","0","","5","0","0","0","0","","","","","1","","","1","","1","19460609","1","CLE06","KCM","w","regular","y"
"CVB194606120","clarw103","CVB","1","value","27","","42","15","1","1","1","8","","2","","4","0","0","0","0","1","","","","","1","","1","","1","19460612","0","DCT02","KCM","l","regular","y"
"KCM194606170","clarw103","CVB","1","value","7","","15","7","0","0","1","6","","1","0","3","0","0","0","","0","","","","","","","1","","","19460617","0","OKC02","KCM","l","regular","y"
"CVB194606301","clarw103","CVB","1","value","27","","","13","","","1","5","","","","","","","","","","","","","","1","","1","","1","19460630","1","CLE06","MEM","l","regular",""
"MEM194607071","clarw103","CVB","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19460707","1","MEM03","MEM","l","regular",""
"IN9194607130","clarw103","CVB","1","value","24","","","9","","1","","4","","","","","","","","","","","","","","1","","1","","1","19460713","0","IND10","IN9","l","regular",""
"CVB194607170","clarw103","CVB","1","value","21","2","31","5","0","0","1","6","","1","0","1","0","0","0","1","0","","","","","1","","1","","","19460717","0","CLE07","MEM","l","regular","y"
"CVB194607281","clarw103","CVB","1","value","27","","","5","","","","0","0","","","5","","","","","","","","","1","","","1","","1","19460728","1","SYR04","BIR","w","regular",""
