"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"CAG194005180","millw107","CAG","9","1","value","3","3","0","1","0","0","0","1","0","","0","0","0","","0","","","0","","","","","19400518","0","CHI09","CV9","l","regular","y"
"KCM194006091","millw107","CAG","9","3","value","0","0","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400609","1","KAN05","KCM","l","regular","y"
"KCM194006100","millw107","CAG","9","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400610","0","DES01","KCM","l","regular","y"
"CAG194006162","millw107","CAG","","","value","","","","","","","","","","","","","","","","","","","","","","","19400616","2","CHI09","KCM","l","regular",""
"CAG194006302","millw107","CAG","","","value","","","","","","","","","","","","","","","","","","","","","","","19400630","2","CHI09","MEM","l","regular",""
"CAG194007142","millw107","CAG","","","value","","","","","","","","","","","","","","","","","","","","","","","19400714","2","CHI09","SNO","w","regular",""
"CAG194007150","millw107","CAG","","","value","","","","","","","","","","","","","","","","","","","","","","","19400715","0","CHI09","SNO","w","regular",""
"CAG194007240","millw107","CAG","","","value","","","","","","","","","","","","","","","","","","","","","","","19400724","0","EAU01","KCM","l","regular",""
"CAG194007290","millw107","CAG","","","value","","","","","","","","","","","","","","","","","","","","","","","19400729","0","CHI09","KCM","l","regular",""
"CAG194008041","millw107","CAG","9","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","1","0","","","0","","","","","19400804","1","CHI09","CV9","w","regular","y"
"CAG194008111","millw107","CAG","","","value","","","","","","","","","","","","","","","","","","","","","","","19400811","1","CHI09","IN8","l","regular",""
"CAG194008112","millw107","CAG","","","value","","","","","","","","","","","","","","","","","","","","","","","19400811","2","CHI09","IN8","w","regular",""
"BIR194008181","millw107","CAG","9","1","value","4","4","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400818","1","BIR01","BIR","l","exhibition","y"
"BIR194008182","millw107","CAG","8","1","value","2","2","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400818","2","BIR01","BIR","l","exhibition","y"
"MEM194008251","millw107","CAG","9","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400825","1","MEM02","MEM","l","regular","y"
"MEM194008252","millw107","CAG","","","value","","","","","","","","","","","","","","","","","","","","","","","19400825","2","MEM02","MEM","l","regular",""
"CAG194009011","millw107","CAG","","","value","","","","","","","","","","","","","","","","","","","","","","","19400901","1","CHI09","MEM","l","regular",""
"CAG194009021","millw107","CAG","","","value","","","","","","","","","","","","","","","","","","","","","","","19400902","1","CHI09","MEM","w","regular",""
"CAG194009082","millw107","CAG","9","1","value","2","2","1","1","0","0","0","","0","","0","","","","0","","","0","","","","","19400908","2","CHI09","KCM","l","regular","y"
"BIR194205172","millw107","CAG","9","4","value","1","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19420517","2","BIR01","BIR","l","regular","y"
