"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"ASD193310100","muelr101","ASD","1","2","value","27","8","2","0","0","0","0","","","","1","19331010","0","JOP01","KCM","w","exhibition","y"
"VMA194609300","muelr101","VMA","1","2","value","27","13","1","0","0","0","0","","","","1","19460930","0","DAY03","HOM","w","exhibition","y"
