"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"SNO194104130","warea101","CAG","7","1","value","3","2","1","1","0","0","0","","0","","0","1","","","0","","","0","","","","","19410413","0","MNL01","SNO","w","exhibition","y"
"SNO194105041","warea101","CAG","6","1","value","","","1","1","","","","1","","","","","","","","","","","","","","","19410504","1","DAL01","SNO","w","exhibition",""
"SNO194105041","warea101","CAG","6","1","lower","","1","1","1","","","","1","","","","","","","","","","","","","","","19410504","1","DAL01","SNO","w","exhibition",""
"SNO194105070","warea101","CAG","","","value","","","","1","","","","","","","","","","","","","","","","","","","19410507","0","TUL01","SNO","w","exhibition",""
"SNO194105070","warea101","CAG","","","lower","","1","","1","","","","","","","","","","","","","","","","","","","19410507","0","TUL01","SNO","w","exhibition",""
"CAG194109030","warea101","CAG","6","1","value","5","5","1","1","0","0","0","","0","","0","0","0","","0","","","0","","","","","19410903","0","SPR03","KCM","l","regular","y"
"CCB194204220","warea101","CCB","","","value","","","","","","","","","","","","","","","","","","","","","","","19420422","0","PTX01","JAX","t","exhibition",""
"BIR194205030","warea101","CCB","","","value","","","1","","","","","","","","","","","","","","","","","","","","19420503","0","LRK02","BIR","w","exhibition",""
"MEM194205101","warea101","CCB","6","1","value","4","4","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19420510","1","MEM02","MEM","l","regular","y"
"MEM194205130","warea101","CCB","","","value","","","1","1","","1","","1","","","","","","","","","","","","","","","19420513","0","MEM02","MEM","w","regular",""
"MEM194205130","warea101","CCB","","","lower","","1","1","1","","1","","1","","","","","","","","","","","","","","","19420513","0","MEM02","MEM","w","regular",""
"CCB194205241","warea101","CCB","6","1","value","5","5","2","2","0","0","0","","0","","0","0","0","","0","","","0","","","","","19420524","1","KAN05","JAX","w","regular","y"
"CCB194205242","warea101","CCB","8","1","value","3","3","1","1","0","0","0","","0","","0","0","0","","0","","","0","","","","","19420524","2","KAN05","JAX","w","regular","y"
"CCB194205311","warea101","CCB","5","1","value","4","4","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19420531","1","CLE06","JAX","w","regular","y"
"CCB194205312","warea101","CCB","5","1","value","","","0","","","","","0","","","","","","","","","","","","","","","19420531","2","CLE06","JAX","l","regular",""
"CCB194206020","warea101","CCB","","","value","","","","3","","","","","","","","","","","","","","","","","","","19420602","0","YOU01","JAX","w","regular",""
"CCB194206020","warea101","CCB","","","lower","","3","","3","","","","","","","","","","","","","","","","","","","19420602","0","YOU01","JAX","w","regular",""
"CCB194206030","warea101","CCB","6","1","value","4","4","0","2","1","1","0","5","0","","0","0","0","","0","","","0","","","","","19420603","0","ERI01","JAX","w","regular","y"
"CCB194206080","warea101","CCB","","","value","","","1","1","","","1","2","","","","","","","","","","","","","","","19420608","0","CHA01","CAG","w","regular",""
"CCB194206080","warea101","CCB","","","lower","","1","1","1","","","1","2","","","","","","","","","","","","","","","19420608","0","CHA01","CAG","w","regular",""
"CCB194206090","warea101","CCB","6","1","value","5","5","1","2","0","0","0","","0","","0","0","0","","0","","","0","","","","","19420609","0","YOU01","CAG","l","regular","y"
"CCB194206141","warea101","CCB","6","1","value","3","3","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19420614","1","CLE06","KCM","w","regular","y"
"CCB194206142","warea101","CCB","6","1","value","2","2","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19420614","2","CLE06","KCM","l","regular","y"
"CCB194206150","warea101","CCB","6","1","value","4","3","0","0","0","0","0","","0","","1","0","0","","0","","","0","","","","","19420615","0","YOU01","KCM","l","regular","y"
"CCB194206160","warea101","CCB","6","1","value","4","4","0","1","0","0","0","","0","","0","0","0","","0","","","0","","","","","19420616","0","MEA01","KCM","l","regular","y"
"CCB194206211","warea101","CCB","6","1","value","4","4","0","1","0","0","0","","0","","0","0","0","","0","","","0","","","","","19420621","1","CIN07","BIR","w","regular","y"
"CCB194206220","warea101","CCB","6","1","value","4","4","1","2","0","0","0","","0","","0","0","0","0","0","","","0","","","","","19420622","0","YOU01","BIR","w","regular","y"
"CCB194206240","warea101","CCB","6","1","value","4","3","1","3","0","0","1","2","0","","1","0","0","0","0","","","0","","","","","19420624","0","CAN03","BIR","w","regular","y"
"CCB194207051","warea101","CCB","6","1","value","4","4","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19420705","1","CLE06","CAG","w","regular","y"
"CCB194207052","warea101","CCB","6","1","value","3","2","1","1","0","0","0","","0","","1","0","0","","1","","","0","","","","","19420705","2","CLE06","CAG","w","regular","y"
"CCB194207070","warea101","CCB","6","1","value","4","4","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19420707","0","AKR01","CAG","w","regular","y"
"CCB194207090","warea101","CCB","6","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19420709","0","CAN03","CAG","l","regular","y"
"CCB194207121","warea101","CCB","","","value","","","","","","","","","","","","","","","","","","","","","","","19420712","1","IND10","BIR","l","regular",""
"CCB194207121","warea101","CCB","","","lower","","1","","","","","","","","","","","","","","","","","","","","","19420712","1","IND10","BIR","l","regular",""
"CCB194207150","warea101","CCB","7","1","value","5","4","0","0","0","0","0","","0","","0","1","","","0","","","0","","","","","19420715","0","IND10","HOM","l","exhibition","y"
"CCB194207160","warea101","CCB","6","1","value","4","4","0","1","0","0","0","1","0","","0","0","0","","0","","","0","","","","","19420716","0","MUN02","HOM","l","exhibition","y"
"CCB194207180","warea101","CCB","6","1","value","4","3","0","1","0","0","0","","0","","0","1","","","0","","","0","","","","","19420718","0","AKR01","HOM","l","exhibition","y"
"CCB194207191","warea101","CCB","7","1","value","4","3","0","1","0","0","0","","0","","0","1","","","0","","","0","","","","","19420719","1","CLE06","HOM","l","exhibition","y"
"CCB194207192","warea101","CCB","","","value","","","","","","","","","","","","","","","","","","","","","","","19420719","2","CLE06","HOM","w","exhibition",""
"CCB194207200","warea101","CCB","6","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19420720","0","YOU01","HOM","l","exhibition","y"
"CCB194207230","warea101","CCB","6","1","value","4","4","1","2","0","1","0","","0","","0","0","0","","0","","","0","","","","","19420723","0","ERI01","HOM","l","exhibition","y"
"CCB194207240","warea101","CCB","6","1","value","5","5","3","3","0","0","0","","0","","0","0","0","","0","","","0","","","","","19420724","0","BUF06","HOM","l","exhibition","y"
"HOM194207251","warea101","CCB","6","1","value","4","4","0","0","0","0","0","","0","","0","0","0","2","0","","","0","","","","","19420725","1","PIT06","HOM","l","exhibition","y"
"HOM194207252","warea101","CCB","","","value","","","","1","1","0","0","","0","","0","","","","0","","","0","","","","","19420725","2","PIT06","HOM","l","exhibition",""
"HOM194207252","warea101","CCB","","","lower","","1","","1","1","0","0","","0","","0","","","","0","","","0","","","","","19420725","2","PIT06","HOM","l","exhibition",""
"CCB194207280","warea101","CCB","7","1","value","4","4","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19420728","0","CAN03","NW2","l","exhibition","y"
"CCB194207290","warea101","CCB","6","1","value","4","3","0","1","0","0","0","","0","","0","1","","","0","","","0","","","","","19420729","0","AKR01","NW2","l","exhibition","y"
"NW2194208021","warea101","CCB","7","1","value","4","4","1","1","0","0","1","3","0","","0","0","0","","0","","","0","","","","","19420802","1","NWK04","NW2","l","exhibition","y"
"NW2194208022","warea101","CCB","7","1","value","3","3","1","2","0","0","0","","0","","0","0","0","","0","","","0","","","","","19420802","2","NWK04","NW2","l","exhibition","y"
"NW2194208030","warea101","CCB","7","1","value","4","3","0","1","0","0","0","0","0","","0","1","","","0","","","0","","","","","19420803","0","HAR02","NW2","l","exhibition","y"
"NW2194208060","warea101","CCB","7","1","value","4","4","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19420806","0","NWK04","NW2","l","exhibition","y"
"CCB194208120","warea101","CCB","1","1","value","4","4","1","1","0","0","0","1","0","","0","0","0","","0","","","0","","","","","19420812","0","CAN03","MEM","l","regular","y"
"BIR194208161","warea101","CCB","3","1","value","4","3","0","1","0","0","0","","0","","0","1","","","0","","","0","","","","","19420816","1","BIR01","BIR","l","exhibition","y"
"BIR194208162","warea101","CCB","3","1","value","2","1","0","0","0","0","0","0","0","","0","1","","","0","","","0","","","","","19420816","2","BIR01","BIR","l","exhibition","y"
