"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"NYL191307190","lindb103","CAG","1","value","","","","","","","","","","","","","","","","","","","","","1","","","19130719","0","NYC22","NYL","T","championship",""
"NYL191307190","lindb103","CAG","1","lower","","","","","","","","","","","","","","","","","","","","","","","","19130719","0","NYC22","NYL","T","championship",""
"NYL191307190","lindb103","CAG","1","upper","","","","","","","","","","","","","","","","","","","","","","","","19130719","0","NYC22","NYL","T","championship",""
"NYL191307201","lindb103","CAG","1","value","26","","40","10","","","1","5","5","4","","5","0","0","0","1","","","1","","1","","1","19130720","1","NYC22","NYL","L","championship","y"
"NYL191307201","lindb103","CAG","1","lower","26","","35","10","","","1","5","","4","","5","0","0","0","1","","","","","","","","19130720","1","NYC22","NYL","L","championship","y"
"NYL191307201","lindb103","CAG","1","upper","26","","40","10","","","1","5","","4","","5","0","0","0","1","","","","","","","","19130720","1","NYC22","NYL","L","championship","y"
"CAG191307270","lindb103","CAG","1","value","27","0","43","10","1","0","1","8","5","1","0","2","0","0","0","0","0","","1","","1","","1","19130727","0","CHI09","NYL","L","championship","y"
"CAG191307270","lindb103","CAG","1","lower","27","","","10","1","0","1","8","","1","","2","0","0","0","0","","","","","","","","19130727","0","CHI09","NYL","L","championship","y"
"CAG191307270","lindb103","CAG","1","upper","27","","","10","1","0","1","8","","1","","7","0","0","0","0","","","","","","","","19130727","0","CHI09","NYL","L","championship","y"
"CAG191307290","lindb103","CAG","2","value","2","0","3","2","0","0","0","0","0","0","0","1","0","0","0","0","0","1","","","","1","","19130729","0","CHI09","NYL","W","championship","y"
"CAG191307290","lindb103","CAG","2","lower","2","","3","2","","0","0","0","0","0","0","0","0","0","0","","0","","","","","","","19130729","0","CHI09","NYL","W","championship","y"
"CAG191307290","lindb103","CAG","2","upper","2","","3","2","","0","0","0","0","0","0","1","0","0","0","","0","","","","","","","19130729","0","CHI09","NYL","W","championship","y"
"CAG191307310","lindb103","CAG","1","value","27","0","34","5","0","0","0","1","0","2","1","5","0","0","0","2","0","1","","","1","","1","19130731","0","CHI09","NYL","W","championship","y"
"CAG191307310","lindb103","CAG","1","lower","27","","","5","0","0","0","1","0","2","1","5","0","0","0","2","","","","","","","","19130731","0","CHI09","NYL","W","championship","y"
"CAG191307310","lindb103","CAG","1","upper","27","","","5","0","0","0","1","0","2","1","7","0","0","0","2","","","","","","","","19130731","0","CHI09","NYL","W","championship","y"
"CAG191308022","lindb103","CAG","2","value","18","","29","7","","","0","4","","4","","2","0","0","0","0","","","","","","1","","19130802","2","CHI09","NYL","L","championship","y"
"CAG191308022","lindb103","CAG","2","lower","","","","","","","0","","","4","","2","0","0","0","","","","","","","","","19130802","2","CHI09","NYL","L","championship","y"
"CAG191308022","lindb103","CAG","2","upper","","","","","","","0","","","4","","2","0","0","0","","","","","","","","","19130802","2","CHI09","NYL","L","championship","y"
"CAG191308090","lindb103","CAG","2","value","12","","22","9","","","0","7","","1","","1","0","0","0","0","","","","","","","","19130809","0","CHI09","NYL","L","championship","y"
"CAG191308090","lindb103","CAG","2","lower","","","","","","","0","","","1","","1","0","0","0","","","","","","","","","19130809","0","CHI09","NYL","L","championship","y"
"CAG191308090","lindb103","CAG","2","upper","","","","","","","0","","","1","","1","0","0","0","","","","","","","","","19130809","0","CHI09","NYL","L","championship","y"
