"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"IN9194607130","smita102","CVB","","","value","","","","1","","","","","","","","","","","","","","","","","","","19460713","0","IND10","IN9","l","regular",""
"CVB194607170","smita102","CVB","4","2","value","0","0","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19460717","0","CLE07","MEM","l","regular","y"
"CVB194607180","smita102","CVB","6","1","value","5","4","1","0","0","0","0","0","0","","0","1","","","1","","","0","","","","","19460718","0","ROC04","NW2","w","exhibition","y"
"CVB194607212","smita102","CVB","","","value","","","1","1","","1","","","","","","","","","","","","","","","","","19460721","2","CLE06","NW2","t","exhibition",""
"CVB194607212","smita102","CVB","","","lower","","1","1","1","","1","","","","","","","","","","","","","","","","","19460721","2","CLE06","NW2","t","exhibition",""
"CVB194607290","smita102","CVB","","","value","","","","","","","","","","","","","","1","","","","","","","","","19460729","0","CLE07","BIR","w","regular",""
"NW2194608090","smita102","CVB","8","1","value","4","4","0","1","0","0","0","","0","","0","","","","0","","","0","","","","","19460809","0","NWK04","NW2","l","exhibition","y"
"CVB194609021","smita102","CVB","","","value","","","","1","","","","1","","","","","","","","","","","","","","","19460902","1","CLE06","CAG","w","regular",""
"CVB194609021","smita102","CVB","","","lower","","1","","1","","","","1","","","","","","","","","","","","","","","19460902","1","CLE06","CAG","w","regular",""
"CVB194609030","smita102","CVB","6","1","value","4","4","0","3","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19460903","0","ERI01","CAG","w","regular","y"
"CAG194704290","smita102","CVB","5","1","value","","","0","","","","","","","","","1","","","","","","","","","","","19470429","0","HUN01","CAG","w","exhibition",""
"CVB194705040","smita102","CVB","7","1","value","4","4","0","1","1","0","0","2","0","0","0","0","0","1","0","0","0","0","0","","","","19470504","0","CLE06","BIR","w","regular","y"
"CVB194705181","smita102","CVB","7","1","value","5","3","2","1","1","0","0","0","0","","1","1","","","0","","","0","","","","","19470518","1","CLE06","MEM","w","regular","y"
"CVB194705182","smita102","CVB","","","value","","","1","1","1","","","0","","","","","","","","","","","","","","","19470518","2","CLE06","MEM","w","regular",""
