"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"PH5194805010","loper102","NY6","2","value","24","","39","8","","","0","7","","4","","7","0","0","0","0","","","","","1","","","","1","","19480501","0","CHE01","PH5","w","regular","y"
"NY6194805110","loper102","NY6","2","value","6","","14","5","","","0","3","","3","","","0","0","0","0","","","","","","","","","","","19480511","0","WIL04","NY5","w","regular","y"
"HOM194805190","loper102","NY6","1","value","15","","24","6","","","0","6","","4","","4","0","0","0","0","","","","","","1","","1","","","19480519","0","HRB01","HOM","l","regular","y"
"NY6194805232","loper102","NY6","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19480523","2","NYC16","BLG","l","regular",""
"BLG194806080","loper102","NY6","1","value","15","","26","6","","","0","4","","3","","2","0","1","0","1","","","","","","1","","1","","","19480608","0","BAL14","BLG","l","regular","y"
"NY6194807040","loper102","NY6","3","value","3","","9","5","","","0","4","","1","","1","0","0","0","0","","","","","","1","","","1","","19480704","0","NYC14","NY5","l","regular","y"
"NY6194807110","loper102","NY6","2","value","14","0","24","7","1","0","0","4","3","3","0","3","0","0","0","0","0","3","1","1","","","","","1","","19480711","0","NYC16","PH5","l","regular","y"
"NY6194807181","loper102","NY6","1","value","26","0","38","11","1","0","1","5","5","3","0","4","0","0","0","1","0","0","0","0","","1","","1","","","19480718","1","NYC14","HOM","l","regular","y"
"NY6194807250","loper102","NY6","1","value","6","0","11","5","2","0","1","3","3","0","0","1","0","0","0","1","0","0","0","0","","","","1","","","19480725","0","NYC14","NY5","l","regular","y"
"NY5194807261","loper102","NY6","1","value","21","","29","9","","","1","5","","3","","4","0","1","0","0","","","","","","1","","1","","","19480726","1","PHI11","NY5","l","regular","y"
"HOM194808120","loper102","NY6","1","value","32","0","48","8","1","1","0","3","3","9","0","2","0","0","0","0","0","0","2","0","","1","","1","","1","19480812","0","WAS09","HOM","l","regular","y"
"BIR194808150","loper102","NY6","2","value","9","","15","4","","","0","1","","1","","3","1","0","0","0","","","","","","","","","1","","19480815","0","BIR01","BIR","l","exhibition","y"
"BIR194808190","loper102","NY6","3","value","8","","9","1","","","0","0","","0","","2","0","0","0","0","","","","","1","","","","1","","19480819","0","BIR01","BIR","w","exhibition","y"
"BIR194808222","loper102","NY6","1","value","21","","","","","","","2","","","","","","","","","","","","","1","","","1","","1","19480822","2","NOL01","BIR","w","exhibition",""
"BIR194808240","loper102","NY6","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19480824","0","GRE01","BIR","w","exhibition",""
"BIR194808270","loper102","NY6","1","value","6","","","","","","1","5","","","","","","","","","","","","","","1","","1","","","19480827","0","LEX01","BIR","l","exhibition",""
"BIR194808270","loper102","NY6","1","upper","9","","","","","","1","5","","","","","","","","","","","","","","","","","","","19480827","0","LEX01","BIR","l","exhibition",""
"NY6194809061","loper102","NY6","1","value","27","","","4","","","1","3","","","","","","","","","","","","","1","","","1","","1","19480906","1","NYC14","IN9","w","exhibition",""
"NY6194809120","loper102","NY6","2","value","4","0","4","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","","","","","","","19480912","0","NYC14","PH5","l","regular","y"
"MEM194903270","loper102","NY6","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19490327","0","MEM02","MEM","l","exhibition",""
"NY6194904150","loper102","NY6","1","value","27","","","7","","","1","3","","","","13","","","","","","","","","1","","","1","","1","19490415","0","NOL01","KCM","w","exhibition",""
