"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"CVB194307181","gracw101","CVB","1","7","value","","0","0","0","0","0","","","","","","19430718","1","CLE06","HOM","l","exhibition","y"
"CVB194308011","gracw101","CVB","1","8","value","27","1","0","0","0","0","","","","","1","19430801","1","CLE06","MEM","w","exhibition","y"
"CVB194308012","gracw101","CVB","1","8","value","21","0","0","0","0","0","","","","","1","19430801","2","CLE06","MEM","w","exhibition","y"
"CVB194308040","gracw101","CVB","1","8","value","27","1","1","0","1","0","","","","","1","19430804","0","ERI01","MEM","l","regular","y"
"KCM194308151","gracw101","CVB","1","8","value","24","","","1","0","0","","","","","1","19430815","1","CHI11","KCM","l","regular","y"
"CVB194308291","gracw101","CVB","1","8","value","27","1","0","0","0","0","","","","","1","19430829","1","CLE06","BIR","l","regular","y"
"CVB194308292","gracw101","CVB","1","8","value","","1","0","0","0","0","","","","","1","19430829","2","CLE06","BIR","w","regular","y"
"CVB194308292","gracw101","CVB","2","9","value","","","","0","0","0","","","","","1","19430829","2","CLE06","BIR","w","regular","y"
"CVB194309121","gracw101","CVB","1","8","value","27","1","0","0","0","0","","","","","1","19430912","1","CLE06","CI2","w","exhibition","y"
"CVB194309122","gracw101","CVB","1","9","value","21","0","0","1","0","0","","","","","1","19430912","2","CLE06","CI2","w","exhibition","y"
"CVB194405141","gracw101","CVB","1","9","value","27","1","0","0","0","0","","","","","1","19440514","1","CLE06","CIA","w","regular","y"
"CVB194405142","gracw101","CVB","1","9","value","21","0","0","0","0","0","","","","","1","19440514","2","CLE06","CIA","l","regular","y"
"CVB194405211","gracw101","CVB","1","9","value","27","2","0","0","0","0","","","","","1","19440521","1","CLE06","BIR","w","regular","y"
"CVB194405212","gracw101","CVB","1","9","value","21","2","0","0","0","0","","","","","1","19440521","2","CLE06","BIR","w","regular","y"
"CVB194405230","gracw101","CVB","1","9","value","27","","","0","","0","0","","","","1","19440523","0","BUF06","BIR","l","regular",""
"BIR194405281","gracw101","CVB","1","9","value","24","","","0","0","0","","","","","1","19440528","1","BIR01","BIR","l","regular","y"
"BIR194405282","gracw101","CVB","1","9","value","21","","","0","","0","0","","","","","19440528","2","BIR01","BIR","w","regular",""
"MEM194406041","gracw101","CVB","1","9","value","27","3","","0","0","0","","","","","1","19440604","1","MEM03","MEM","w","regular","y"
"CVB194406111","gracw101","CVB","1","7","value","36","1","1","1","0","0","","","","","1","19440611","1","CLE06","KCM","l","regular","y"
"CVB194406112","gracw101","CVB","1","5","value","21","1","0","0","0","0","","","","","1","19440611","2","CLE06","KCM","w","regular","y"
"CVB194406251","gracw101","CVB","1","8","value","","0","0","0","0","0","","","","","","19440625","1","CLE06","CAG","w","regular","y"
"CVB194406292","gracw101","CVB","1","8","value","21","","","0","","0","0","","","","","19440629","2","SYR04","CAG","l","regular",""
"MEM194407161","gracw101","CVB","1","7","value","24","0","","0","0","0","","","","","1","19440716","1","MEM03","MEM","l","regular","y"
"MEM194407161","gracw101","CVB","2","8","value","0","","","0","0","0","","","","","1","19440716","1","MEM03","MEM","l","regular","y"
"MEM194407200","gracw101","CVB","1","7","value","24","3","1","0","0","0","","","","","1","19440720","0","OKC02","MEM","l","regular","y"
"KCM194407240","gracw101","CVB","1","8","value","27","3","1","0","0","0","","","","","1","19440724","0","KAN05","KCM","w","regular","y"
"CIA194408010","gracw101","CVB","1","8","value","24","2","0","0","0","0","","","","","1","19440801","0","SPR04","CIA","l","regular","y"
