"gid","id","team","b_lp","b_seq","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"BIR194307230","danij103","BIR","","","value","","","","","","","","","","","","","","","","","","","","","19430723","0","CHT01","NY6","L","exhibition",""
"BIR194307230","danij103","BIR","","","lower","","","","","","","","","","","","","","","","","","","","","19430723","0","CHT01","NY6","L","exhibition",""
"BIR194307230","danij103","BIR","","","upper","","","","","","","","","","","","","","","","","","","","","19430723","0","CHT01","NY6","L","exhibition",""
"CI2194308070","danij103","BIR","9","1","value","2","1","0","","","","","","","","0","0","","","","","","","","","19430807","0","APP01","CI2","L","regular","y"
"CI2194308070","danij103","BIR","9","1","lower","2","1","0","","","","","","","","","","","","","","","","","","19430807","0","APP01","CI2","L","regular","y"
"CI2194308070","danij103","BIR","9","1","upper","2","1","0","","","","","","","","","","","","","","","","","","19430807","0","APP01","CI2","L","regular","y"
"CI2194308111","danij103","BIR","","","value","","","","","","","","","","","","","","","","","","","","","19430811","1","WIN01","CI2","W","regular",""
"CI2194308111","danij103","BIR","","","lower","","","","","","","","","","","","","","","","","","","","","19430811","1","WIN01","CI2","W","regular",""
"CI2194308111","danij103","BIR","","","upper","","","","","","","","","","","","","","","","","","","","","19430811","1","WIN01","CI2","W","regular",""
"CI2194309080","danij103","BIR","9","1","value","2","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","19430908","0","CIN07","CI2","W","regular","y"
"CI2194309080","danij103","BIR","9","1","lower","2","","0","0","0","0","","0","","0","","","","0","","","0","","","","19430908","0","CIN07","CI2","W","regular","y"
"CI2194309080","danij103","BIR","9","1","upper","2","","0","0","0","0","","0","","0","","","","0","","","0","","","","19430908","0","CIN07","CI2","W","regular","y"
