"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"NY6194604160","hearj103","BIR","1","value","27","","","10","","","","7","","","","","","","","","","1","","","1","","1","19460416","0","NOL01","NY6","W","exhibition",""
"NY6194604160","hearj103","BIR","1","lower","27","","","10","","","","7","","","","","","","","","","","","","","","","19460416","0","NOL01","NY6","W","exhibition",""
"NY6194604160","hearj103","BIR","1","upper","27","","","10","","","","7","","","","","","","","","","","","","","","","19460416","0","NOL01","NY6","W","exhibition",""
"BIR194604210","hearj103","BIR","2","value","","","","","","","","","","","","","","","","","","","","","","","","19460421","0","ATL05","CVB","L","exhibition",""
"BIR194604210","hearj103","BIR","2","lower","","","","","","","","","","","","","","","","","","","","","","","","19460421","0","ATL05","CVB","L","exhibition",""
"BIR194604210","hearj103","BIR","2","upper","","","","","","","","","","","","","","","","","","","1","","","","","19460421","0","ATL05","CVB","L","exhibition",""
"BIR194605090","hearj103","BIR","1","value","27","","38","8","0","0","1","2","","4","","6","0","0","0","0","","1","","","1","","1","19460509","0","BIR01","CVB","W","regular","y"
"BIR194605090","hearj103","BIR","1","lower","27","","35","8","0","0","1","2","","4","","6","0","0","0","0","","","","","","","","19460509","0","BIR01","CVB","W","regular","y"
"BIR194605090","hearj103","BIR","1","upper","27","","38","8","0","0","1","2","","4","","6","0","0","0","0","","","","","","","","19460509","0","BIR01","CVB","W","regular","y"
"BIR194605122","hearj103","BIR","3","value","","","","","","","","","","","","","","","","","","","","","","","","19460512","2","BIR01","CVB","L","regular",""
"BIR194605122","hearj103","BIR","3","lower","","","","","","","","","","","","","","","","","","","","","","","","19460512","2","BIR01","CVB","L","regular",""
"BIR194605122","hearj103","BIR","3","upper","","","","","","","","","","","","","","","","","","","1","","","","","19460512","2","BIR01","CVB","L","regular",""
"BIR194605210","hearj103","BIR","1","value","18","","","","","","","","","","","","","","","","","","","","1","","","19460521","0","LRK02","MEM","L","regular",""
"BIR194605210","hearj103","BIR","1","lower","18","","","","","","","","","","","","","","","","","","","","","","","19460521","0","LRK02","MEM","L","regular",""
"BIR194605210","hearj103","BIR","1","upper","18","","","","","","","","","","","","","","","","","","1","","","","","19460521","0","LRK02","MEM","L","regular",""
"BIR194605261","hearj103","BIR","1","value","","","","","","","","","","","","","","","","","","","","","1","","","19460526","1","BIR01","MEM","L","regular",""
"BIR194605261","hearj103","BIR","1","lower","","","","","","","","","","","","","","","","","","","","","","","","19460526","1","BIR01","MEM","L","regular",""
"BIR194605261","hearj103","BIR","1","upper","","","","","","","","","","","","","","","","","","","1","","","","","19460526","1","BIR01","MEM","L","regular",""
"BIR194605280","hearj103","BIR","1","value","27","","","12","","","","7","","2","","","","","","","","","1","","1","","1","19460528","0","ATL04","MEM","L","regular",""
"BIR194605280","hearj103","BIR","1","lower","27","","","12","","","","7","","2","","","","","","","","","","","","","","19460528","0","ATL04","MEM","L","regular",""
"BIR194605280","hearj103","BIR","1","upper","27","","","12","","","","7","","2","","","","","","","","","","","","","","19460528","0","ATL04","MEM","L","regular",""
"CAG194606040","hearj103","BIR","1","value","27","","39","10","1","1","0","3","3","0","","11","0","0","0","0","","1","","","1","","1","19460604","0","SBD01","CAG","W","regular","y"
"CAG194606040","hearj103","BIR","1","lower","27","","39","10","1","1","0","3","3","0","","11","0","0","0","0","","","","","","","","19460604","0","SBD01","CAG","W","regular","y"
"CAG194606040","hearj103","BIR","1","upper","27","","39","10","1","1","0","3","3","0","","11","0","0","0","0","","","","","","","","19460604","0","SBD01","CAG","W","regular","y"
"IN9194606161","hearj103","BIR","1","value","27","","","","","","","3","","","","","","","","","","1","","","1","","1","19460616","1","CIN07","IN9","W","regular",""
"IN9194606161","hearj103","BIR","1","lower","27","","","","","","","3","","","","","","","","","","","","","","","","19460616","1","CIN07","IN9","W","regular",""
"IN9194606161","hearj103","BIR","1","upper","27","","","","","","","3","","","","","","","","","","","","","","","","19460616","1","CIN07","IN9","W","regular",""
"BIR194606270","hearj103","BIR","1","value","27","","","7","","","","5","","","","","","","","","","1","","","1","","1","19460627","0","BIR01","CAG","W","regular",""
"BIR194606270","hearj103","BIR","1","lower","27","","","7","","","","5","","","","","","","","","","","","","","","","19460627","0","BIR01","CAG","W","regular",""
"BIR194606270","hearj103","BIR","1","upper","27","","","7","","","","5","","","","","","","","","","","","","","","","19460627","0","BIR01","CAG","W","regular",""
"CAG194607072","hearj103","BIR","1","value","21","","","5","","","","2","","","","6","","","","","","1","","","1","","1","19460707","2","CHI10","CAG","W","regular",""
"CAG194607072","hearj103","BIR","1","lower","21","","","5","","","","2","","","","6","","","","","","","","","","","","19460707","2","CHI10","CAG","W","regular",""
"CAG194607072","hearj103","BIR","1","upper","21","","","5","","","","2","","","","6","","","","","","","","","","","","19460707","2","CHI10","CAG","W","regular",""
"HOM194607120","hearj103","BIR","1","value","30","","","6","","","","5","","","","","","","","","","","","","1","","1","19460712","0","DAY03","HOM","T","exhibition",""
"HOM194607120","hearj103","BIR","1","lower","30","","","6","","","","5","","","","","","","","","","","","","","","","19460712","0","DAY03","HOM","T","exhibition",""
"HOM194607120","hearj103","BIR","1","upper","30","","","6","","","","5","","","","","","","","","","","","","","","","19460712","0","DAY03","HOM","T","exhibition",""
"CVB194607282","hearj103","BIR","1","value","18","","","7","","","1","4","","","","","","","","","","","1","","1","","1","19460728","2","SYR04","CVB","L","regular",""
"CVB194607282","hearj103","BIR","1","lower","18","","","7","","","1","4","","","","","","","","","","","","","","","","19460728","2","SYR04","CVB","L","regular",""
"CVB194607282","hearj103","BIR","1","upper","18","","","7","","","1","4","","","","","","","","","","","","","","","","19460728","2","SYR04","CVB","L","regular",""
"CAG194608020","hearj103","BIR","2","value","12","","","","","","","0","","","","","","","","","","1","","","","1","","19460802","0","DAY03","CAG","W","regular",""
"CAG194608020","hearj103","BIR","2","lower","12","","","","","","","0","","","","","","","","","","","","","","","","19460802","0","DAY03","CAG","W","regular",""
"CAG194608020","hearj103","BIR","2","upper","15","","","","","","","0","","","","","","","","","","","","","","","","19460802","0","DAY03","CAG","W","regular",""
"BIR194608042","hearj103","BIR","1","value","15","","","1","","","","0","","","","","","","","","","1","","","1","","1","19460804","2","BIR01","CAG","W","regular",""
"BIR194608042","hearj103","BIR","1","lower","15","","","1","","","","0","","","","","","","","","","","","","","","","19460804","2","BIR01","CAG","W","regular",""
"BIR194608042","hearj103","BIR","1","upper","15","","","1","","","","0","","","","","","","","","","","","","","","","19460804","2","BIR01","CAG","W","regular",""
"BIR194608080","hearj103","BIR","3","value","","","","","","","","","","","","","","","","","","","","","","1","","19460808","0","BIR01","CAG","L","regular",""
