"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"BIR194604210","jones105","CVB","2","value","","","","","","","","","","4","","","","","","","","","","","","","","","","","19460421","0","ATL05","BIR","w","exhibition",""
"CVB194605052","jones105","CVB","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19460505","2","CLE06","BIR","l","regular",""
"BIR194605100","jones105","CVB","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19460510","0","BIR01","BIR","l","regular",""
"IN9194605210","jones105","CVB","1","value","27","","","5","","","","1","","","","8","","","","","","","","","1","","","1","","1","19460521","0","COL05","IN9","w","regular",""
"CAG194605302","jones105","CVB","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19460530","2","CHI10","CAG","l","regular",""
"CVB194606092","jones105","CVB","1","value","19","","","7","","","","5","","","","","","","","","","","","","","1","","1","","","19460609","2","CLE06","KCM","l","regular",""
"CVB194606100","jones105","CVB","4","value","3","","","","","","","","","","","","","","","","","","","","","","","","1","","19460610","0","COL05","KCM","l","regular",""
"CVB194706082","jones105","CVB","1","value","21","","","6","","","","5","","","","","1","","","","","","","","","1","","1","","1","19470608","2","CLE06","BIR","l","regular",""
"CVB194706151","jones105","CVB","2","value","6","","","","","","","0","","","","","","","","","","","","","1","","","","1","","19470615","1","CLE06","KCM","w","regular",""
"BIR194706291","jones105","CVB","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19470629","1","BIR01","BIR","l","regular",""
"CVB194707030","jones105","CVB","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19470703","0","DAY03","BIR","l","regular",""
"CVB194707310","jones105","CVB","1","value","","","","","","","","","","","","","","","","","","","","","","1","","1","","","19470731","0","IND10","HOM","l","exhibition",""
"CVB194707310","jones105","CVB","1","lower","15","","","","","","","1","","","","","","","","","","","","","","","","","","","19470731","0","IND10","HOM","l","exhibition",""
"CVB194707310","jones105","CVB","1","upper","17","","","","","","","6","","","","","","","","","","","","","","","","","","","19470731","0","IND10","HOM","l","exhibition",""
"CVB194708120","jones105","CVB","1","value","27","","","6","","","1","5","","","","","","","","","","","","","1","","","1","","1","19470812","0","DAY03","CAG","w","regular",""
"BIR194708270","jones105","CVB","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19470827","0","MTG01","BIR","w","regular",""
"BLG194709011","jones105","CVB","1","value","24","","35","11","0","0","0","5","","2","","5","0","0","0","1","","","","","","1","","1","","1","19470901","1","BAL14","BLG","l","exhibition","y"
"CVB194709230","jones105","CVB","2","value","3","","8","4","","","0","4","4","1","","1","0","0","0","0","","","","","","1","","","","","19470923","0","CLE07","NY6","l","regular","y"
"BIR194805010","jones105","CVB","1","value","","","","","","","","","","","","","","","","","","","","","","1","","1","","","19480501","0","BIR01","BIR","l","regular",""
"BIR194805070","jones105","CVB","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19480507","0","KNO01","BIR","l","regular",""
"CVB194805110","jones105","CVB","1","value","27","","","5","","","","3","3","","","","","","","","","","","","1","","","1","","1","19480511","0","DAY03","BIR","w","regular",""
"KCM194805160","jones105","CVB","2","value","16","0","21","5","0","0","0","1","1","2","0","2","0","0","0","0","0","1","1","1","","","","","1","","19480516","0","KAN05","KCM","l","regular","y"
"KCM194805200","jones105","CVB","2","value","","","","2","","","1","3","","","","","","","","","","","","","","1","","","1","","19480520","0","OKC02","KCM","l","regular",""
"KCM194805200","jones105","CVB","2","upper","","","","14","","","1","7","","","","","","","","","","","","","","","","","","","19480520","0","OKC02","KCM","l","regular",""
"MEM194805231","jones105","CVB","5","value","3","","","","","","","","","","","","","","","","","","","","","","","","1","","19480523","1","MEM02","MEM","l","regular",""
"MEM194805231","jones105","CVB","5","upper","2","","","","","","","","","","","","","","","","","","","","","1","","","","","19480523","1","MEM02","MEM","l","regular",""
"MEM194805232","jones105","CVB","1","value","15","","","1","","","","0","0","","","","","","","","","","","","","","","1","","1","19480523","2","MEM02","MEM","t","regular",""
"CVB194805280","jones105","CVB","1","value","27","","","3","","","","2","","","","","","","","","","","","","1","","","1","","1","19480528","0","DAY03","CAG","w","regular",""
