"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"BIR194404161","garrg103","NY6","7","1","value","5","3","2","1","0","0","0","","0","","0","2","","","0","","","0","","","","","19440416","1","BIR01","BIR","w","exhibition","y"
"BIR194404162","garrg103","NY6","7","1","value","4","4","3","2","0","0","0","","0","","0","0","0","","0","","","0","","","","","19440416","2","BIR01","BIR","w","exhibition","y"
"BIR194404170","garrg103","NY6","7","1","value","4","4","1","2","0","0","0","1","0","","0","0","0","","0","","","0","","","","","19440417","0","MTG01","BIR","w","exhibition","y"
"NY5194405211","garrg103","NY6","6","3","value","0","0","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19440521","1","NYC14","NY5","w","regular","y"
"BLG194405270","garrg103","NY6","7","1","value","4","3","0","0","0","0","0","0","0","","1","0","0","","0","","","0","","","","","19440527","0","HRB01","BLG","l","regular","y"
"NY6194405281","garrg103","NY6","7","1","value","3","3","0","2","1","0","0","0","0","","0","0","0","","0","","","0","","","","","19440528","1","NYC16","PH5","l","regular","y"
"NY6194406251","garrg103","NY6","5","2","value","0","0","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19440625","1","NYC16","BLG","l","regular","y"
"NY6194406252","garrg103","NY6","8","1","value","3","2","0","1","0","0","0","0","1","","0","0","0","","0","","","0","","","","","19440625","2","NYC16","BLG","w","regular","y"
"PH5194407010","garrg103","NY6","7","1","value","4","4","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19440701","0","PHI17","PH5","l","regular","y"
"NY6194407021","garrg103","NY6","9","3","value","1","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19440702","1","NYC15","PH5","l","regular","y"
"NY6194407022","garrg103","NY6","8","1","value","2","2","0","0","0","0","0","0","0","","0","0","0","1","0","","","0","","","","","19440702","2","NYC15","KCM","w","exhibition","y"
"NW2194407041","garrg103","NY6","7","3","value","0","0","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19440704","1","NYC15","NW2","w","regular","y"
"NW2194407042","garrg103","NY6","7","1","value","3","3","1","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19440704","2","NYC15","NW2","l","regular","y"
"NY6194407160","garrg103","NY6","7","3","value","0","0","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19440716","0","NYC14","HOM","t","regular","y"
"NY6194407231","garrg103","NY6","6","3","value","0","0","1","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19440723","1","NYC16","PH5","w","regular","y"
"NY6194407280","garrg103","NY6","7","1","value","4","4","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19440728","0","HRB01","NY5","w","regular","y"
"HOM194408071","garrg103","NY6","7","1","value","4","2","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","","","","19440807","1","PHI11","HOM","w","regular","y"
"PH5194408100","garrg103","NY6","7","1","value","","","","","","","","","","","","","","1","","","","","","","","","19440810","0","PHI17","PH5","l","regular",""
"PH5194408100","garrg103","NY6","7","1","lower","","1","","","","","","","","","","","","1","","","","","","","","","19440810","0","PHI17","PH5","l","regular",""
"BLG194408180","garrg103","NY6","7","1","value","4","4","0","1","1","0","0","0","0","","0","0","0","0","0","","","0","","","","","19440818","0","BAL14","BLG","l","regular","y"
"NY6194408190","garrg103","NY6","7","1","value","3","2","0","0","0","0","0","0","0","","0","1","","","0","","","0","","","","","19440819","0","HRB01","BLG","w","regular","y"
"BLG194408201","garrg103","NY6","7","1","value","4","3","1","2","0","0","0","0","0","","0","1","","","1","","","0","","","","","19440820","1","BAL14","BLG","l","regular","y"
"BLG194408202","garrg103","NY6","7","1","value","4","4","0","3","1","0","0","0","0","","0","0","0","","0","","","0","","","","","19440820","2","BAL14","BLG","w","regular","y"
"NY6194408271","garrg103","NY6","7","1","value","4","3","1","1","0","0","0","1","0","","1","0","0","","0","","","0","","","","","19440827","1","NYC16","BIR","w","exhibition","y"
"NY6194408272","garrg103","NY6","7","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19440827","2","NYC16","KCM","l","exhibition","y"
"PH5194505120","garrg103","NY6","7","1","value","4","4","2","2","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19450512","0","PHI17","PH5","w","regular","y"
"NY6194505130","garrg103","NY6","6","1","value","4","3","0","1","0","0","0","0","1","","0","0","0","","0","","","0","","","","","19450513","0","NYC16","PH5","l","regular","y"
