"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"CAG194504221","mccow102","CAG","1","value","21","","","3","","","","2","","","","","","","","","","","","","","1","","1","","1","19450422","1","DAL01","CVB","l","exhibition",""
"CVB194504240","mccow102","CAG","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19450424","0","FTW01","CVB","w","exhibition",""
"CVB194504292","mccow102","CAG","1","value","","","","","","","1","","","","","","","","","","","","","","","","","1","","","19450429","2","NOL01","CVB","l","exhibition",""
"KCM194505090","mccow102","CAG","1","value","27","","34","3","1","0","0","2","1","3","","7","0","0","0","0","","","","","1","","","1","","1","19450509","0","OKC02","KCM","w","regular","y"
"CAG194505132","mccow102","CAG","1","value","","","","","","","","","","","","","","","","","","","","","","1","","1","","","19450513","2","IND10","CVB","l","regular",""
"CAG194505210","mccow102","CAG","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19450521","0","DAY03","KCM","l","regular",""
"CAG194505250","mccow102","CAG","2","value","3","","4","1","0","0","0","0","","0","0","1","0","0","0","0","0","","","","","","","","1","","19450525","0","SPR03","KCM","l","regular","y"
"CAG194505280","mccow102","CAG","1","value","27","","34","6","0","0","0","2","","3","","5","0","0","0","0","","","","","1","","","1","","1","19450528","0","MIL03","KCM","w","regular","y"
"CAG194505302","mccow102","CAG","1","value","21","","","4","","","","0","0","","","","","","","","","","","","1","","","1","","1","19450530","2","CHI10","KCM","w","regular",""
"CAG194506032","mccow102","CAG","1","value","15","","","6","","","","7","","2","","","1","","","","","","","","","1","","1","","","19450603","2","CHI10","MEM","l","regular",""
"CIA194506061","mccow102","CAG","1","value","27","","","5","","","","1","","","","","","","","","","","","","1","","","1","","1","19450606","1","CIN07","CIA","w","regular",""
"CAG194506102","mccow102","CAG","1","value","3","3","","2","","","","5","","4","","","","1","","1","","","","","","1","","1","","","19450610","2","CHI10","BIR","l","regular",""
"CIA194507041","mccow102","CAG","1","value","20","","","5","","","","3","","","","","","","","","","","","","","1","","1","","1","19450704","1","IND10","CIA","l","regular",""
"MEM194507082","mccow102","CAG","1","value","18","","","5","","","","3","","","","","","","","","","","","","","1","","1","","1","19450708","2","MEM03","MEM","l","regular",""
"CAG194507170","mccow102","CAG","1","value","27","","36","2","0","1","0","3","","6","","11","0","1","0","0","","","","","1","","","1","","1","19450717","0","GBW01","MEM","w","regular","y"
