"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"HOM194706011","bealg101","NW2","2","value","9","2","14","3","","0","0","2","1","1","","0","0","0","0","1","","","1","","","1","","19470601","1","WAS09","HOM","L","regular","y"
"HOM194706011","bealg101","NW2","2","lower","9","2","","3","","0","0","2","1","1","","0","0","0","0","1","","","","","","","","19470601","1","WAS09","HOM","L","regular","y"
"HOM194706011","bealg101","NW2","2","upper","9","2","","3","","0","0","2","1","1","","0","0","0","0","1","","","","","","","","19470601","1","WAS09","HOM","L","regular","y"
"NW2194706260","bealg101","NW2","1","value","12","","","","","","","6","","","","","","","","","","","","","1","","","19470626","0","TRE01","BLG","L","regular",""
"NW2194706260","bealg101","NW2","1","lower","12","","","","","","","6","","","","","","","","","","","","","","","","19470626","0","TRE01","BLG","L","regular",""
"NW2194706260","bealg101","NW2","1","upper","15","","","","","","","6","","","","","","","","","","","","","","","","19470626","0","TRE01","BLG","L","regular",""
"PH5194707020","bealg101","NW2","3","value","10","","13","2","","","0","0","","1","","0","0","0","0","1","","","","","","","","19470702","0","WIL04","PH5","L","regular","y"
"PH5194707020","bealg101","NW2","3","lower","10","","","2","","","0","0","","1","","0","0","0","0","","","","","","","","","19470702","0","WIL04","PH5","L","regular","y"
"PH5194707020","bealg101","NW2","3","upper","10","","","2","","","0","0","","1","","0","0","0","0","","","","","","","","","19470702","0","WIL04","PH5","L","regular","y"
"NW2194707180","bealg101","NW2","2","value","13","","19","4","","","","3","","3","","","","","","","","","","","","1","","19470718","0","NWK04","BIR","L","exhibition","y"
"NW2194707180","bealg101","NW2","2","lower","12","","","","","","","3","","","","","","","","","","","","","","","","19470718","0","NWK04","BIR","L","exhibition","y"
"NW2194707180","bealg101","NW2","2","upper","15","","","","","","","3","","","","","","","","","","","","","","","","19470718","0","NWK04","BIR","L","exhibition","y"
