"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"CVB194306050","sharp101","MEM","1","value","24","","","9","","","","6","","","","","","","","","","","","","","1","","1","","1","19430605","0","IND10","CVB","l","regular",""
"MEM194307260","sharp101","MEM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19430726","0","MEM02","CVB","l","regular",""
"CVB194308040","sharp101","MEM","1","value","10","","13","4","0","0","0","2","","1","0","0","0","0","0","","0","","","","","","","1","","","19430804","0","ERI01","CVB","w","regular","y"
"CAG194309080","sharp101","MEM","3","value","6","","13","5","0","0","0","4","","2","0","","0","0","0","","0","","","","","","","","1","","19430908","0","MIL03","CAG","l","regular","y"
"BIR194404021","sharp101","CAG","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19440402","1","BIR01","BIR","l","exhibition",""
"MEM194404070","sharp101","MEM","3","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19440407","0","MEM02","CVB","w","exhibition",""
"MEM194404180","sharp101","MEM","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19440418","0","FTW01","CAG","w","exhibition",""
"KCM194405110","sharp101","MEM","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19440511","0","DAL01","KCM","w","regular",""
"KCM194405281","sharp101","CAG","2","value","14","","15","0","0","0","0","0","","0","0","4","0","0","0","0","0","","","","","","","","1","","19440528","1","KAN05","KCM","l","regular","y"
"KCM194406010","sharp101","CAG","1","value","24","","39","10","0","1","0","9","8","5","","6","1","1","0","0","","","","","","1","","1","","1","19440601","0","DAV01","KCM","l","regular","y"
"CVB194406252","sharp101","CAG","1","value","7","","14","5","0","0","0","3","","2","0","0","0","0","0","1","0","","","","","1","","1","","","19440625","2","CLE06","CVB","l","regular","y"
"CVB194406291","sharp101","CAG","2","value","6","","","1","","","","1","","","","","","","","","","","","","","1","","","1","","19440629","1","SYR04","CVB","l","regular",""
"CAG194407021","sharp101","CAG","2","value","0","","2","1","0","1","0","2","","1","0","0","0","0","0","0","0","","","","","","","","","","19440702","1","DET04","MEM","l","regular","y"
"CAG194407070","sharp101","CAG","2","value","12","","","","","","","2","","","","","","","","","","","","","1","","","","1","","19440707","0","SBD01","KCM","w","regular",""
"CAG194407070","sharp101","CAG","2","upper","15","","","","","","","8","","","","","","","","","","","","","","","","","","","19440707","0","SBD01","KCM","w","regular",""
"CAG194407162","sharp101","CAG","2","value","6","","","5","","","","4","","1","","","","","","","","","","","","","","","","","19440716","2","CHI10","CIA","l","regular",""
"CAG194407162","sharp101","CAG","2","upper","6","","","8","","","","4","","1","","","","","","","","","","","","","","","","","19440716","2","CHI10","CIA","l","regular",""
"MEM194407260","sharp101","MEM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19440726","0","FTW01","CAG","l","regular",""
"CVB194408040","sharp101","MEM","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19440804","0","DAY03","CVB","w","regular",""
"MEM194408110","sharp101","MEM","1","value","","","","","","","","","","","","","","","","","","","","","","1","","1","","","19440811","0","DAL01","BIR","l","regular",""
"CIA194408190","sharp101","MEM","1","value","24","","","11","","","","4","","","","","","","","","","","","","","1","","1","","1","19440819","0","IND10","CIA","l","regular",""
"CVB194408240","sharp101","MEM","1","value","27","","","6","","","","3","","","","","","","","","","","","","1","","","1","","1","19440824","0","DAY03","CVB","w","regular",""
"MEM194408300","sharp101","MEM","1","value","27","","","","","","","3","","","","","","","","","","","","","","1","","1","","1","19440830","0","NSH02","CIA","l","regular",""
"KCM194409040","sharp101","MEM","1","value","24","","30","3","0","0","0","2","0","3","","","0","0","0","0","","","","","","1","","1","","1","19440904","0","KAN05","KCM","l","regular","y"
"MEM194409080","sharp101","MEM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19440908","0","MEM02","CAG","l","exhibition",""
"MEM194409110","sharp101","MEM","3","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19440911","0","MEM02","CAG","w","exhibition",""
"MEM194409130","sharp101","MEM","1","value","21","","","","","","1","1","","","","","","","","","","","","","","","","1","","","19440913","0","MUS01","CAG","w","exhibition",""
"MEM194409130","sharp101","MEM","1","upper","24","","","","","","1","2","","","","","","","","","","","","","","","","","","","19440913","0","MUS01","CAG","w","exhibition",""
"MEM194409242","sharp101","MEM","1","value","","","","","","","","","","","","","","","","","","","","","","1","","1","","","19440924","2","NOL01","BLG","l","exhibition",""
"MEM194410050","sharp101","MEM","1","value","27","","","11","","","","4","","","","","","","","","","","","","1","","","1","","1","19441005","0","OKC02","BLG","w","exhibition",""
"MEM194504170","sharp101","MEM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19450417","0","MEM03","KCM","l","exhibition",""
"BIR194507030","sharp101","MEM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19450703","0","BIR01","BIR","l","regular",""
"BIR194605270","sharp101","MEM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19460527","0","MTG01","BIR","w","regular",""
"MEM194609170","sharp101","MEM","1","value","21","","","","","","1","5","","","","","","","","","","","","","","","","1","","","19460917","0","OKC02","CAG","t","exhibition",""
"MEM194705060","sharp101","MEM","1","value","27","","","1","","","","2","","","","","","","","","","","","","1","","","1","","1","19470506","0","HOU04","IN9","w","regular",""
"MEM194705112","sharp101","MEM","3","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19470511","2","MEM02","CAG","l","regular",""
"KCM194705260","sharp101","MEM","1","value","27","","40","11","2","0","0","5","","3","","1","0","0","0","0","","","","","1","","","1","","1","19470526","0","WIC01","KCM","w","regular","y"
"KCM194705302","sharp101","MEM","1","value","11","","23","9","0","0","0","7","","1","0","2","0","0","0","0","0","","","","","","","1","","","19470530","2","KAN05","KCM","l","regular","y"
"MEM194706082","sharp101","MEM","2","value","1","","","","","","","","","","","","","","","","","","","","","","","","","","19470608","2","MEM02","CAG","w","regular",""
"MEM194706082","sharp101","MEM","2","upper","3","","","","","","","","","","","","","","","","","","","","","","","","","","19470608","2","MEM02","CAG","w","regular",""
"MEM194706090","sharp101","MEM","1","value","27","","","6","","","","3","","","","","","","","","","","","","1","","","1","","1","19470609","0","LRK02","CAG","w","regular",""
"MEM194706170","sharp101","MEM","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19470617","0","MEM02","BIR","w","regular",""
"MEM194707062","sharp101","MEM","1","value","21","","","11","","","1","7","","","","","","","","","","","","","","1","","1","","1","19470706","2","MEM02","NY5","l","exhibition",""
