"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"BIR194003310","boonl102","MEM","1","value","","","","","","","","","","","","","","","","","","","","","1","","","19400331","0","JAC01","BIR","W","exhibition",""
"BIR194003310","boonl102","MEM","1","lower","","","","","","","","","","","","","","","","","","","","","","","","19400331","0","JAC01","BIR","W","exhibition",""
"BIR194003310","boonl102","MEM","1","upper","","","","","","","","","","","","","","","","","","1","","","","","","19400331","0","JAC01","BIR","W","exhibition",""
"BLG194004071","boonl102","MEM","1","value","2","","8","3","","0","0","3","","2","","0","0","0","0","","","","1","","1","","","19400407","1","NOL01","BLG","L","exhibition","y"
"BLG194004071","boonl102","MEM","1","lower","2","","","3","","0","0","3","","2","","0","0","0","0","","","","","","","","","19400407","1","NOL01","BLG","L","exhibition","y"
"BLG194004071","boonl102","MEM","1","upper","2","","","3","","0","0","3","","2","","0","0","0","0","","","","","","","","","19400407","1","NOL01","BLG","L","exhibition","y"
"MEM194004190","boonl102","MEM","1","value","33","","","","","","","4","","","","","","","","","","1","","","1","","1","19400419","0","MUS01","SNO","W","exhibition",""
"MEM194004190","boonl102","MEM","1","lower","33","","","","","","","4","","","","","","","","","","","","","","","","19400419","0","MUS01","SNO","W","exhibition",""
"MEM194004190","boonl102","MEM","1","upper","33","","","","","","","4","","","","","","","","","","","","","","","","19400419","0","MUS01","SNO","W","exhibition",""
"MEM194004280","boonl102","MEM","1","value","14","","23","7","0","","0","4","","2","","3","0","0","0","1","","","","","1","","","19400428","0","MEM02","NY5","W","exhibition","y"
"MEM194004280","boonl102","MEM","1","lower","","","","","0","","0","","","2","","3","0","0","0","","","","","","","","","19400428","0","MEM02","NY5","W","exhibition","y"
"MEM194004280","boonl102","MEM","1","upper","","","","","0","","0","","","2","","3","0","0","0","","","","","","","","","19400428","0","MEM02","NY5","W","exhibition","y"
"MEM194005051","boonl102","MEM","1","value","8","","14","4","","","0","2","","1","","0","0","0","0","1","","","","","1","","","19400505","1","MEM02","CAG","W","exhibition","y"
"MEM194005051","boonl102","MEM","1","lower","","","","","","","0","","","1","","0","0","0","0","","","","","","","","","19400505","1","MEM02","CAG","W","exhibition","y"
"MEM194005051","boonl102","MEM","1","upper","","","","","","","0","","","1","","0","0","0","0","","","","","","","","","19400505","1","MEM02","CAG","W","exhibition","y"
"MEM194005052","boonl102","MEM","1","value","","","","","","0","1","","","1","","4","0","0","0","","","","1","","1","","","19400505","2","MEM02","CAG","L","exhibition",""
"MEM194005052","boonl102","MEM","1","lower","","","","","","0","1","","","1","","4","0","0","0","","","","","","","","","19400505","2","MEM02","CAG","L","exhibition",""
"MEM194005052","boonl102","MEM","1","upper","","","","","","0","1","","","1","","4","0","0","0","","","","","","","","","19400505","2","MEM02","CAG","L","exhibition",""
"MEM194005070","boonl102","MEM","1","value","","","","","","","","","","","","","","","","","","","","","1","","","19400507","0","GRE01","CAG","W","exhibition",""
"MEM194005070","boonl102","MEM","1","lower","","","","","","","","","","","","","","","","","","","","","","","","19400507","0","GRE01","CAG","W","exhibition",""
"MEM194005070","boonl102","MEM","1","upper","","","","","","","","","","","","","","","","","","1","","","","","","19400507","0","GRE01","CAG","W","exhibition",""
"KCM194005240","boonl102","MEM","1","value","3","","9","5","","0","1","5","","1","","","0","0","0","","","","1","","1","","","19400524","0","WIC01","KCM","L","regular","y"
