"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"PH5194705030","goulh101","PH5","3","value","12","","28","14","","","0","12","12","","","","","","","","","","","","","","","","","","19470503","0","PHI17","BLG","l","exhibition","y"
"NY6194705230","goulh101","PH5","3","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19470523","0","STA01","NY6","l","exhibition",""
"BLG194706221","goulh101","PH5","2","value","6","","10","1","0","0","0","1","","3","0","0","0","0","0","1","0","","","","","1","","","","","19470622","1","BAL14","BLG","l","regular","y"
"NW2194707041","goulh101","PH5","1","value","24","","45","16","0","0","5","11","","3","","","0","0","0","0","","","","","","1","","1","","1","19470704","1","NWK04","NW2","l","regular","y"
"PH5194707260","goulh101","PH5","1","value","27","","41","14","0","0","2","8","8","","","","0","0","0","0","","","","","1","","","1","","1","19470726","0","PHI17","NY5","w","regular","y"
"NW2194708032","goulh101","PH5","2","value","8","","9","2","0","0","0","0","","0","0","2","0","0","0","1","0","","","","","","","","1","","19470803","2","NYC15","NW2","l","regular","y"
"BLG194708150","goulh101","PH5","3","value","12","","20","8","","","0","2","","1","0","0","0","0","0","","","","","","","","","","1","","19470815","0","BAL14","BLG","l","regular","y"
"PH5194708160","goulh101","PH5","2","value","12","","19","7","0","0","0","6","","1","0","","0","0","0","","","","","","","","","","1","","19470816","0","WIL04","CAG","l","exhibition","y"
"PH5194805010","goulh101","PH5","1","value","3","","9","6","","","0","5","","0","","2","0","0","0","0","","","","","","1","","1","","","19480501","0","CHE01","NY6","l","regular","y"
"HOM194805210","goulh101","PH5","3","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19480521","0","NBE01","HOM","l","regular",""
