"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"KCM194604120","alexg103","CCR","3","value","","","","","","","","","","","","","","","","","","","","","","1","","19460412","0","HOU04","KCM","L","exhibition",""
"KCM194604120","alexg103","CCR","3","lower","","","","","","","","","","","","","","","","","","","","","","","","19460412","0","HOU04","KCM","L","exhibition",""
"KCM194604120","alexg103","CCR","3","upper","","","","","","","","","","","","","","","","","","","1","","","","","19460412","0","HOU04","KCM","L","exhibition",""
"KCM194604140","alexg103","CCR","2","value","","","","","","","","","","","","","","","","","","","","","","","","19460414","0","COR01","KCM","L","exhibition",""
"KCM194604140","alexg103","CCR","2","lower","","","","","","","","","","","","","","","","","","","","","","","","19460414","0","COR01","KCM","L","exhibition",""
"KCM194604140","alexg103","CCR","2","upper","","","","","","","","","","","","","","","","","","","","","","","","19460414","0","COR01","KCM","L","exhibition",""
"CCR194604170","alexg103","CCR","1","value","","","","","","","1","","","","","","","","","","","","","","1","","","19460417","0","DAL01","KCM","L","exhibition",""
"CCR194604170","alexg103","CCR","1","lower","","","","","","","1","","","","","","","","","","","","","","","","","19460417","0","DAL01","KCM","L","exhibition",""
"CCR194604170","alexg103","CCR","1","upper","","","","","","","1","","","","","","","","","","","","1","","","","","19460417","0","DAL01","KCM","L","exhibition",""
"IN9194607060","alexg103","CCR","1","value","24","","","6","1","","","5","","","","","1","","","","1","","1","","1","","1","19460706","0","IND10","IN9","L","exhibition",""
"IN9194607060","alexg103","CCR","1","lower","24","","","6","1","","","5","","","","","1","","","","1","","","","","","","19460706","0","IND10","IN9","L","exhibition",""
"IN9194607060","alexg103","CCR","1","upper","24","","","6","1","","","5","","","","","1","","","","1","","","","","","","19460706","0","IND10","IN9","L","exhibition",""
"MEM194607212","alexg103","CCR","1","value","18","","","9","","","","6","","","","","","","","","","","1","","1","","1","19460721","2","MEM03","MEM","L","exhibition",""
"MEM194607212","alexg103","CCR","1","lower","18","","","9","","","","6","","","","","","","","","","","","","","","","19460721","2","MEM03","MEM","L","exhibition",""
"MEM194607212","alexg103","CCR","1","upper","18","","","9","","","","6","","","","","","","","","","","","","","","","19460721","2","MEM03","MEM","L","exhibition",""
"IN9194608041","alexg103","CCR","1","value","33","","","8","","","","2","","","","","","","","","","1","","","1","","1","19460804","1","CIN07","IN9","W","exhibition",""
"IN9194608041","alexg103","CCR","1","lower","33","","","8","","","","2","","","","","","","","","","","","","","","","19460804","1","CIN07","IN9","W","exhibition",""
"IN9194608041","alexg103","CCR","1","upper","33","","","8","","","","2","","","","","","","","","","","","","","","","19460804","1","CIN07","IN9","W","exhibition",""
"KCM194608160","alexg103","CCR","1","value","24","","40","11","3","0","0","7","","4","","6","0","0","0","1","","","1","","1","","1","19460816","0","KAN05","KCM","L","exhibition","y"
"KCM194608160","alexg103","CCR","1","lower","24","","35","11","3","0","0","7","","4","","6","0","0","0","0","","","","","","","","19460816","0","KAN05","KCM","L","exhibition","y"
"KCM194608160","alexg103","CCR","1","upper","24","","40","11","3","0","0","7","","4","","6","0","0","0","1","","","","","","","","19460816","0","KAN05","KCM","L","exhibition","y"
"NY6194609020","alexg103","CCR","1","value","3","","","","","","1","3","3","1","","","","","","","","","1","","1","","","19460902","0","NYC14","NY6","L","exhibition",""
"NY6194609020","alexg103","CCR","1","lower","3","","","","","","1","3","3","1","","","","","","","","","","","","","","19460902","0","NYC14","NY6","L","exhibition",""
"NY6194609020","alexg103","CCR","1","upper","6","","","","","","1","5","3","1","","","","","","","","","","","","","","19460902","0","NYC14","NY6","L","exhibition",""
