"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"ASW195608120","sierp101","ASE","3","value","12","","15","2","","0","0","2","","1","","0","1","0","1","0","","","","","","1","","19560812","0","CHI10","ASW","W","allstar","y"
"ASW195608120","sierp101","ASE","3","lower","12","","","2","","0","0","2","","1","","0","1","0","1","0","","","","","","","","19560812","0","CHI10","ASW","W","allstar","y"
"ASW195608120","sierp101","ASE","3","upper","12","","","2","","0","0","2","","1","","0","1","0","1","0","","","","","","","","19560812","0","CHI10","ASW","W","allstar","y"
