"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"HOM193009201","cox-a101","NYL","1","value","12","","24","10","","","1","7","","2","","0","0","0","0","0","","","","","","1","","1","","","19300920","1","PIT06","HOM","l","championship","y"
"JAX193804030","cox-a101","JAX","1","value","18","","27","5","","0","0","4","","8","","3","0","","","0","","","","","","","","1","","","19380403","0","JKV01","CAG","t","exhibition","y"
"JAX193805090","cox-a101","JAX","1","value","27","","","4","","","1","4","","","","","","","","","","","","","1","","","1","","1","19380509","0","JKV01","BIR","w","exhibition",""
"JAX193805230","cox-a101","JAX","2","value","11","","20","6","","","0","4","","2","","","0","","","","","","","","","","","","","","19380523","0","JKV01","ATN","l","regular","y"
"CAG193806052","cox-a101","JAX","2","value","14","","","","","","","7","","","","","","","","","","","","","","","","","1","","19380605","2","CHI09","CAG","l","regular",""
"CAG193806060","cox-a101","JAX","2","value","1","","","","","","","3","","","","","","","","","","","","","","","","","","","19380606","0","CHI09","CAG","l","regular",""
"CAG193806060","cox-a101","JAX","2","lower","0","","","","","","","3","","","","","","","","","","","","","","","","","","","19380606","0","CHI09","CAG","l","regular",""
"CAG193806060","cox-a101","JAX","2","upper","2","","","","","","","5","","2","","","","","","","","","","","","","","","","","19380606","0","CHI09","CAG","l","regular",""
"MEM194304252","cox-a101","MEM","1","value","15","","","2","","","","0","0","","","","","","","","","","","","1","","","1","","1","19430425","2","MEM03","CAG","w","exhibition",""
"MEM194305022","cox-a101","MEM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19430502","2","MEM02","CAG","l","exhibition",""
"PH5194506090","cox-a101","PH5","3","value","1","","3","0","0","0","0","2","","2","0","0","0","0","0","","0","","","","","","","","","","19450609","0","PHI17","NY5","t","regular","y"
