"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"MEM194903270","piloj101","MEM","3","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19490327","0","MEM02","NY6","w","exhibition",""
"MEM194904010","piloj101","MEM","1","value","26","0","36","7","0","0","1","3","2","3","0","5","2","0","0","0","0","1","0","0","1","","","1","","","19490401","0","GRE01","NY6","w","exhibition","y"
"MEM194904160","piloj101","MEM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19490416","0","TUP01","LCB","l","exhibition",""
"MEM194905040","piloj101","MEM","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19490504","0","MEM02","CAG","l","regular",""
"HOE194905221","piloj101","MEM","2","value","17","","","","","","","4","","","","","","","","","","","","","","","","","","","19490522","1","HOU04","HOE","l","regular",""
"HOE194905221","piloj101","MEM","2","lower","16","","","","","","","4","","","","","","","","","","","","","","","","","","","19490522","1","HOU04","HOE","l","regular",""
"HOE194905221","piloj101","MEM","2","upper","18","","","","","","","6","","","","","","","","","","","","","","","","","","","19490522","1","HOU04","HOE","l","regular",""
"HOE194905222","piloj101","MEM","5","value","3","","","","","","","0","","","","","","","","","","","","","","","","","1","","19490522","2","HOU04","HOE","l","regular",""
"HOE194905222","piloj101","MEM","5","lower","1","","","","","","","0","","","","","","","","","","","","","","","","","","","19490522","2","HOU04","HOE","l","regular",""
"MEM194906150","piloj101","MEM","3","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19490615","0","BEL01","HOE","l","regular",""
"MEM194906170","piloj101","MEM","1","value","30","","","","","","","2","","","","","","","","","","","","","1","","","1","1","1","19490617","0","BEL01","HOE","w","regular",""
"KCM194906230","piloj101","MEM","3","value","3","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","","19490623","0","STJ01","KCM","l","regular","y"
"MEM194906270","piloj101","MEM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19490627","0","LRK02","IN9","l","regular",""
"MEM194907010","piloj101","MEM","1","value","27","","","3","","","0","0","0","","","","","","","","","","","","1","","","1","","1","19490701","0","JON01","HOE","w","regular",""
"MEM194907050","piloj101","MEM","1","value","","","","","","","","","","","","","","","","","","","","","1","","","1","","","19490705","0","MEM02","BIR","w","regular",""
"MEM194907160","piloj101","MEM","1","value","27","","","","","","","2","","","","","","","","","","","","","1","","","1","","1","19490716","0","JAC02","LCB","w","regular",""
"BLG194908230","piloj101","MEM","1","value","24","","37","7","1","0","0","2","2","4","","4","0","","","0","0","","","","1","","","1","","1","19490823","0","BAL14","BLG","w","regular","y"
"MEM194908280","piloj101","MEM","1","value","27","","","5","","","","3","","","","","2","1","","","","","","","","1","","1","","1","19490828","0","MEM02","HOE","l","regular",""
