"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"PRG193510190","munnl101","PIR","2","value","3","","6","3","","","0","1","","0","","1","0","0","0","0","","","","","","1","","19351019","0","LOS02","PRG","L","exhibition","y"
"PRG193510190","munnl101","PIR","2","lower","3","","6","3","","","0","1","","0","","1","0","0","0","0","","","","","","","","19351019","0","LOS02","PRG","L","exhibition","y"
"PRG193510190","munnl101","PIR","2","upper","3","","6","3","","","0","1","","0","","1","0","0","0","0","","","","","","","","19351019","0","LOS02","PRG","L","exhibition","y"
"PRG193510202","munnl101","PIR","1","value","15","","20","6","","","0","2","","1","","3","0","0","0","0","","1","","","1","","1","19351020","2","LOS02","PRG","W","exhibition","y"
"PRG193510202","munnl101","PIR","1","lower","15","","20","6","","","0","2","","1","","3","0","0","0","0","","","","","","","","19351020","2","LOS02","PRG","W","exhibition","y"
"PRG193510202","munnl101","PIR","1","upper","15","","20","6","","","0","2","","1","","3","0","0","0","0","","","","","","","","19351020","2","LOS02","PRG","W","exhibition","y"
"PRG193511101","munnl101","PIR","1","value","24","","38","11","1","0","0","7","","3","","3","0","0","0","1","","","1","","1","","1","19351110","1","LOS02","PRG","L","exhibition","y"
"PRG193511101","munnl101","PIR","1","lower","24","","34","11","1","0","0","7","","3","","3","0","0","0","0","","","","","","","","19351110","1","LOS02","PRG","L","exhibition","y"
"PRG193511101","munnl101","PIR","1","upper","24","","38","11","1","0","0","7","","3","","3","0","0","0","1","","","","","","","","19351110","1","LOS02","PRG","L","exhibition","y"
"PRG193512221","munnl101","PIR","1","value","24","","","14","","","2","11","","","","","","","","","","","1","","1","","1","19351222","1","LOS02","PRG","L","exhibition",""
"PRG193512221","munnl101","PIR","1","lower","24","","","14","","","2","11","","","","","","","","","","","","","","","","19351222","1","LOS02","PRG","L","exhibition",""
"PRG193512221","munnl101","PIR","1","upper","24","","","14","","","2","11","","","","","","","","","","","","","","","","19351222","1","LOS02","PRG","L","exhibition",""
