"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","date","number","site","opp","wl","gametype","box"
"ASW195608120","ivorj101","ASE","1","4","value","","0","1","0","0","0","0","19560812","0","CHI10","ASW","W","allstar","y"
"ASW195608120","ivorj101","ASE","1","4","lower","","0","1","0","0","0","0","19560812","0","CHI10","ASW","W","allstar","y"
"ASW195608120","ivorj101","ASE","1","4","upper","","0","1","0","0","0","0","19560812","0","CHI10","ASW","W","allstar","y"
"ASW195707280","ivorj101","ASE","1","5","value","24","2","2","0","0","0","0","19570728","0","CHI10","ASW","L","allstar","y"
"ASW195707280","ivorj101","ASE","1","5","lower","24","2","2","0","0","0","0","19570728","0","CHI10","ASW","L","allstar","y"
"ASW195707280","ivorj101","ASE","1","5","upper","24","2","2","0","0","0","0","19570728","0","CHI10","ASW","L","allstar","y"
"ASW195808240","ivorj101","ASE","1","5","value","","","","1","0","0","0","19580824","0","CHI10","ASW","W","allstar","y"
"ASW195808240","ivorj101","ASE","1","5","lower","","","","1","0","0","0","19580824","0","CHI10","ASW","W","allstar","y"
"ASW195808240","ivorj101","ASE","1","5","upper","","","","1","0","0","0","19580824","0","CHI10","ASW","W","allstar","y"
"ASW195808310","ivorj101","ASE","1","5","value","27","","","0","","0","0","19580831","0","NYC16","ASW","W","allstar",""
"ASW195808310","ivorj101","ASE","1","5","lower","27","","","0","","0","0","19580831","0","NYC16","ASW","W","allstar",""
"ASW195808310","ivorj101","ASE","1","5","upper","27","","","0","","0","0","19580831","0","NYC16","ASW","W","allstar",""
