"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"HOM194005020","hamij104","HOM","1","value","","","","","1","","","1","","","","","","","","","","","","","","","","1","","","19400502","0","ELD01","CAG","l","exhibition",""
"HOM194005020","hamij104","HOM","1","upper","","","","","1","","","9","","","","","","","","","","","","","","1","","","","","19400502","0","ELD01","CAG","l","exhibition",""
"HOM194005122","hamij104","HOM","2","value","18","","22","3","0","0","0","2","","2","0","9","0","0","0","2","0","","","","1","","","","1","","19400512","2","WAS09","NY6","w","regular","y"
"HOM194005180","hamij104","HOM","1","value","21","1","29","9","0","0","3","6","","0","0","3","0","0","0","0","0","","","","","","","1","","","19400518","0","HRB01","BLG","l","regular","y"
"PH5194006012","hamij104","HOM","1","value","21","0","26","3","0","0","0","1","1","3","0","1","0","0","0","0","0","0","1","0","1","","","1","","1","19400601","2","PHI17","PH5","w","regular","y"
"HOM194006232","hamij104","HOM","1","value","21","","31","5","3","0","0","3","3","4","","7","0","0","0","1","","","","","1","","","1","","1","19400623","2","WAS09","PH5","w","regular","y"
"HOM194006270","hamij104","HOM","2","value","9","","15","4","0","2","0","3","","0","0","1","0","0","0","0","0","","","","","","","","1","","19400627","0","WAR03","PH5","w","regular","y"
"HOM194006302","hamij104","HOM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19400630","2","WAS09","NY5","w","regular",""
"HOM194007041","hamij104","HOM","1","value","27","","34","8","1","0","0","2","","1","","3","0","0","0","0","","","","","1","","","1","","1","19400704","1","PIT06","BLG","w","regular","y"
"PH5194007131","hamij104","HOM","3","value","2","","2","0","0","0","0","0","","0","0","0","0","0","0","0","0","","","","","","","","1","","19400713","1","PHI17","PH5","l","regular","y"
"BLG194007142","hamij104","HOM","1","value","15","","30","9","2","0","2","9","","5","","2","0","0","0","1","","","","","","1","","1","","1","19400714","2","BAL09","BLG","l","regular","y"
"HOM194007282","hamij104","HOM","1","value","7","","13","4","0","0","0","4","","1","0","2","0","0","0","","0","","","","","1","","1","","","19400728","2","NYC16","BLG","l","regular","y"
"HOM194008041","hamij104","HOM","1","value","27","","40","14","1","1","0","4","","0","","4","0","0","0","2","","","","","1","","","1","","1","19400804","1","WAS09","NY6","w","regular","y"
"HOM194008130","hamij104","HOM","1","value","27","","","9","","","","6","","","","","","","","","","","","","1","","","1","","1","19400813","0","DAY03","NY6","w","regular",""
"HOM194009012","hamij104","HOM","1","value","18","","29","9","0","0","0","5","3","3","0","1","1","0","0","1","0","","","","","","","1","","","19400901","2","WAS09","BLG","w","regular","y"
"PH5194009022","hamij104","HOM","1","value","14","","26","10","0","0","0","6","","1","0","","0","0","0","","0","","","","","1","","1","","","19400902","2","PHI17","PH5","l","regular","y"
"HOM194009060","hamij104","HOM","1","value","39","","","8","","","","2","","","","15","","","","","","","","","","","","1","","1","19400906","0","DAY03","NY6","t","exhibition",""
"HOM194105042","hamij104","HOM","1","value","9","","16","7","0","0","0","3","","0","0","1","0","0","0","","0","","","","","","","1","","","19410504","2","WAS09","BLG","l","exhibition","y"
"BLG194105112","hamij104","HOM","1","value","21","","25","3","1","0","0","1","","2","","3","0","0","0","0","","","","","1","","","1","","1","19410511","2","BAL10","BLG","w","regular","y"
"HOM194105182","hamij104","HOM","1","value","21","","28","4","0","0","0","3","","1","","1","0","0","0","1","","","","","1","","","1","","1","19410518","2","CLE07","NY5","w","regular","y"
"HOM194105242","hamij104","HOM","1","value","16","","29","7","0","0","0","7","","4","0","3","0","0","0","","0","","","","","","","1","","","19410524","2","PIT06","NY6","w","regular","y"
"PH5194105301","hamij104","HOM","1","value","27","","32","6","0","0","0","1","","0","","","0","0","0","0","","","","","1","","","1","","1","19410530","1","PHI17","PH5","w","regular","y"
"PH5194106190","hamij104","HOM","1","value","24","","33","5","0","0","0","2","","4","0","","0","0","0","","0","","","","","","","1","","","19410619","0","PHI17","PH5","l","regular","y"
"HOM194106250","hamij104","HOM","1","value","3","","8","5","0","0","2","3","3","1","0","0","0","0","0","0","0","","","","","","","1","","","19410625","0","ALT02","PH5","w","regular","y"
"PH5194106282","hamij104","HOM","1","value","3","","10","5","0","0","0","4","","2","0","","0","0","0","","0","","","","","1","","1","","","19410628","2","PHI17","PH5","l","regular","y"
"HOM194108010","hamij104","HOM","1","value","27","","","8","","","","5","","","","","","","","","","","","","1","","","1","","1","19410801","0","BUT01","PH5","w","regular",""
"HOM194108080","hamij104","HOM","1","value","27","","36","12","3","0","0","5","4","1","","1","0","0","0","1","","","","","","1","","1","","1","19410808","0","ALT02","MEM","l","exhibition","y"
"HOM194108200","hamij104","HOM","1","value","27","","","10","","","","3","","","","","","","","","","","","","","1","","1","","1","19410820","0","IND10","NW2","l","regular",""
"HOM194108220","hamij104","HOM","2","value","4","","11","7","0","0","0","6","","0","0","0","0","0","0","","0","","","","","","","","","","19410822","0","CAN03","NW2","l","regular","y"
"HOM194108241","hamij104","HOM","2","value","1","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","19410824","1","WAS09","BLG","l","regular","y"
"HOM194108280","hamij104","HOM","3","value","3","","4","0","0","0","0","0","0","1","","0","0","","","0","0","","","","","","1","","1","","19410828","0","YOU01","NY6","w","regular","y"
"NW2194204150","hamij104","HOM","2","value","9","","","","","","1","","","","","","","","","","","","","","","","","","1","","19420415","0","RAL01","NW2","w","exhibition",""
"NW2194204150","hamij104","HOM","2","upper","12","","","","","","1","","","","","","","","","","","","","","","","","","","","19420415","0","RAL01","NW2","w","exhibition",""
"HOM194204191","hamij104","HOM","2","value","6","","11","2","0","0","0","5","","0","0","2","0","0","0","","0","","","","","","","","1","","19420419","1","WAS09","NW2","l","exhibition","y"
"NY5194204240","hamij104","HOM","2","value","9","","12","3","0","0","0","0","0","1","0","0","0","0","0","1","0","","","","","","","","1","","19420424","0","GRE01","NY5","w","exhibition","y"
"HOM194205090","hamij104","HOM","1","value","21","","","","","","","2","","","","","","","","","","","","","1","","","1","","","19420509","0","PIT06","NY5","w","regular",""
"HOM194205090","hamij104","HOM","1","upper","24","","","","","","","5","","","","","","","","","","","","","","","","","","","19420509","0","PIT06","NY5","w","regular",""
