"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","date","number","site","opp","wl","gametype","box"
"SLG192010040","lavad101","SLN","1","6","value","27","2","5","0","0","0","0","19201004","0","STL11","SLG","L","exhibition","y"
"SLG192010040","lavad101","SLN","1","6","lower","27","2","2","0","0","0","0","19201004","0","STL11","SLG","L","exhibition","y"
"SLG192010040","lavad101","SLN","1","6","upper","27","2","5","0","0","0","0","19201004","0","STL11","SLG","L","exhibition","y"
"SLG192010050","lavad101","SLN","1","6","value","27","0","3","0","0","0","0","19201005","0","STL11","SLG","W","exhibition","y"
"SLG192010050","lavad101","SLN","1","6","lower","27","0","3","0","0","0","0","19201005","0","STL11","SLG","W","exhibition","y"
"SLG192010050","lavad101","SLN","1","6","upper","27","0","3","0","0","0","0","19201005","0","STL11","SLG","W","exhibition","y"
"SLG192110030","lavad101","SLN","1","6","value","33","5","6","0","0","0","0","19211003","0","STL07","SLG","W","exhibition","y"
"SLG192110030","lavad101","SLN","1","6","lower","33","5","2","0","0","0","0","19211003","0","STL07","SLG","W","exhibition","y"
"SLG192110030","lavad101","SLN","1","6","upper","33","5","6","0","0","0","0","19211003","0","STL07","SLG","W","exhibition","y"
"SLG192110040","lavad101","SLN","1","6","value","24","0","1","1","0","0","0","19211004","0","STL07","SLG","L","exhibition","y"
"SLG192110040","lavad101","SLN","1","6","lower","24","0","1","1","0","0","0","19211004","0","STL07","SLG","L","exhibition","y"
"SLG192110040","lavad101","SLN","1","6","upper","24","0","1","1","0","0","0","19211004","0","STL07","SLG","L","exhibition","y"
"SLG192110091","lavad101","SLN","1","6","value","27","5","8","0","0","0","0","19211009","1","STL07","SLG","W","exhibition","y"
"SLG192110091","lavad101","SLN","1","6","lower","27","5","4","0","0","0","0","19211009","1","STL07","SLG","W","exhibition","y"
"SLG192110091","lavad101","SLN","1","6","upper","27","5","8","0","0","0","0","19211009","1","STL07","SLG","W","exhibition","y"
"SLG192110092","lavad101","SLN","1","6","value","27","2","1","0","0","0","0","19211009","2","STL07","SLG","W","exhibition","y"
"SLG192110092","lavad101","SLN","1","6","lower","27","2","0","0","0","0","0","19211009","2","STL07","SLG","W","exhibition","y"
"SLG192110092","lavad101","SLN","1","6","upper","27","2","1","0","0","0","0","19211009","2","STL07","SLG","W","exhibition","y"
"SLG192110100","lavad101","SLN","1","6","value","27","7","5","0","4","0","0","19211010","0","STL07","SLG","W","exhibition","y"
"SLG192110100","lavad101","SLN","1","6","lower","27","7","5","0","4","0","0","19211010","0","STL07","SLG","W","exhibition","y"
"SLG192110100","lavad101","SLN","1","6","upper","27","7","5","0","4","0","0","19211010","0","STL07","SLG","W","exhibition","y"
