"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"JAX193805100","ferrw102","JAX","1","value","33","","","","","","","8","","","","","","","","","","","","","1","","","1","","1","19380510","0","JKV01","BIR","w","exhibition",""
"BIR193806262","ferrw102","JAX","1","value","18","","","4","","","","9","","","","","","","","","","","","","","1","","1","","1","19380626","2","BIR01","BIR","l","regular",""
"CV9193903270","ferrw102","CV9","2","value","15","0","18","1","1","0","0","0","0","2","0","3","0","0","0","0","0","0","0","0","1","","","","1","","19390327","0","JKV01","CAG","w","exhibition","y"
"CV9193904110","ferrw102","CV9","1","value","27","","","9","1","1","","5","","","","","","","","","","","","","","1","","1","","1","19390411","0","JKV01","HOM","l","exhibition",""
"HOM193905302","ferrw102","HOM","1","value","18","","","","","","","","","","","","","","","","","","","","","","","1","","","19390530","2","PIT06","NY6","w","regular",""
"HOM193906020","ferrw102","HOM","1","value","27","","","7","","","","1","","","","","","","","","","","","","1","","","1","","1","19390602","0","BUT01","NY6","w","exhibition",""
"HOM193906120","ferrw102","HOM","1","value","27","","","","","","","7","","","","","","","","","","","","","","1","","1","","1","19390612","0","IND10","BLG","l","regular",""
"CV9193907120","ferrw102","CV9","2","value","9","","11","1","0","0","0","0","","2","","1","0","0","0","0","","","","","","","","","1","","19390712","0","MIL03","MEM","l","regular","y"
"HOM193908061","ferrw102","HOM","1","value","27","","42","10","2","0","0","6","","5","","4","0","0","0","0","","","","","1","","","1","","1","19390806","1","IND10","NW2","w","exhibition","y"
"PH5193909020","ferrw102","HOM","1","value","26","0","38","10","1","1","0","6","5","2","0","2","0","0","0","1","1","0","0","0","","1","","1","","1","19390902","0","CHE01","PH5","l","regular","y"
"HOM193909090","ferrw102","HOM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19390909","0","HOM01","PH5","l","divisionseries",""
"CV9194004160","ferrw102","HOM","2","value","12","","","","","","","","","","","","","","","","","","","","","","","","1","","19400416","0","JKV01","CV9","w","exhibition",""
"HOM194005020","ferrw102","HOM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19400502","0","ELD01","CAG","l","exhibition",""
