"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"NW2193806262","robir102","NW2","1","value","21","","","2","","","0","0","0","","","","","","","","","","","","1","","","1","","1","19380626","2","NWK04","BFA","w","regular",""
"BLG193807032","robir102","NW2","1","value","15","","22","6","","","","5","","","","","","","","","","","","","","","","","","","19380703","2","BAL14","BLG","l","regular","y"
"CCB194205180","robir102","CCB","1","value","27","","","5","","","","1","","","","","","","","","","","","","1","","","1","","1","19420518","0","HUN02","JAX","w","regular",""
"CCB194205312","robir102","CCB","1","value","","","","","","","","","","","","","","","","","","","","","","1","","1","","","19420531","2","CLE06","JAX","l","regular",""
"CCB194206090","robir102","CCB","1","value","27","","43","17","1","0","0","10","","2","","5","1","0","2","3","","","","","","1","","1","","1","19420609","0","YOU01","CAG","l","regular","y"
"CCB194206160","robir102","CCB","1","value","27","","38","10","1","0","2","6","","3","","7","0","0","0","2","","","","","","1","","1","","1","19420616","0","MEA01","KCM","l","regular","y"
"CCB194206220","robir102","CCB","1","value","5","","12","6","0","0","0","3","","1","0","1","0","0","0","","0","","","","","","","1","","","19420622","0","YOU01","BIR","w","regular","y"
"CCB194206230","robir102","CCB","1","value","27","","","4","","","","1","","","","","","","","","","","","","1","","","1","","1","19420623","0","CHA01","BIR","w","regular",""
"CCB194207060","robir102","CCB","1","value","27","","","6","","","","0","0","","","","","","","","","","","","1","","","1","","1","19420706","0","YOU01","CAG","w","regular",""
"CCB194207160","robir102","CCB","1","value","13","","25","9","0","0","0","7","","2","0","2","0","0","0","0","0","","","","","1","","1","","","19420716","0","MUN02","HOM","l","exhibition","y"
"HOM194207251","robir102","CCB","1","value","24","","45","17","2","1","0","13","","3","","7","0","0","0","3","","","","","","1","","1","","1","19420725","1","PIT06","HOM","l","exhibition","y"
"CCB194207290","robir102","CCB","1","value","1","","6","5","0","0","2","5","","0","0","0","0","0","0","","0","","","","","1","","1","","","19420729","0","AKR01","NW2","l","exhibition","y"
"NW2194208060","robir102","CCB","2","value","5","","8","3","0","0","0","1","","1","0","","0","0","0","","0","","","","","","","","1","","19420806","0","NWK04","NW2","l","exhibition","y"
"CCB194208120","robir102","CCB","1","value","5","","11","5","0","0","0","5","","1","0","0","1","0","0","0","0","","","","","1","","1","","","19420812","0","CAN03","MEM","l","regular","y"
"CCB194208140","robir102","CCB","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19420814","0","CAN03","MEM","l","regular",""
"CCB194208302","robir102","CCB","1","value","21","","27","4","0","0","0","1","0","2","","4","0","0","0","1","","","","","1","","","1","","1","19420830","2","CLE06","JAX","w","regular","y"
"CCB194209150","robir102","CCB","1","value","27","","","10","2","","","7","","","","","","","","","","","","","","1","","1","","1","19420915","0","DAY03","NY6","l","exhibition",""
"CCB194209160","robir102","CCB","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19420916","0","IND10","NY6","l","exhibition",""
"BLG194705042","robir102","PH5","1","value","3","","7","2","0","0","0","2","","1","0","0","0","0","0","","0","","","","","","","1","","","19470504","2","BAL14","BLG","l","regular","y"
"BLG194705130","robir102","PH5","3","value","6","","9","3","","0","0","1","","0","0","0","0","0","0","0","","","","","","","","","1","","19470513","0","BAL14","BLG","l","regular","y"
"NY6194705230","robir102","PH5","4","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19470523","0","STA01","NY6","l","exhibition",""
