"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"SNO194007072","britj104","SNO","9","3","value","1","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400707","2","NOL01","CV9","l","regular","y"
"SNO194007260","britj104","SNO","4","2","value","2","2","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400726","0","HOU05","IN8","l","regular","y"
"SNO194007270","britj104","SNO","6","2","value","0","0","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400727","0","BAT01","IN8","w","regular","y"
"SNO194007281","britj104","SNO","5","1","value","4","4","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400728","1","NOL01","IN8","w","regular","y"
"CCB194206080","britj104","CAG","","","value","","","","","","","","","","","","","","","","","","","","","","","19420608","0","CHA01","CCB","l","regular",""
"HOM194208182","britj104","CAG","9","2","value","0","0","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19420818","2","CAN03","HOM","l","exhibition","y"
"CAG194209040","britj104","CAG","5","1","value","4","4","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19420904","0","DAV01","NY6","l","exhibition","y"
"CAG194209080","britj104","CAG","5","1","value","4","4","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19420908","0","STJ01","BIR","l","exhibition","y"
"MEM194209131","britj104","CAG","3","1","value","5","5","1","1","0","0","0","1","0","","0","0","0","","0","","","0","","","","","19420913","1","MEM02","MEM","l","exhibition","y"
"MEM194209132","britj104","CAG","3","1","value","4","4","1","1","0","0","0","1","0","","0","0","0","","1","","","0","","","","","19420913","2","MEM02","MEM","w","exhibition","y"
"BLG194304260","britj104","CI2","1","1","value","","","","","","","","0","","","","","","","","","","","","","","","19430426","0","POR01","BLG","w","exhibition",""
"BLG194304260","britj104","CI2","1","1","lower","","1","","","","","","0","","","","","","","","","","","","","","","19430426","0","POR01","BLG","w","exhibition",""
"BLG194305091","britj104","CI2","6","1","value","4","4","0","1","0","0","0","0","0","","0","0","0","0","0","","","0","","","","","19430509","1","BAL14","BLG","w","exhibition","y"
"BLG194305092","britj104","CI2","6","1","value","4","4","0","1","0","0","0","0","0","","0","0","0","","1","","","0","","","","","19430509","2","BAL14","BLG","w","exhibition","y"
"CI2194305161","britj104","CI2","","","value","","","1","1","1","","","","","","","","","","","","","","","","","","19430516","1","CIN07","BIR","w","regular",""
"CI2194305161","britj104","CI2","","","lower","","1","1","1","1","","","","","","","","","","","","","","","","","","19430516","1","CIN07","BIR","w","regular",""
"CI2194305162","britj104","CI2","","","value","","","","","","","","","","","","","","1","","","","","","","","","19430516","2","CIN07","BIR","l","regular",""
"CI2194305162","britj104","CI2","","","lower","","1","","","","","","","","","","","","1","","","","","","","","","19430516","2","CIN07","BIR","l","regular",""
"CI2194305180","britj104","CI2","6","1","value","5","5","1","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19430518","0","SPR04","BIR","w","regular","y"
"CI2194305231","britj104","CI2","6","1","value","4","4","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19430523","1","CIN07","CAG","w","regular","y"
"CI2194305232","britj104","CI2","6","1","value","3","3","0","1","0","0","0","","0","","0","0","0","","0","","","0","","","","","19430523","2","CIN07","CAG","w","regular","y"
"CI2194305250","britj104","CI2","7","1","value","4","4","0","2","0","0","0","1","0","","0","0","0","","0","","","0","","","","","19430525","0","SPR04","CAG","l","regular","y"
"CI2194305260","britj104","CI2","6","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19430526","0","SPR03","CAG","l","regular","y"
"CVB194305301","britj104","CI2","1","1","value","5","4","0","0","0","0","0","0","0","","0","1","","","0","","","0","","","","","19430530","1","CLE06","CVB","l","regular","y"
"CVB194305302","britj104","CI2","1","1","value","3","3","1","2","0","0","0","1","0","","0","0","0","0","0","","","0","","","","","19430530","2","CLE06","CVB","l","regular","y"
"BIR194306070","britj104","CI2","","","value","","","","1","","1","","3","","","","","","","","","","","","","","","19430607","0","MTG01","BIR","l","regular",""
"BIR194306070","britj104","CI2","","","lower","","1","","1","","1","","3","","","","","","","","","","","","","","","19430607","0","MTG01","BIR","l","regular",""
"BIR194306081","britj104","CI2","","","value","","","","","","","","","","","","","","","","","","","","","","","19430608","1","NOL01","BIR","w","regular",""
"BIR194306082","britj104","CI2","","","value","","","","","","","","","","","","","","","","","","","","","","","19430608","2","NOL01","BIR","l","regular",""
"CI2194306131","britj104","CI2","1","1","value","5","5","1","3","0","0","0","","0","","0","0","0","","0","","","0","","","","","19430613","1","CIN07","MEM","l","regular","y"
"CI2194306132","britj104","CI2","1","1","value","3","3","0","2","2","0","0","0","0","","0","0","0","","0","","","0","","","","","19430613","2","CIN07","MEM","l","regular","y"
"CI2194306170","britj104","CI2","1","1","value","3","3","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19430617","0","RCI01","BIR","w","regular","y"
"MEM194306271","britj104","CI2","1","1","value","5","5","1","2","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19430627","1","MEM03","MEM","w","regular","y"
"CI2194307041","britj104","CI2","1","1","value","4","4","0","1","0","0","0","","0","","0","0","0","","1","","","0","","","","","19430704","1","IND10","CVB","l","regular","y"
"CI2194307042","britj104","CI2","","","value","","","1","1","","1","","","","","","","","","","","","","","","","","19430704","2","IND10","CVB","l","regular",""
"CI2194307051","britj104","CI2","1","1","value","4","4","1","1","1","0","0","0","0","","0","0","0","","1","","","0","","","","","19430705","1","CIN07","CVB","w","regular","y"
"CI2194307052","britj104","CI2","1","1","value","3","3","1","1","0","0","0","","0","","0","0","0","","0","","","0","","","","","19430705","2","CIN07","CVB","w","regular","y"
"CI2194307060","britj104","CI2","","","value","","","","3","","","","","","","","","","","","","","","","","","","19430706","0","COL05","CVB","w","regular",""
"CI2194307060","britj104","CI2","","","lower","","3","","3","","","","","","","","","","","","","","","","","","","19430706","0","COL05","CVB","w","regular",""
"CI2194308040","britj104","CI2","4","1","value","4","4","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19430804","0","DAV01","BIR","w","regular","y"
"BIR194308050","britj104","CI2","1","1","value","4","4","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19430805","0","KEW01","BIR","l","regular","y"
"BIR194308060","britj104","CI2","1","1","value","5","4","1","3","0","0","0","","0","","0","1","","","0","","","0","","","","","19430806","0","MIL03","BIR","w","regular","y"
"CI2194308070","britj104","CI2","6","1","value","5","5","3","4","0","0","0","","0","","0","0","0","","0","","","0","","","","","19430807","0","APP01","BIR","w","regular","y"
"CI2194308090","britj104","CI2","5","1","value","4","4","2","2","0","0","0","1","0","","0","0","0","","0","","","0","","","","","19430809","0","WIN01","BIR","w","regular","y"
"BIR194308100","britj104","CI2","7","1","value","4","4","1","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19430810","0","WIN01","BIR","w","regular","y"
"BIR194308130","britj104","CI2","7","1","value","4","4","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19430813","0","MIL03","BIR","l","regular","y"
