"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"IN7193807250","burrs101","BIR","1","1","value","24","","","","","","","","","","1","19380725","0","SBD07","IN7","l","regular",""
"MEM193808150","burrs101","BIR","1","1","value","6","","","","","","","","","","1","19380815","0","MEM02","MEM","l","regular",""
"BIR193808212","burrs101","BIR","1","1","value","21","","","","","","","2","","","1","19380821","2","BIR01","CAG","l","exhibition",""
"BIR194004211","burrs101","BIR","1","1","value","0","0","0","0","0","0","","","","","","19400421","1","BIR01","BLG","l","exhibition","y"
"BLG194004281","burrs101","BIR","1","1","value","11","0","","0","0","0","","","","","","19400428","1","NSH02","BLG","l","exhibition","y"
"BIR194005121","burrs101","BIR","1","1","value","3","0","0","0","0","0","","","","","","19400512","1","BIR01","KCM","l","regular","y"
"BIR194005130","burrs101","BIR","1","1","value","","","","0","","0","0","","","","1","19400513","0","BIR01","KCM","w","regular",""
"BIR194005170","burrs101","BIR","1","1","value","","","","0","","0","0","","","","","19400517","0","ANN01","SNO","l","regular",""
"BIR194005191","burrs101","BIR","1","1","value","6","0","0","0","0","0","","","","","","19400519","1","BIR01","SNO","l","regular","y"
"BIR194005310","burrs101","BIR","1","1","value","","","","0","","0","0","","","","","19400531","0","OWE01","SNO","l","regular",""
"BIR194006022","burrs101","BIR","1","1","value","1","0","0","0","0","0","","","","","","19400602","2","BIR01","MEM","l","regular","y"
