"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"CAG192105070","browd104","CAG","1","value","27","","33","1","","","0","0","","3","","9","0","0","0","0","","1","","","1","","1","19210507","0","CHI09","KCM","W","regular","y"
"CAG192105070","browd104","CAG","1","lower","27","","31","1","","","","0","","3","","9","","","","","","","","","","","","19210507","0","CHI09","KCM","W","regular","y"
"CAG192105070","browd104","CAG","1","upper","27","","33","1","","","","0","","3","","9","","","","","","","","","","","","19210507","0","CHI09","KCM","W","regular","y"
"CAG192107102","browd104","CAG","1","value","21","0","35","14","0","1","0","3","3","3","0","5","0","0","0","0","0","1","","","1","","1","19210710","2","CHI09","SLG","W","regular","y"
"CAG192107102","browd104","CAG","1","lower","21","","35","14","0","1","0","3","3","3","","5","0","0","0","0","","","","","","","","19210710","2","CHI09","SLG","W","regular","y"
"CAG192107102","browd104","CAG","1","upper","21","","35","14","0","1","0","3","3","3","","5","0","0","0","0","","","","","","","","19210710","2","CHI09","SLG","W","regular","y"
"STA192107160","browd104","CAG","1","value","27","","35","6","","","0","5","","2","","11","1","0","1","1","","1","","","1","","1","19210716","0","DCT01","STA","W","exhibition","y"
"STA192107160","browd104","CAG","1","lower","27","","33","6","","","0","4","","2","","11","1","0","1","0","","","","","","","","19210716","0","DCT01","STA","W","exhibition","y"
"STA192107160","browd104","CAG","1","upper","27","","35","6","","","0","4","","2","","11","1","0","1","1","","","","","","","","19210716","0","DCT01","STA","W","exhibition","y"
"HIL192110120","browd104","CAG","1","value","24","","35","11","","","1","5","","","","","0","0","0","0","","","","","1","","","19211012","0","CAM01","HIL","T","championship","y"
"HIL192110120","browd104","CAG","1","lower","24","","","","","","0","","","","","","0","0","0","","","","","","","","","19211012","0","CAM01","HIL","T","championship","y"
"HIL192110120","browd104","CAG","1","upper","24","","","","","","1","","","","","","0","0","0","","","","","","","","","19211012","0","CAM01","HIL","T","championship","y"
"CAG192208160","browd104","CAG","2","value","48","0","54","5","0","0","0","0","0","2","0","10","1","0","0","1","0","1","","","","1","","19220816","0","CHI09","ACY","W","exhibition","y"
"CAG192208160","browd104","CAG","2","lower","48","","","4","0","0","0","0","0","2","0","10","1","0","0","","0","","","","","","","19220816","0","CHI09","ACY","W","exhibition","y"
"CAG192208160","browd104","CAG","2","upper","48","","","4","0","0","0","0","0","2","0","10","1","0","0","","0","","","","","","","19220816","0","CHI09","ACY","W","exhibition","y"
