"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"HOM193908020","alext101","NW2","3","value","6","","7","1","","","0","0","","0","0","2","0","","0","0","0","","","","","","","","1","","19390802","0","PIT06","HOM","l","regular","y"
"HOM193908040","alext101","NW2","1","value","24","","","12","","","1","8","","","","","","","","","","","","","","1","","1","","1","19390804","0","CAN03","HOM","l","regular",""
"CAG194005180","alext101","CV9","1","value","23","","33","8","1","0","0","4","","1","0","5","1","0","0","1","0","","","","1","","","1","","","19400518","0","CHI09","CAG","w","regular","y"
"CV9194006030","alext101","CV9","1","value","27","","36","6","0","0","0","3","","2","","5","0","0","0","1","","","","","1","","","1","","1","19400603","0","WAR02","KCM","w","regular","y"
"MEM194008252","alext101","CAG","1","value","","","","","","","","","","","","","","","","","","","","","","1","","1","","","19400825","2","MEM02","MEM","l","regular",""
"CAG194009081","alext101","CAG","1","value","27","","","","","","","10","","","","","","","","","","","","","","1","","1","","1","19400908","1","CHI09","KCM","l","regular",""
"KCM194104200","alext101","CAG","2","value","12","","","","","","","2","2","","","","","1","","","","","","","","1","","","1","","19410420","0","WIC01","KCM","l","exhibition",""
"KCM194104200","alext101","CAG","2","upper","14","","","","","","","2","2","","","","","1","","","","","","","","","","","","","19410420","0","WIC01","KCM","l","exhibition",""
"CAG194104210","alext101","CAG","3","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19410421","0","PTX01","KCM","l","exhibition",""
"CAG194104300","alext101","CAG","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19410430","0","TUL01","KCM","l","exhibition",""
"SNO194105041","alext101","CAG","2","value","12","","","0","","","","0","0","","","4","","","","","","","","","","","","","1","","19410504","1","DAL01","SNO","w","exhibition",""
"SNO194105041","alext101","CAG","2","upper","15","","","0","","","","0","0","","","4","","","","","","","","","","","","","","","19410504","1","DAL01","SNO","w","exhibition",""
"CAG194105080","alext101","CAG","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19410508","0","OKC02","SNO","l","exhibition",""
"CAG194105251","alext101","CAG","3","value","4","","10","4","0","1","0","3","","2","0","2","0","0","0","","0","","","","","","","","1","","19410525","1","CHI10","SNO","w","regular","y"
"CAG194105252","alext101","CAG","2","value","3","","10","4","0","0","0","4","","3","0","","0","0","0","","0","","","","","","","","","","19410525","2","CHI10","SNO","l","regular","y"
"CAG194106140","alext101","CAG","2","value","15","","19","3","0","0","1","2","","1","0","4","0","1","0","0","0","","","","","","","","","","19410614","0","CAN03","KCM","l","regular","y"
"KCM194305250","alext101","KCM","3","value","9","","13","2","0","0","0","1","1","2","0","1","0","0","0","0","0","","","","","","","","1","","19430525","0","STJ01","CVB","w","regular","y"
"CAG194306010","alext101","KCM","1","value","18","","","","","","","3","","","","","","","","","","","","","","","","1","","","19430601","0","IND10","CAG","l","regular",""
"CVB194306040","alext101","KCM","1","value","9","","","6","","","","2","","","","","","","","","","","","","","","","1","","","19430604","0","DAY03","CVB","w","regular",""
"CVB194306080","alext101","KCM","2","value","9","2","","2","1","","","2","","","","","1","","","","","","","","","","","","","","19430608","0","ROC04","CVB","l","regular",""
"PH5194306210","alext101","KCM","4","value","6","","10","2","0","0","0","1","","2","0","1","0","0","0","0","0","","","","","","","","1","","19430621","0","PHI11","PH5","l","exhibition","y"
"KCM194307080","alext101","KCM","1","value","18","","","3","","","","0","0","","","","","","","","","","","","1","","","1","","","19430708","0","DAL01","BIR","w","regular",""
"KCM194307120","alext101","KCM","1","value","21","","27","6","0","0","0","1","","1","0","3","0","0","0","1","0","","","","1","","","1","","","19430712","0","KAN05","BIR","w","regular","y"
"KCM194307190","alext101","KCM","2","value","7","","8","0","0","0","0","1","","2","0","1","0","0","0","0","0","","","","","","","","","","19430719","0","KAN05","CAG","l","regular","y"
"KCM194307210","alext101","KCM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19430721","0","DAL01","CAG","w","regular",""
"CAG194307251","alext101","KCM","3","value","14","","20","5","0","1","0","3","","0","0","0","1","0","0","0","0","","","","","","","","1","","19430725","1","CHI10","CAG","l","regular","y"
"CI2194307310","alext101","KCM","1","value","15","","","","","","","7","","","","","","","","","","","","","","","","1","","","19430731","0","IND10","CI2","t","regular",""
"CI2194307310","alext101","KCM","1","upper","18","","","","","","","7","","","","","","","","","","","","","","","","","","","19430731","0","IND10","CI2","t","regular",""
"KCM194308160","alext101","KCM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19430816","0","MEM03","CI2","w","regular",""
"KCM194308200","alext101","KCM","2","value","15","","","","","","","0","","","","","","","","","","","","","1","","","","","","19430820","0","WAC01","CI2","w","regular",""
"KCM194308240","alext101","KCM","2","value","11","","14","4","0","0","0","1","","0","0","3","1","0","0","0","0","","","","","","","","","","19430824","0","MUS01","CI2","w","regular","y"
"CI2194308270","alext101","KCM","2","value","15","","","3","","","","4","","2","","","","","","","","","","","","","","","1","","19430827","0","BEL01","CI2","l","regular",""
"CI2194308270","alext101","KCM","2","upper","15","","","13","","","","4","","2","","","","","","","","","","","","","","","","","19430827","0","BEL01","CI2","l","regular",""
"KCM194308300","alext101","KCM","1","value","27","","","5","","","","2","","","","","","","","","","","","","","1","","1","","1","19430830","0","COL05","NY6","l","exhibition",""
"HOM194309051","alext101","KCM","2","value","7","","11","2","0","0","0","1","","2","0","0","0","0","0","1","0","","","","","1","","","1","","19430905","1","WAS09","HOM","l","exhibition","y"
"HOM194309052","alext101","KCM","2","value","6","","10","3","0","0","0","2","","0","0","1","0","0","0","1","0","","","","","","","","1","","19430905","2","WAS09","HOM","l","exhibition","y"
"HOM194309080","alext101","KCM","2","value","4","","13","6","0","0","0","8","","1","0","0","0","0","0","0","0","","","","","","","","","","19430908","0","PHI11","HOM","l","exhibition","y"
"KCM194309140","alext101","KCM","1","value","27","","","4","","","","0","0","","","","","","","","","","","","1","","","1","","1","19430914","0","SPR03","CI2","w","exhibition",""
