"gid","id","team","b_lp","b_seq","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"HOM194005110","linar101","NY6","5","1","value","4","0","1","0","0","0","1","0","","0","0","0","","0","","","0","","","","19400511","0","PIT06","HOM","L","regular","y"
"HOM194005110","linar101","NY6","5","1","lower","4","0","1","0","0","0","1","0","","0","","","","0","","","0","","","","19400511","0","PIT06","HOM","L","regular","y"
"HOM194005110","linar101","NY6","5","1","upper","4","0","1","0","0","0","1","0","","0","","","","0","","","0","","","","19400511","0","PIT06","HOM","L","regular","y"
"HOM194005121","linar101","NY6","5","1","value","5","1","1","0","0","0","","0","","0","0","0","","0","","","0","","","","19400512","1","WAS09","HOM","L","regular","y"
"HOM194005121","linar101","NY6","5","1","lower","5","1","1","0","0","0","","0","","0","","","","0","","","0","","","","19400512","1","WAS09","HOM","L","regular","y"
"HOM194005121","linar101","NY6","5","1","upper","5","1","1","0","0","0","","0","","0","","","","0","","","0","","","","19400512","1","WAS09","HOM","L","regular","y"
"HOM194005122","linar101","NY6","5","1","value","3","1","0","0","0","0","","0","","0","0","0","","0","","","0","","","","19400512","2","WAS09","HOM","L","regular","y"
"HOM194005122","linar101","NY6","5","1","lower","3","1","0","0","0","0","","0","","0","","","","0","","","0","","","","19400512","2","WAS09","HOM","L","regular","y"
"HOM194005122","linar101","NY6","5","1","upper","3","1","0","0","0","0","","0","","0","","","","0","","","0","","","","19400512","2","WAS09","HOM","L","regular","y"
"NY5194005191","linar101","NY6","5","1","value","4","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19400519","1","NYC16","NY5","L","regular","y"
"NY5194005191","linar101","NY6","5","1","lower","4","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19400519","1","NYC16","NY5","L","regular","y"
