"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"BIR194603310","polln102","BIR","4","value","","","","","","","","","","","","","","","","","","1","","","","1","","19460331","0","BIR01","CAG","W","exhibition",""
"BIR194603310","polln102","BIR","4","lower","","","","","","","","","","","","","","","","","","","","","","","","19460331","0","BIR01","CAG","W","exhibition",""
"BIR194603310","polln102","BIR","4","upper","","","","","","","","","","","","","","","","","","","","","","","","19460331","0","BIR01","CAG","W","exhibition",""
"BIR194604141","polln102","BIR","1","value","27","","","3","","","","2","0","","","7","","","","","","1","","","1","","1","19460414","1","BIR01","IN9","W","exhibition",""
"BIR194604141","polln102","BIR","1","lower","27","","","3","","","","2","0","","","7","","","","","","","","","","","","19460414","1","BIR01","IN9","W","exhibition",""
"BIR194604141","polln102","BIR","1","upper","27","","","3","","","","2","0","","","7","","","","","","","","","","","","19460414","1","BIR01","IN9","W","exhibition",""
"CVB194605060","polln102","BIR","1","value","33","","","","","","","5","","","","","","","","","","","1","","1","","1","19460506","0","TOL05","CVB","L","regular",""
"CVB194605060","polln102","BIR","1","lower","33","","","","","","","5","","","","","","","","","","","","","","","","19460506","0","TOL05","CVB","L","regular",""
"CVB194605060","polln102","BIR","1","upper","33","","","","","","","5","","","","","","","","","","","","","","","","19460506","0","TOL05","CVB","L","regular",""
"BIR194605150","polln102","BIR","1","value","27","","","4","1","","","3","","","","","","","","","","","1","","1","","1","19460515","0","ATL04","CVB","L","regular",""
"BIR194605150","polln102","BIR","1","lower","27","","","4","1","","","3","","","","","","","","","","","","","","","","19460515","0","ATL04","CVB","L","regular",""
"BIR194605150","polln102","BIR","1","upper","27","","","4","1","","","3","","","","","","","","","","","","","","","","19460515","0","ATL04","CVB","L","regular",""
"MEM194605192","polln102","BIR","1","value","21","","","9","","","","4","","","","","","","","","","1","","","1","","1","19460519","2","MEM03","MEM","W","regular",""
"MEM194605192","polln102","BIR","1","lower","21","","","9","","","","4","","","","","","","","","","","","","","","","19460519","2","MEM03","MEM","W","regular",""
"MEM194605192","polln102","BIR","1","upper","21","","","9","","","","4","","","","","","","","","","","","","","","","19460519","2","MEM03","MEM","W","regular",""
"IN9194606050","polln102","BIR","1","value","","","","","","","","","","","","","","","","","","","","","1","","","19460605","0","IND10","IN9","W","regular",""
"IN9194606050","polln102","BIR","1","lower","","","","","","","","","","","","","","","","","","","","","","","","19460605","0","IND10","IN9","W","regular",""
"IN9194606050","polln102","BIR","1","upper","","","","","","","","","","","","","","","","","","1","","","","","","19460605","0","IND10","IN9","W","regular",""
"MEM194606091","polln102","BIR","2","value","","","","","","","","","","","","","","","","","","","","","","1","","19460609","1","MEM03","MEM","L","regular",""
"MEM194606091","polln102","BIR","2","lower","","","","","","","","","","","","","","","","","","","","","","","","19460609","1","MEM03","MEM","L","regular",""
"MEM194606091","polln102","BIR","2","upper","","","","","","","","","","","","","","","","","","","1","","","","","19460609","1","MEM03","MEM","L","regular",""
"KCM194606301","polln102","BIR","2","value","3","","4","1","","0","0","0","","0","","0","0","0","0","","","","","","","1","","19460630","1","KAN05","KCM","L","regular","y"
"KCM194606301","polln102","BIR","2","lower","","","","","","0","","","","","","","0","0","0","","","","","","","","","19460630","1","KAN05","KCM","L","regular","y"
"KCM194606301","polln102","BIR","2","upper","","","","","","0","","","","","","","0","0","0","","","","","","","","","19460630","1","KAN05","KCM","L","regular","y"
"KCM194607010","polln102","BIR","2","value","17","","28","10","","0","0","6","","2","","","0","0","0","","","","","","","","","19460701","0","KAN05","KCM","L","regular","y"
"KCM194607010","polln102","BIR","2","lower","17","","","10","","0","0","6","","","","","0","0","0","","","","","","","","","19460701","0","KAN05","KCM","L","regular","y"
"KCM194607010","polln102","BIR","2","upper","17","","","10","","0","0","6","","","","","0","0","0","","","","","","","","","19460701","0","KAN05","KCM","L","regular","y"
"CAG194607080","polln102","BIR","2","value","15","","21","6","","0","0","3","","0","","5","0","0","0","1","","","","","","1","","19460708","0","SBD01","CAG","L","regular","y"
"CAG194607080","polln102","BIR","2","lower","15","","","6","","0","0","3","","0","","5","0","0","0","","","","","","","","","19460708","0","SBD01","CAG","L","regular","y"
"CAG194607080","polln102","BIR","2","upper","15","","","6","","0","0","3","","0","","5","0","0","0","","","","","","","","","19460708","0","SBD01","CAG","L","regular","y"
"BIR194607142","polln102","BIR","2","value","9","","","","","","","0","0","","","","","","","","","1","","","","1","","19460714","2","BIR01","CCR","W","exhibition",""
"BIR194607142","polln102","BIR","2","lower","9","","","","","","","0","0","","","","","","","","","","","","","","","19460714","2","BIR01","CCR","W","exhibition",""
"BIR194607142","polln102","BIR","2","upper","9","","","","","","","0","0","","","","","","","","","","","","","","","19460714","2","BIR01","CCR","W","exhibition",""
