"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"KCM194404180","wylis101","KCM","2","value","18","","","","","","","3","","","","","","","","","","","","","","","","","1","","19440418","0","HOU04","CIA","l","exhibition",""
"KCM194404180","wylis101","KCM","2","upper","21","","","","","","","8","","","","","","","","","","","","","","","","","","","19440418","0","HOU04","CIA","l","exhibition",""
"KCM194404250","wylis101","KCM","1","value","15","","29","5","1","1","0","5","","6","0","6","0","0","0","","0","","","","1","","","1","","","19440425","0","OKC02","CIA","w","exhibition","y"
"MEM194405071","wylis101","KCM","1","value","27","","33","6","1","1","0","2","2","1","","4","1","0","0","0","","","","","1","","","1","","1","19440507","1","MEM03","MEM","w","regular","y"
"KCM194405110","wylis101","KCM","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19440511","0","DAL01","MEM","l","regular",""
"BIR194405142","wylis101","KCM","1","value","18","","","6","","","","3","","","","","","","","","","","","","","1","","1","","1","19440514","2","BIR01","BIR","l","regular",""
"KCM194405190","wylis101","KCM","1","value","27","","","","","","","3","","","","","","","","","","","","","","1","","1","","1","19440519","0","BEL01","MEM","l","regular",""
"KCM194405300","wylis101","KCM","1","value","1","","6","4","0","0","0","5","","1","0","","0","0","0","","0","","","","","1","","1","","","19440530","0","KAN05","CAG","l","regular","y"
"CVB194406112","wylis101","KCM","2","value","12","","23","8","0","0","0","8","8","4","0","","0","0","0","","0","","","","","","","","1","","19440611","2","CLE06","CVB","l","regular","y"
"MEM194406260","wylis101","MEM","2","value","6","","6","0","0","0","0","0","","0","0","0","0","0","0","0","0","","","","","","","","","","19440626","0","NOL01","CIA","l","regular","y"
"CAG194407022","wylis101","MEM","1","value","24","","","9","1","","1","5","","1","","","","","","","","","","","","1","","1","","1","19440702","2","DET04","CAG","l","regular",""
"MEM194407180","wylis101","MEM","1","value","9","","","6","","","","6","","","","","","","","","","","","","","1","","1","","","19440718","0","NOL01","CVB","l","regular",""
"KCM194407301","wylis101","KCM","3","value","2","","5","0","0","0","0","0","","3","0","0","0","0","0","0","0","","","","","","","","1","","19440730","1","CHI11","MEM","l","regular","y"
"KCM194408131","wylis101","KCM","2","value","11","","17","3","0","0","0","2","","4","0","","0","0","0","1","0","","","","","","","","1","","19440813","1","KAN05","CIA","w","exhibition","y"
"KCM194408150","wylis101","KCM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19440815","0","MUS01","BIR","l","regular",""
"BIR194504082","wylis101","KCM","1","value","18","","","4","","","","2","0","","","","","","","","","","","","","1","","1","","1","19450408","2","BIR01","BIR","l","exhibition",""
