"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"IN7193806191","calhl101","IN7","1","value","27","","","5","","","","1","","","","","","","","","","","","","1","","","1","","1","19380619","1","IND10","JAX","w","regular",""
"JAX193807151","calhl101","IN7","1","value","27","","","5","","","","2","","","","","","","","","","","","","1","","","1","","1","19380715","1","JKV01","JAX","w","",""
"IN7193807242","calhl101","IN7","3","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19380724","2","IND10","BIR","l","regular",""
"IN7193807250","calhl101","IN7","1","value","27","","","","","","","4","","","","","","","","","","","","","1","","","1","","1","19380725","0","SBD07","BIR","w","regular",""
"CV9193904230","calhl101","SSA","2","value","7","0","8","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","","","","","","","19390423","0","JKV01","CV9","w","exhibition","y"
"MEM193904302","calhl101","SSA","1","value","24","","","","","","","1","","","","","","","","","","","","","","1","","1","","1","19390430","2","MEM02","MEM","l","exhibition",""
"MEM193904302","calhl101","SSA","1","upper","26","","","","","","","1","","","","","","","","","","","","","","1","","1","","1","19390430","2","MEM02","MEM","l","exhibition",""
"SSA193905140","calhl101","SSA","2","value","7","0","13","2","1","1","0","3","3","4","0","0","0","0","0","0","1","0","0","0","","","","","","","19390514","0","STL13","ATN","l","regular","y"
"MEM193905210","calhl101","SSA","1","value","27","0","33","7","1","0","0","1","1","1","0","4","1","0","0","0","0","0","0","0","1","","","1","","1","19390521","0","MEM02","MEM","w","regular","y"
"SSA193905300","calhl101","SSA","1","value","27","","44","15","2","0","1","6","","2","","6","0","0","0","0","","","","","1","","","1","","1","19390530","0","STL13","ATN","w","regular","y"
"CAG193906170","calhl101","SSA","1","value","28","","","1","","1","","4","","","","","","","","","","","","","","1","","1","","1","19390617","0","CHI09","CAG","l","regular",""
"CAG193906190","calhl101","SSA","3","value","5","0","6","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","","","","","1","","19390619","0","CHI09","CAG","l","regular","y"
