"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"ASW193508110","dandr101","ASE","8","3","value","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","19350811","0","CHI10","ASW","l","allstar","y"
"MLS193510121","dandr101","NNS","8","1","value","4","3","1","3","1","0","0","0","0","","0","1","","","0","","","","","","","","19351012","1","PHI11","MLS","w","exhibition","y"
"MLS193510122","dandr101","NNS","7","1","value","2","2","0","0","0","0","0","0","0","","0","0","","","0","","","","","","","","19351012","2","PHI11","MLS","t","exhibition","y"
"NNS193510131","dandr101","NNS","8","1","value","3","3","0","1","1","0","0","0","0","","0","0","","","0","","","","","","","","19351013","1","NYC16","ASD","l","exhibition","y"
"PTC193609121","dandr101","NW2","7","1","value","4","3","1","1","0","0","0","","0","","0","1","","","0","","","","","","","","19360912","1","PIT09","PTC","l","championship","y"
"PTC193609122","dandr101","NW2","7","1","value","3","3","0","0","0","0","0","","0","","0","0","","","0","","","","","","","","19360912","2","PIT09","PTC","t","championship","y"
"PTC193609131","dandr101","NW2","7","1","value","4","4","0","1","0","0","0","","0","","0","0","","","0","","","","","","","","19360913","1","TOL05","PTC","l","championship","y"
"PTC193609132","dandr101","NW2","7","1","value","3","2","0","1","0","0","0","","0","","0","1","","","0","","","","","","","","19360913","2","TOL05","PTC","l","championship","y"
"PTC193609150","dandr101","NW2","7","1","value","5","5","0","1","0","0","0","","0","","0","0","","","0","","","","","","","","19360915","0","DAY03","PTC","w","championship","y"
"ASW193708080","dandr101","ASE","7","1","value","5","5","1","2","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","","","","19370808","0","CHI10","ASW","w","allstar","y"
"NAL193709190","dandr101","NNL","7","1","value","4","4","1","2","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","","","","19370919","0","CHI09","NAL","w","allstar","y"
"NAL193709210","dandr101","NNL","7","1","value","4","4","0","2","0","0","0","0","0","","0","0","","","0","","","","","","","","19370921","0","DAY03","NAL","w","allstar","y"
