"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"MEM194404070","jeffg102","CVB","","","value","","","","","","","","","","","","","","","","","","","","","","","19440407","0","MEM02","MEM","l","exhibition",""
"CVB194404302","jeffg102","CVB","","","value","","","","","","","","","","","","","","","","","","","","","","","19440430","2","IND10","BLG","w","exhibition",""
"CIA194405090","jeffg102","CVB","","","value","","","","","","","","","","","","","","","","","","","","","","","19440509","0","IND10","CIA","w","regular",""
"CVB194405230","jeffg102","CVB","9","1","value","","","","","","","","","","","","","","","","","","","","","","","19440523","0","BUF06","BIR","l","regular",""
"CVB194405260","jeffg102","CVB","","","value","","","","","","","","","","","","","","","","","","","","","","","19440526","0","DAY03","BIR","l","regular",""
"MEM194406060","jeffg102","CVB","","","value","","","","","","","","","","","","","","","","","","","","","","","19440606","0","HOU04","MEM","w","regular",""
"CVB194406111","jeffg102","CVB","9","1","value","4","3","0","0","0","0","0","","0","","0","1","","","0","","","0","","","","","19440611","1","CLE06","KCM","l","regular","y"
"CVB194406251","jeffg102","CVB","9","2","value","3","3","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19440625","1","CLE06","CAG","w","regular","y"
"CVB194407021","jeffg102","CVB","","","value","","","","","","","","","","","","","","","","","","","","","","","19440702","1","CLE06","BIR","l","regular",""
"CVB194407091","jeffg102","CVB","","","value","","","","","","","","","","","","","","","","","","","","","","","19440709","1","CLE06","MEM","l","regular",""
"CVB194407120","jeffg102","CVB","","","value","","","","","","","","","","","","","","","","","","","","","","","19440712","0","BUF06","MEM","w","regular",""
"MEM194407161","jeffg102","CVB","9","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19440716","1","MEM03","MEM","l","regular","y"
"MEM194407200","jeffg102","CVB","9","1","value","4","4","1","1","1","0","0","1","0","","0","0","0","","0","","","0","","","","","19440720","0","OKC02","MEM","l","regular","y"
"KCM194407240","jeffg102","CVB","9","4","value","1","1","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19440724","0","KAN05","KCM","w","regular","y"
"CIA194407301","jeffg102","CVB","","","value","","","","","","","","","","","","","","","","","","","","","","","19440730","1","IND10","CIA","w","regular",""
"CIA194408010","jeffg102","CVB","2","2","value","1","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19440801","0","SPR04","CIA","l","regular","y"
"CIA194408061","jeffg102","CVB","","","value","","","","","","","","","","","","","","","","","","","","","","","19440806","1","IND10","CIA","l","regular",""
"CVB194408080","jeffg102","CVB","9","2","value","1","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19440808","0","CLE06","KCM","l","regular","y"
"CVB194408201","jeffg102","CVB","9","1","value","4","4","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19440820","1","CLE06","CIA","w","regular","y"
"CVB194408240","jeffg102","CVB","","","value","","","","","","","","","","","","","","","","","","","","","","","19440824","0","DAY03","MEM","l","regular",""
"CAG194409010","jeffg102","CVB","","","value","","","","","","","","","","","","","","","","","","","","","","","19440901","0","HAM01","CAG","w","regular",""
"CVB194409101","jeffg102","CVB","","","value","","","","","","","","","","","","","","","","","","","","","","","19440910","1","CLE06","HOM","l","exhibition",""
"HOM194409140","jeffg102","CVB","9","2","value","2","2","0","1","0","0","0","","0","","0","0","0","","0","","","0","","","","","19440914","0","WAS09","HOM","l","exhibition","y"
"BLG194409150","jeffg102","CVB","","","value","","","","","","","","","","","","","","","","","","","","","","","19440915","0","BAL14","BLG","l","exhibition",""
