"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"ASW193508110","dandr101","ASE","1","4","value","11","2","0","0","0","0","","","","","0","19350811","0","CHI10","ASW","l","allstar","y"
"MLS193510121","dandr101","NNS","1","6","value","27","1","2","1","0","0","","","","","1","19351012","1","PHI11","MLS","w","exhibition","y"
"MLS193510122","dandr101","NNS","1","6","value","15","0","1","0","0","0","","","","","1","19351012","2","PHI11","MLS","t","exhibition","y"
"NNS193510131","dandr101","NNS","1","6","value","27","0","3","2","1","0","","","","","1","19351013","1","NYC16","ASD","l","exhibition","y"
"PTC193609121","dandr101","NW2","1","5","value","24","4","2","0","0","0","","","","","1","19360912","1","PIT09","PTC","l","championship","y"
"PTC193609122","dandr101","NW2","1","5","value","21","1","3","0","0","0","","","","","1","19360912","2","PIT09","PTC","t","championship","y"
"PTC193609131","dandr101","NW2","1","5","value","24","1","3","0","0","0","","","","","1","19360913","1","TOL05","PTC","l","championship","y"
"PTC193609132","dandr101","NW2","1","5","value","18","0","2","0","0","0","","","","","1","19360913","2","TOL05","PTC","l","championship","y"
"PTC193609150","dandr101","NW2","1","5","value","27","2","1","0","0","0","","","","","1","19360915","0","DAY03","PTC","w","championship","y"
"ASW193708080","dandr101","ASE","1","5","value","27","1","2","0","0","0","","","","","1","19370808","0","CHI10","ASW","w","allstar","y"
"NAL193709190","dandr101","NNL","1","5","value","27","2","1","0","0","0","","","","","1","19370919","0","CHI09","NAL","w","allstar","y"
"NAL193709210","dandr101","NNL","1","5","value","27","1","1","1","0","0","","","","","1","19370921","0","DAY03","NAL","w","allstar","y"
"NNL193709240","dandr101","NNL","1","5","value","27","0","3","0","0","0","","","","","1","19370924","0","PIT06","NAL","w","allstar","y"
"NNL193709261","dandr101","NNL","1","5","value","27","0","1","0","0","0","","","","","1","19370926","1","BAL09","NAL","l","allstar","y"
"PH5193806191","dandr101","NW2","1","5","value","27","2","2","0","","","","","","","1","19380619","1","PHI16","PH5","w","regular","y"
"PH5193806192","dandr101","NW2","1","5","value","18","1","","","","","","","","","","19380619","2","PHI16","PH5","l","regular","y"
"WBS193807020","dandr101","NW2","1","5","value","27","2","1","0","","","","","","","","19380702","0","WAS09","WBS","w","regular","y"
"BLG193807031","dandr101","NW2","1","5","value","24","1","0","","","","","","","","","19380703","1","BAL14","BLG","l","regular","y"
"BLG193807032","dandr101","NW2","1","5","value","18","2","2","","","","","","","","","19380703","2","BAL14","BLG","l","regular","y"
"NNL193809240","dandr101","NNL","1","5","value","27","0","0","0","0","0","","","","","1","19380924","0","PHI17","NAL","w","allstar","y"
"NNL193809250","dandr101","NNL","1","5","value","30","0","1","0","0","0","","","","","1","19380925","0","NYC14","NAL","w","allstar","y"
"HOM194204191","dandr101","NW2","1","4","value","27","2","3","0","0","0","","","","","1","19420419","1","WAS09","HOM","w","exhibition","y"
"HOM194204192","dandr101","NW2","1","4","value","21","1","0","0","0","0","","","","","1","19420419","2","WAS09","HOM","w","exhibition","y"
"NW2194205030","dandr101","NW2","1","4","value","27","","","1","0","0","","","","","1","19420503","0","NWK04","HOM","l","exhibition","y"
"NY6194205050","dandr101","NW2","1","4","value","21","","","0","","0","0","","","","1","19420505","0","NOR02","NY6","w","exhibition",""
"NW2194205101","dandr101","NW2","1","4","value","27","","","0","0","0","","","","","1","19420510","1","NWK04","NY6","w","regular","y"
"NW2194205102","dandr101","NW2","1","4","value","21","","","0","1","0","","","","","1","19420510","2","NWK04","NY6","l","regular","y"
"PH5194205162","dandr101","NW2","1","4","value","21","2","1","0","0","0","","","","","1","19420516","2","PHI17","PH5","w","regular","y"
"NW2194205241","dandr101","NW2","1","4","value","27","","","0","1","0","","","","","1","19420524","1","NWK04","BLG","l","regular","y"
"NW2194205242","dandr101","NW2","1","4","value","27","","","0","0","0","","","","","1","19420524","2","NWK04","BLG","l","regular","y"
"BLG194205301","dandr101","NW2","1","4","value","28","","","0","0","0","","","","","1","19420530","1","BAL14","BLG","l","regular","y"
"BLG194205302","dandr101","NW2","1","4","value","21","","","1","1","0","","","","","1","19420530","2","BAL14","BLG","w","regular","y"
"NY6194205312","dandr101","NW2","1","4","value","27","6","3","1","1","0","","","","","1","19420531","2","NYC16","NY6","w","regular","y"
"PH5194206060","dandr101","NW2","1","4","value","27","2","2","1","1","0","","","","","1","19420606","0","PHI17","PH5","w","regular","y"
"PH5194206071","dandr101","NW2","1","4","value","27","3","4","1","1","0","","","","","1","19420607","1","PHI17","PH5","w","regular","y"
"PH5194206072","dandr101","NW2","1","4","value","21","3","3","0","0","0","","","","","1","19420607","2","PHI17","PH5","l","regular","y"
"HOM194206080","dandr101","NW2","1","5","value","18","0","2","0","0","0","","","","","1","19420608","0","YOR03","HOM","l","exhibition","y"
"HOM194206090","dandr101","NW2","1","4","value","17","0","0","1","0","0","","","","","1","19420609","0","CAN03","HOM","l","exhibition","y"
"HOM194206100","dandr101","NW2","1","4","value","24","4","4","1","1","0","","","","","1","19420610","0","AKR01","HOM","l","exhibition","y"
"HOM194206150","dandr101","NW2","1","4","value","24","0","3","0","0","0","","","","","1","19420615","0","WAP01","HOM","l","exhibition","y"
"PH5194206160","dandr101","NW2","1","4","value","25","2","2","0","0","0","","","","","1","19420616","0","HRB01","PH5","l","exhibition","y"
"NW2194206180","dandr101","NW2","1","4","value","21","","","1","0","0","","","","","1","19420618","0","NWK04","NY6","w","regular","y"
"NW2194206200","dandr101","NW2","1","4","value","21","4","4","1","2","0","","","","","1","19420620","0","BEL02","NY5","t","exhibition","y"
"NW2194206211","dandr101","NW2","1","4","value","27","","","0","1","0","","","","","1","19420621","1","NWK04","NY5","l","regular","y"
"NW2194206212","dandr101","NW2","1","4","value","21","","","0","0","0","","","","","1","19420621","2","NWK04","NY5","l","regular","y"
"PH5194206250","dandr101","NW2","1","4","value","24","2","2","0","0","0","","","","","1","19420625","0","PHI17","PH5","l","regular","y"
"HOM194206271","dandr101","NW2","1","4","value","27","1","7","0","0","0","","","","","1","19420627","1","PIT06","HOM","w","regular","y"
"HOM194206272","dandr101","NW2","1","4","value","21","3","4","0","2","0","","","","","1","19420627","2","PIT06","HOM","w","regular","y"
"HOM194206281","dandr101","NW2","1","4","value","42","","","0","1","0","","","","","1","19420628","1","WAS09","HOM","w","regular","y"
"HOM194206282","dandr101","NW2","1","4","value","27","","","0","1","0","","","","","1","19420628","2","WAS09","HOM","t","regular","y"
"HOM194206290","dandr101","NW2","1","4","value","24","","","1","","0","0","","","","1","19420629","0","NPN01","HOM","l","exhibition",""
"NW2194207041","dandr101","NW2","1","4","value","24","5","3","1","1","0","","","","","1","19420704","1","NYC16","BLG","l","regular","y"
"NW2194207041","dandr101","NW2","2","6","value","3","","","0","0","0","","","","","1","19420704","1","NYC16","BLG","l","regular","y"
"NW2194207051","dandr101","NW2","1","6","value","27","","","1","0","0","","","","","1","19420705","1","NWK04","PH5","w","regular","y"
"NW2194207052","dandr101","NW2","1","6","value","21","","","0","0","0","","","","","1","19420705","2","NWK04","PH5","l","regular","y"
"NW2194207090","dandr101","NW2","1","4","value","27","","","0","0","0","","","","","1","19420709","0","NWK04","BLG","w","regular","y"
"PH5194207160","dandr101","NW2","1","4","value","27","","","0","0","0","","","","","1","19420716","0","PHI17","PH5","w","regular","y"
"HOM194404231","dandr101","NW2","1","6","value","24","","","1","1","0","","","","","1","19440423","1","WAS09","HOM","l","exhibition","y"
"NW2194405211","dandr101","NW2","1","6","value","27","6","2","2","2","0","","","","","1","19440521","1","NYC15","HOM","l","regular","y"
"NW2194405212","dandr101","NW2","1","6","value","27","1","2","0","0","0","","","","","1","19440521","2","NYC15","HOM","l","regular","y"
"NW2194405281","dandr101","NW2","1","4","value","27","","","1","0","0","","","","","1","19440528","1","NWK04","NY5","w","regular","y"
"PH5194406010","dandr101","NW2","1","4","value","24","3","5","1","0","0","","","","","1","19440601","0","PHI17","PH5","l","regular","y"
"MEM194406112","dandr101","NW2","1","4","value","39","7","7","0","1","0","","","","","1","19440611","2","CHI11","MEM","w","exhibition","y"
"MEM194406130","dandr101","NW2","1","4","value","27","5","6","1","3","0","","","","","1","19440613","0","DAV01","MEM","w","exhibition","y"
"NY6194406150","dandr101","NW2","1","4","value","27","","","0","","0","0","","","","","19440615","0","COL05","NY6","w","regular",""
"HOM194406181","dandr101","NW2","1","4","value","24","1","2","0","0","0","","","","","1","19440618","1","PIT06","HOM","l","regular","y"
"HOM194406190","dandr101","NW2","1","4","value","27","6","6","0","1","0","","","","","1","19440619","0","HRB01","HOM","w","regular","y"
"NW2194406251","dandr101","NW2","1","4","value","27","","","0","1","0","","","","","1","19440625","1","NWK04","PH5","w","regular","y"
"NW2194407021","dandr101","NW2","1","4","value","30","","","0","0","0","","","","","1","19440702","1","NWK04","HOM","w","regular","y"
"NW2194407041","dandr101","NW2","1","4","value","27","0","1","0","0","0","","","","","1","19440704","1","NYC15","NY6","l","regular","y"
"NW2194407042","dandr101","NW2","1","4","value","27","3","1","0","0","0","","","","","1","19440704","2","NYC15","NY6","w","regular","y"
"PH5194407080","dandr101","NW2","1","4","value","24","2","5","1","0","0","","","","","1","19440708","0","PHI17","PH5","l","regular","y"
"BLG194407091","dandr101","NW2","1","4","value","24","3","5","0","1","0","","","","","1","19440709","1","BAL14","BLG","l","regular","y"
"BLG194407100","dandr101","NW2","1","4","value","24","5","2","0","0","0","","","","","1","19440710","0","HRB01","BLG","l","regular","y"
"BLG194407110","dandr101","NW2","1","4","value","24","","","0","0","0","","","","","1","19440711","0","BAL14","BLG","l","regular","y"
"NW2194407150","dandr101","NW2","1","4","value","27","","","0","0","0","","","","","1","19440715","0","TRE01","NY5","l","regular","y"
"PH5194407220","dandr101","NW2","1","4","value","24","5","0","0","1","0","","","","","1","19440722","0","PHI17","PH5","l","regular","y"
"HOM194407231","dandr101","NW2","1","4","value","24","","","0","1","0","","","","","1","19440723","1","WAS09","HOM","l","regular","y"
"HOM194407232","dandr101","NW2","1","4","value","24","","","0","0","0","","","","","1","19440723","2","WAS09","HOM","w","regular","y"
"BLG194407280","dandr101","NW2","1","4","value","27","","","0","0","0","","","","","1","19440728","0","BAL14","BLG","w","regular","y"
"BLG194408050","dandr101","NW2","1","4","value","","","","0","0","0","","","","","1","19440805","0","BAL14","BLG","l","regular","y"
"BLG194408061","dandr101","NW2","1","4","value","27","","","1","1","0","","","","","1","19440806","1","BAL14","BLG","w","regular","y"
"BLG194408062","dandr101","NW2","1","4","value","18","","","0","0","0","","","","","1","19440806","2","BAL14","BLG","l","regular","y"
"ASW194408130","dandr101","ASE","1","5","value","21","2","3","0","0","0","","","","","1","19440813","0","CHI10","ASW","l","allstar","y"
"ASW194408130","dandr101","ASE","2","4","value","3","0","0","0","0","0","","","","","0","19440813","0","CHI10","ASW","l","allstar","y"
"NW2194408180","dandr101","NW2","1","4","value","27","1","3","0","0","0","","","","","1","19440818","0","NWK04","HOM","l","regular","y"
"NW2194408220","dandr101","NW2","1","4","value","27","3","4","0","2","0","","","","","1","19440822","0","HRB01","BLG","l","regular","y"
"HOM194408260","dandr101","NW2","1","4","value","21","3","1","0","0","0","","","","","1","19440826","0","ALT02","HOM","l","regular","y"
"HOM194408271","dandr101","NW2","1","4","value","24","4","","1","0","0","","","","","1","19440827","1","PIT06","HOM","l","regular","y"
"NY6194409031","dandr101","NW2","1","4","value","24","3","2","0","2","0","","","","","1","19440903","1","NYC14","NY6","l","regular","y"
"NY6194409032","dandr101","NW2","1","4","value","15","2","3","0","1","0","","","","","1","19440903","2","NYC14","NY6","w","regular","y"
"NW2194409041","dandr101","NW2","1","4","value","21","","","0","0","0","","","","","1","19440904","1","NWK04","BLG","w","regular","y"
"NW2194409041","dandr101","NW2","2","6","value","6","","","0","0","0","","","","","1","19440904","1","NWK04","BLG","w","regular","y"
"PH5194409160","dandr101","NW2","1","5","value","24","2","4","1","0","0","","","","","1","19440916","0","PHI17","PH5","l","exhibition","y"
