"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"HOM194505132","poolc101","NY5","1","value","18","","","7","","","","2","","","","","","","","","","","","","","1","","1","","1","19450513","2","WAS09","HOM","l","regular",""
"NY5194505202","poolc101","NY5","1","value","27","","","11","","1","","4","","","","","","","","1","1","","","","","1","","1","","1","19450520","2","NYC16","BLG","l","regular",""
"BLG194506101","poolc101","NY5","3","value","3","","7","1","0","0","0","1","","2","0","0","0","0","0","0","0","","","","","","","","1","","19450610","1","BAL14","BLG","l","regular","y"
"PH5194506172","poolc101","PH5","2","value","6","","","","","","","0","0","","","","","","","","","","","","","","","","1","","19450617","2","NYC16","KCM","l","exhibition",""
"HOM194507100","poolc101","NY5","1","value","24","","39","12","0","0","0","8","","","","","0","0","0","0","","","","","","1","","1","","1","19450710","0","PIT06","HOM","l","regular","y"
"NY5194507220","poolc101","NY5","1","value","27","","","10","1","1","1","6","","","","","","","","","","","","","","1","","1","","1","19450722","0","NYC14","NW2","l","regular",""
"NY5194508200","poolc101","NY5","1","value","27","","43","11","3","0","0","7","","3","","3","1","0","0","2","","","","","","1","","1","","1","19450820","0","NYC23","BLG","l","regular","y"
"NY6194508260","poolc101","NY5","1","value","6","3","12","6","0","0","0","2","2","0","0","0","0","0","0","","0","","","","","","","1","","","19450826","0","NYC14","NY6","w","regular","y"
"MEM194509200","poolc101","NY5","1","value","","","","","","","","","","","","","","","","","","","","","","1","","1","","","19450920","0","FTW01","MEM","l","exhibition",""
"PH5194606220","poolc101","NY5","1","value","24","","42","7","0","0","1","10","","","","","0","0","0","0","","","","","","1","","1","","1","19460622","0","PHI17","PH5","l","regular","y"
"BLG194606282","poolc101","NY5","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19460628","2","BAL14","BLG","l","regular",""
"HOM194606302","poolc101","NY5","5","value","3","","6","2","0","0","0","1","","1","0","","0","0","0","","0","","","","","","","","","","19460630","2","WAS09","HOM","l","regular","y"
