"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"BLG194804110","campj106","BLG","1","2","value","27","","","0","","0","1","","","","1","19480411","0","NSH02","CAG","w","exhibition",""
"BLG194804180","campj106","BLG","1","2","value","12","2","0","1","0","0","0","0","2","0","1","19480418","0","BAL14","HOM","l","exhibition","y"
"BLG194805092","campj106","BLG","1","2","value","9","","","0","0","0","0","","","","","19480509","2","BAL14","NY5","w","regular","y"
