"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"KCM192308052","boggg101","ML4","1","1","value","9","0","1","0","0","0","","","","","","19230805","2","KAN05","KCM","l","regular","y"
"CAG192607132","boggg101","DAY","1","8","value","24","","","0","0","0","","","","","","19260713","2","CHI09","CAG","l","regular","y"
