"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","date","number","site","opp","wl","gametype","box"
"KCM193710101","stoct101","KCM","1","4","value","27","1","4","0","0","0","0","19371010","1","KAN05","MLS","L","exhibition","y"
"KCM193710101","stoct101","KCM","1","4","lower","27","1","4","0","0","0","0","19371010","1","KAN05","MLS","L","exhibition","y"
"KCM193710101","stoct101","KCM","1","4","upper","27","1","4","0","0","0","0","19371010","1","KAN05","MLS","L","exhibition","y"
