"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"BIR194805250","greab101","BIR","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19480525","0","CHT01","CAG","l","regular",""
"MEM194806010","greab101","BIR","1","value","27","","","3","","2","","1","","","","","","","","","","","","","1","","","1","","1","19480601","0","HOU04","MEM","w","regular",""
"BIR194806061","greab101","BIR","1","value","27","","40","9","","","0","3","","4","","4","1","0","0","0","","","","","1","","","1","","1","19480606","1","BIR01","KCM","w","regular","y"
"BIR194806061","greab101","BIR","1","lower","27","","35","9","","","0","3","","4","","4","1","0","0","0","","","","","","","","","","","19480606","1","BIR01","KCM","w","regular","y"
"CAG194806132","greab101","BIR","1","value","20","","","5","","","","1","","","","","","","","","","","","","1","","","1","","","19480613","2","CHI10","CAG","w","regular",""
"BIR194806210","greab101","BIR","1","value","27","","47","13","","","0","6","","5","","8","0","0","0","0","","","","","1","","","1","","1","19480621","0","BIR01","CAG","w","regular","y"
"BIR194806210","greab101","BIR","1","lower","27","","42","13","","","0","6","","5","","8","0","0","0","0","","","","","","","","","","","19480621","0","BIR01","CAG","w","regular","y"
"BIR194806271","greab101","BIR","1","value","27","0","33","4","1","0","0","0","0","3","0","5","0","0","0","1","0","0","0","0","1","","","1","","1","19480627","1","BIR01","IN9","w","regular","y"
"BIR194807041","greab101","BIR","1","value","17","","29","9","","","0","7","","3","","7","0","1","0","","","","","","","","","1","","","19480704","1","BIR01","MEM","w","regular","y"
"MEM194807090","greab101","BIR","2","value","","","","","","","","","","","","","","","","","","","","","1","","","","1","","19480709","0","MEM02","MEM","w","regular",""
"BIR194807252","greab101","BIR","2","value","9","","20","9","","","0","7","","2","","3","0","0","0","0","","","","","","","","","1","","19480725","2","BIR01","NW2","l","exhibition","y"
"BIR194807270","greab101","BIR","1","value","27","","","5","","","","1","","","","","","","","","","","","","","1","","1","","1","19480727","0","GRE01","NW2","l","exhibition",""
"KCM194808012","greab101","BIR","1","value","20","0","25","3","0","0","0","1","1","3","1","5","0","1","0","0","0","1","1","0","","1","","1","","1","19480801","2","KAN05","KCM","l","regular","y"
"BIR194808050","greab101","BIR","2","value","24","","","","","","","2","","","","","","","","","","","","","","","","","1","","19480805","0","DAY03","HOM","l","exhibition",""
"BIR194808050","greab101","BIR","2","upper","26","","","","","","","6","","","","","","","","","","","","","","","","","","","19480805","0","DAY03","HOM","l","exhibition",""
"BIR194808081","greab101","BIR","2","value","9","0","13","4","0","0","0","1","1","0","0","2","0","0","0","1","0","0","0","0","","","1","","1","","19480808","1","BIR01","CVB","w","regular","y"
"BIR194808110","greab101","BIR","1","value","27","","","","","","1","2","1","","","12","","","","","","","","","1","","","1","","1","19480811","0","TUS01","CVB","w","regular",""
"BIR194808190","greab101","BIR","2","value","4","","10","3","","","0","4","","2","","2","0","0","0","0","","","","","","1","","","","","19480819","0","BIR01","NY6","l","exhibition","y"
"CAG194808291","greab101","BIR","2","value","12","","","","","","","","","","","","","","","","","","","","1","","","","1","","19480829","1","CHI10","CAG","w","regular",""
"CAG194808291","greab101","BIR","2","upper","15","","","","","","","","","","","","","","","","","","","","","","","","","","19480829","1","CHI10","CAG","w","regular",""
"CAG194809020","greab101","BIR","1","value","21","3","","9","","","","6","","","","","","","","","","","","","","","","1","","","19480902","0","CHI10","CAG","w","regular",""
"BIR194809110","greab101","BIR","2","value","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","19480911","0","BIR01","KCM","w","lcs","y"
"BIR194809120","greab101","BIR","2","value","18","0","25","8","1","0","1","1","1","2","0","3","0","0","0","0","0","0","1","0","1","","","","1","","19480912","0","BIR01","KCM","w","lcs","y"
"BIR194809150","greab101","BIR","2","value","","","","","","","","","","","","","","","","","","","","","1","","","","1","","19480915","0","MEM02","KCM","w","championship",""
"KCM194809190","greab101","BIR","1","value","21","0","28","5","0","0","0","3","0","2","0","5","0","1","0","1","0","0","1","0","","1","","1","","","19480919","0","KAN05","KCM","l","lcs","y"
"KCM194809230","greab101","BIR","1","value","27","0","36","3","1","0","0","1","1","5","1","5","0","0","0","1","0","1","0","1","1","","","1","","1","19480923","0","KAN05","KCM","w","lcs","y"
"BIR194809300","greab101","BIR","2","value","6","","","","","","","0","0","","","","","","","","","","","","1","","","","1","","19480930","0","BIR01","HOM","w","championship",""
"BIR194809300","greab101","BIR","2","lower","4","","","","","","","0","0","","","","","","","","","","","","1","","","","1","","19480930","0","BIR01","HOM","w","championship",""
"BIR194809300","greab101","BIR","2","upper","6","","","","","","","2","2","","","","","","","","","","","","1","","","","1","","19480930","0","BIR01","HOM","w","championship",""
