"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"HOM193806120","gainj102","BLG","9","2","value","2","1","0","0","","","","","1","","0","0","","","","","","","","","","","19380612","0","IND10","HOM","l","regular","y"
"HOM193806160","gainj102","BLG","9","1","value","3","3","0","0","","","","","0","","0","0","0","","","","","","","","","","19380616","0","MID02","HOM","l","regular","y"
"BLG193807101","gainj102","BLG","4","2","value","0","0","1","0","0","","","","0","","0","0","0","","","","","","","","","1","19380710","1","BAL14","HOM","l","regular","y"
"PH5193906080","gainj102","BLG","9","2","value","0","0","0","0","","","","","","","","","","","","","","","","","","","19390608","0","PHI17","PH5","w","regular","y"
"HOM193906101","gainj102","BLG","9","1","value","3","3","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19390610","1","PIT06","HOM","w","regular","y"
"HOM193906112","gainj102","BLG","","","value","","","","","","","","","","","","","","","","","","","","","","","19390611","2","COL05","HOM","l","regular",""
"HOM193906150","gainj102","BLG","","","value","","","","","","","","","","","","","","","","","","","","","","","19390615","0","CHA01","HOM","w","exhibition",""
"NY5193907022","gainj102","BLG","9","1","value","4","4","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","","","19390702","2","NYC16","NY5","w","regular","y"
"BLG193907091","gainj102","BLG","","","value","","","","","","","","","","","","","","","","","","","","","","","19390709","1","BAL10","PH5","w","regular",""
"BLG193907161","gainj102","BLG","9","1","value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19390716","1","BAL10","NY6","l","regular","y"
"BLG193907231","gainj102","BLG","9","1","value","3","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","19390723","1","WAS09","NW2","l","regular","y"
"BLG193908010","gainj102","BLG","","","value","","","","","","","","","","","","","","","","","","","","","","","19390801","0","BIR01","NY5","w","regular",""
