"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"MEM194305090","gulln101","CVB","1","value","","","","","","","","","","","","","","","","","","","","","","1","","1","","","19430509","0","LRK02","MEM","l","exhibition",""
"KCM194305250","gulln101","CVB","1","value","24","","38","9","1","0","0","5","5","6","","3","0","1","0","1","","","","","","1","","1","","1","19430525","0","STJ01","KCM","l","regular","y"
"CVB194504130","gulln101","CVB","1","value","12","","","","","","","6","","","","","","","","","","","","","","1","","1","","","19450413","0","FTW01","NY6","l","exhibition",""
"CAG194504180","gulln101","CVB","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19450418","0","SAT01","CAG","w","exhibition",""
"CVB194504222","gulln101","CVB","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19450422","2","DAL01","CAG","w","exhibition",""
"CVB194505131","gulln101","CVB","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19450513","1","DAY03","CAG","w","regular",""
"NW2194707300","gulln101","NW2","1","value","14","","29","8","","0","0","7","","4","0","4","1","0","0","1","","","","","","","","1","","","19470730","0","WIL04","BIR","w","exhibition","y"
"NW2194708050","gulln101","NW2","1","value","21","","36","8","0","0","0","7","","8","0","","0","0","0","","0","","","","","1","","1","","","19470805","0","NWK04","NY6","l","regular","y"
"NW2194708190","gulln101","NW2","1","value","27","","","","","","1","7","","","","","","","","","","","","","1","","","1","","1","19470819","0","TRE01","CAG","w","exhibition",""
"NW2194708300","gulln101","NW2","1","value","27","","","","","","","8","","","","","","","","","","","","","1","","","1","","1","19470830","0","TRE01","HOM","w","regular",""
"NW2194709141","gulln101","NW2","1","value","27","","41","9","1","1","0","3","3","3","","7","2","0","0","1","","","","","","1","","1","","1","19470914","1","NYC15","HOM","l","regular","y"
