"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"LCB194907280","galar101","IN9","1","value","27","","","3","","","","1","","","","","","","","","","","","","1","","","1","","1","19490728","0","COL05","LCB","w","regular",""
"NY6194908080","galar101","IN9","2","value","14","0","26","4","0","0","0","1","0","4","0","4","1","0","0","0","0","1","0","0","","","","","1","","19490808","0","WIL04","NY6","l","regular","y"
"BIR194908280","galar101","IN9","1","value","24","","","5","0","1","0","2","","2","","","","","","","","2","","","","1","","1","","1","19490828","0","BIR01","BIR","l","regular",""
"CAG194909040","galar101","IN9","1","value","18","","","","","","","","","","","","","","","","","","","","1","","","1","","","19490904","0","CHI10","CAG","w","regular",""
"KCM194909112","galar101","IN9","1","value","24","0","39","9","4","0","0","7","5","3","0","9","1","0","0","1","0","1","1","0","","1","","1","","1","19490911","2","OMA02","KCM","l","exhibition","y"
"KCM194909181","galar101","IN9","1","value","21","0","28","3","1","0","0","1","1","5","0","6","0","0","0","0","0","1","1","0","1","","","1","","1","19490918","1","KAN05","KCM","w","exhibition","y"
"KCM194909250","galar101","IN9","1","value","","","","","","","","","","","","","","","","","","","","","1","","","1","","","19490925","0","SAT01","KCM","w","exhibition",""
"ASW195008200","galar101","ASE","2","value","6","0","12","5","0","1","0","3","3","2","0","1","1","0","0","0","0","1","0","0","","1","","","","","19500820","0","CHI10","ASW","l","allstar","y"
