"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"BIR194004211","bankd101","BIR","3","value","6","","8","2","0","0","1","2","","0","0","","0","0","0","","0","","","","","","","","1","","19400421","1","BIR01","BLG","l","exhibition","y"
"BIR194005200","bankd101","BIR","1","value","18","","","","","","","1","","","","","","","","","","","","","1","","","1","","","19400520","0","BIR01","SNO","w","regular",""
"CAG194005302","bankd101","BIR","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19400530","2","CHI09","CAG","l","regular",""
"BIR194005310","bankd101","BIR","3","value","","","","","","","","","","","","","","","","","","","","","","1","","","","","19400531","0","OWE01","SNO","l","regular",""
"BIR194006030","bankd101","BIR","1","value","27","","","5","","","","2","","","","","","","","","","","","","","1","","1","","1","19400603","0","GAD01","MEM","l","regular",""
"BIR194006231","bankd101","BIR","1","value","18","","20","2","0","0","0","1","","1","0","","0","0","0","","0","","","","","1","","1","","","19400623","1","BIR01","CV9","l","regular","y"
"BIR194006270","bankd101","BIR","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19400627","0","BIR01","CV9","l","regular",""
"KCM194007040","bankd101","BIR","2","value","1","","3","3","1","0","0","2","2","0","0","0","0","0","0","","0","","","","","","","","","","19400704","0","KAN05","KCM","l","regular","y"
"MEM194007141","bankd101","BIR","1","value","18","","24","4","1","0","0","1","1","2","0","5","0","1","0","1","0","","","","1","","","1","","","19400714","1","MEM02","MEM","w","regular","y"
"CAG194007212","bankd101","BIR","1","value","18","","","16","1","","2","12","","","","","","","","","","","","","","1","","1","","1","19400721","2","CHI09","CAG","l","regular",""
"BIR194007281","bankd101","BIR","1","value","27","","","3","2","","1","8","","","","","","","","","","","","","","1","","1","","1","19400728","1","BIR01","MEM","l","regular",""
"BIR194008182","bankd101","BIR","1","value","21","","25","4","1","0","0","2","","1","","4","0","0","0","0","","","","","1","","","1","","1","19400818","2","BIR01","CAG","w","exhibition","y"
"KCM194009022","bankd101","BIR","1","value","18","","","10","1","","","9","","","","","","","","","","","","","","1","","1","","1","19400902","2","OKC01","KCM","l","regular",""
"SNO194009150","bankd101","BIR","1","value","24","","42","10","0","0","1","9","","7","","3","1","0","0","2","","","","","","1","","1","","1","19400915","0","NOL01","SNO","l","exhibition","y"
"BIR194009222","bankd101","BIR","1","value","21","","25","3","0","2","0","1","1","2","","4","0","0","0","0","","","","","1","","","1","","1","19400922","2","BIR01","BLG","w","exhibition","y"
"BIR194104132","bankd101","BIR","3","value","9","","12","3","0","0","0","2","","1","0","","0","0","0","1","0","","","","","","","","1","","19410413","2","PBL01","NY5","l","exhibition","y"
"BIR194104160","bankd101","BIR","1","value","","","","","","","","","","","","","","","","","","","","","1","","","1","","","19410416","0","SHR01","CAG","w","exhibition",""
"BIR194104201","bankd101","BIR","1","value","21","","28","5","0","0","0","3","","2","0","7","1","0","0","2","0","","","","","1","","1","","","19410420","1","BIR01","NY5","l","exhibition","y"
"BIR194105042","bankd101","BIR","2","value","14","","21","4","0","0","0","2","","2","0","5","0","0","0","1","0","","","","","","","","1","","19410504","2","BIR01","NW2","w","exhibition","y"
"BIR194105111","bankd101","BIR","2","value","12","","20","7","0","0","0","4","","0","0","","0","0","0","","0","","","","","","","","","","19410511","1","BIR01","KCM","l","regular","y"
"BIR194105240","bankd101","BIR","2","value","8","","10","0","0","0","0","0","","1","0","1","0","0","0","0","0","","","","","","","","1","","19410524","0","ANN01","JAX","w","regular","y"
"MEM194106011","bankd101","BIR","1","value","27","","35","4","1","0","0","0","0","3","","5","0","0","0","1","","","","","1","","","1","","1","19410601","1","MEM02","MEM","w","regular","y"
"MEM194106060","bankd101","BIR","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19410606","0","MEM02","MEM","w","regular",""
"BIR194106081","bankd101","BIR","1","value","27","","33","5","0","0","0","2","2","1","","5","0","0","0","2","","","","","1","","","1","","1","19410608","1","BIR01","MEM","w","regular","y"
"BIR194106292","bankd101","BIR","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19410629","2","BIR01","CAG","l","regular",""
"JAX194107020","bankd101","BIR","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19410702","0","JKV01","JAX","l","regular",""
"BIR194107041","bankd101","BIR","1","value","27","","","6","","","","0","0","","","","","","","","","","","","1","","","1","","1","19410704","1","BIR01","JAX","w","regular",""
"KCM194107132","bankd101","BIR","1","value","21","","27","4","0","0","1","3","","3","","3","0","0","0","0","","","","","1","","","1","","1","19410713","2","KAN05","KCM","w","regular","y"
"BIR194107150","bankd101","BIR","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19410715","0","STP02","JAX","l","regular",""
"JAX194107220","bankd101","BIR","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19410722","0","FAR01","JAX","l","regular",""
"ASW194107270","bankd101","ASW","4","value","6","0","8","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","","19410727","0","CHI10","ASE","l","allstar","y"
"BIR194107292","bankd101","BIR","1","value","27","","","4","","1","","2","","","","1","","","","","","","","","1","","","1","","1","19410729","2","BIR01","MEM","w","regular",""
"MEM194108031","bankd101","BIR","1","value","16","","23","5","0","0","0","2","","2","0","0","0","0","0","1","0","","","","","","","1","","","19410803","1","MEM02","MEM","l","regular","y"
"MEM194108032","bankd101","BIR","2","value","15","","","","","","","0","0","","","","","","","","","","","","1","","","","1","","19410803","2","MEM02","MEM","w","regular",""
"NY5194108102","bankd101","BIR","1","value","27","","37","3","0","0","0","1","0","2","","5","2","0","1","1","","","","","1","","","1","","1","19410810","2","NYC16","NY5","w","exhibition","y"
"BIR194108241","bankd101","BIR","1","value","27","","28","2","0","0","0","0","0","0","","4","0","0","0","0","","","","","1","","","1","","1","19410824","1","BIR01","SNO","w","regular","y"
"BIR194109281","bankd101","BIR","1","value","27","","","","","","","1","","","","","","","","","","","","","1","","","1","","1","19410928","1","BIR01","NY5","w","exhibition",""
"BIR194204120","bankd101","BIR","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19420412","0","JAC01","CCB","l","exhibition",""
"BIR194204160","bankd101","BIR","2","value","3","","6","2","0","0","0","1","","1","0","2","0","0","0","0","0","","","","","","","","","","19420416","0","BIR01","CAG","w","exhibition","y"
"BIR194204192","bankd101","BIR","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19420419","2","BIR01","KCM","l","exhibition",""
"BIR194205101","bankd101","BIR","1","value","24","2","34","5","0","0","0","2","","6","0","2","1","0","0","0","0","","","","1","","","1","","","19420510","1","BIR01","JAX","w","regular","y"
"BIR194205172","bankd101","BIR","1","value","21","","29","4","0","0","0","0","0","3","","3","0","0","0","0","","","","","1","","","1","","1","19420517","2","BIR01","CAG","w","regular","y"
"BIR194205300","bankd101","BIR","1","value","13","","24","8","","","0","7","","3","","3","0","0","0","1","","","","","","1","","1","","","19420530","0","STL07","NY5","l","regular","y"
"CI2194208022","bankd101","CI2","2","value","6","","7","1","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","1","","","","1","","19420802","2","CIN07","MEM","w","exhibition","y"
"BIR194208231","bankd101","BIR","1","value","7","","15","4","0","0","0","3","","3","0","0","0","0","0","0","0","","","","","","","1","","","19420823","1","BIR01","CI2","l","exhibition","y"
"MEM194208302","bankd101","BIR","1","value","1","","","","","","","2","","","","","","","","","","","","","","","","1","","","19420830","2","MEM02","MEM","l","regular",""
"BIR194209030","bankd101","BIR","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19420903","0","LRK02","MEM","l","regular",""
"CAG194209071","bankd101","BIR","1","value","9","","13","5","0","0","0","2","","0","0","2","0","0","0","","0","","","","1","","","1","","","19420907","1","KAN05","CAG","w","regular","y"
"BIR194209110","bankd101","BIR","1","value","25","","","4","","","","1","","","","","","","","","","","","","1","","","1","","","19420911","0","OKC01","CAG","w","exhibition",""
"BIR194209201","bankd101","BIR","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19420920","1","BIR01","NY6","l","exhibition",""
