"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"CIA194407180","thomu104","CAG","2","value","3","","","","","","","2","","","","","","","","","","","","","","","","","","","19440718","0","GRA03","CIA","l","regular",""
"CAG194408250","thomu104","CAG","2","value","13","","","7","","","","4","","","","","","","","","","","","","","","","","1","","19440825","0","SBD01","CVB","l","regular",""
"MEM194409102","thomu104","CAG","1","value","24","","","7","","","","4","","","","","","","","","","","","","","1","","1","","1","19440910","2","MEM03","MEM","l","exhibition",""
"CAG194409150","thomu104","CAG","1","value","27","","","","","","","12","","","","","","","","","","","","","","1","","1","","1","19440915","0","BEL01","MEM","l","exhibition",""
"CAG194409162","thomu104","CAG","1","value","21","","","10","","","","7","","","","","","","","","","","","","","1","","1","","1","19440916","2","IND10","MEM","l","exhibition",""
"CVB194409290","thomu104","CAG","3","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19440929","0","DAL01","CVB","l","exhibition",""
"CAG194807220","thomu104","CAG","2","value","6","","","","","","","5","","","","","","","","","","","","","","","","","1","","19480722","0","DCT02","MEM","l","regular",""
"CAG194807220","thomu104","CAG","2","upper","9","","","","","","","8","","","","","","","","","","","","","","","","","","","19480722","0","DCT02","MEM","l","regular",""
"IN9194808200","thomu104","CAG","3","value","9","","","","","","","2","","","","","","","","","","","","","","","","","1","","19480820","0","COL05","IN9","l","regular",""
"IN9194808200","thomu104","CAG","3","upper","15","","","","","","","8","","","","","","","","","","","","","","","","","","","19480820","0","COL05","IN9","l","regular",""
