"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"NW2193606080","mcdut101","NW2","1","1","value","","","","0","","0","0","","","","1","19360608","0","NBG01","NY6","l","exhibition",""
"PTC193609121","mcdut101","NW2","1","1","value","1","0","0","0","0","0","","","","","","19360912","1","PIT09","PTC","l","championship","y"
"NAL193709190","mcdut101","NNL","1","1","value","17","0","2","0","0","0","","","","","1","19370919","0","CHI09","NAL","w","allstar","y"
"NAL193709251","mcdut101","NNL","1","1","value","27","","","0","","0","0","","","","1","19370925","1","PHI16","NAL","w","allstar",""
"NNL193709261","mcdut101","NNL","1","1","value","3","0","0","0","0","0","","","","","","19370926","1","BAL09","NAL","l","allstar","y"
"JAX193803270","mcdut101","JAX","1","1","value","27","0","2","","","","","","","","","19380327","0","JKV01","CAG","l","exhibition","y"
"JAX193804030","mcdut101","JAX","2","1","value","18","0","3","0","0","0","","","","","","19380403","0","JKV01","CAG","t","exhibition","y"
"PH5193806191","mcdut101","NW2","2","1","value","","0","0","0","","","","","","","","19380619","1","PHI16","PH5","w","regular","y"
"NNL193809240","mcdut101","NNL","1","1","value","27","0","0","0","0","0","","","","","1","19380924","0","PHI17","NAL","w","allstar","y"
"TLC193905130","mcdut101","NY5","1","1","value","3","0","0","0","0","0","","","","","0","19390513","0","TOL05","TLC","w","regular","y"
"TLC193905142","mcdut101","NY5","1","1","value","8","0","1","0","0","0","","","","","1","19390514","2","TOL05","TLC","t","regular","y"
"TLC193905160","mcdut101","NY5","1","1","value","4","0","0","0","0","0","","","","","0","19390516","0","CHA01","TLC","l","exhibition","y"
"HOM193905180","mcdut101","NY5","1","1","value","","","","0","","0","0","","","","","19390518","0","WHE02","HOM","l","exhibition",""
"PH5193905212","mcdut101","NY5","1","1","value","21","","","0","","0","0","","","","1","19390521","2","PHI17","PH5","w","regular",""
"BLG193905281","mcdut101","NY5","1","1","value","1","0","0","0","0","0","","","","","0","19390528","1","BAL10","BLG","w","regular","y"
"NY5193905301","mcdut101","NY5","1","7","value","3","0","0","0","0","0","","","","","","19390530","1","NYC23","BLG","l","regular","y"
"NY5193905302","mcdut101","NY5","1","1","value","21","1","2","0","0","0","","","","","1","19390530","2","NYC23","BLG","w","regular","y"
"NY5193906042","mcdut101","NY5","1","1","value","23","0","0","0","0","0","","","","","1","19390604","2","NYC16","PH5","w","regular","y"
"PH5193906102","mcdut101","NY5","1","1","value","18","0","0","0","0","0","","","","","1","19390610","2","PHI17","PH5","l","regular","y"
"NY5193906252","mcdut101","NY5","1","1","value","21","0","0","1","0","0","","","","","1","19390625","2","NOR05","NW2","t","regular","y"
"NY5193907022","mcdut101","NY5","1","1","value","27","0","2","0","0","0","","","","","1","19390702","2","NYC16","BLG","l","regular","y"
"NW2193907130","mcdut101","NY5","1","1","value","2","0","0","0","0","0","","","","","0","19390713","0","NWK04","NW2","l","regular","y"
"NW2193907162","mcdut101","NY5","1","1","value","21","0","0","1","0","0","","","","","1","19390716","2","NWK04","NW2","w","regular","y"
"PH5193907222","mcdut101","NY5","1","1","value","3","0","0","0","0","0","","","","","","19390722","2","PHI17","PH5","w","regular","y"
"NY5193907232","mcdut101","NY5","1","1","value","27","0","0","0","0","0","","","","","1","19390723","2","NYC16","NY6","w","regular","y"
"BLG193907301","mcdut101","NY5","1","1","value","24","","","0","","0","0","","","","1","19390730","1","IND10","BLG","l","regular",""
"NY5193908030","mcdut101","NY5","1","1","value","27","","","0","","0","0","","","","1","19390803","0","MTG01","BLG","w","exhibition",""
"NY5193908062","mcdut101","NY5","1","1","value","17","","","0","","0","0","","","","","19390806","2","NOL01","SSA","w","exhibition",""
"NY5193908062","mcdut101","NY5","1","1","lower","16","","","0","","0","0","","","","","19390806","2","NOL01","SSA","w","exhibition",""
"NY5193908062","mcdut101","NY5","1","1","upper","18","","","0","","0","0","","","","","19390806","2","NOL01","SSA","w","exhibition",""
"NY5193908132","mcdut101","NY5","1","1","value","9","0","1","0","0","0","","","","","0","19390813","2","NYC16","HOM","l","regular","y"
"ASE193908270","mcdut101","ASE","1","1","value","6","0","0","0","0","0","","","","","0","19390827","0","NYC16","ASW","w","allstar","y"
"SAS193910010","mcdut101","NAS","1","1","value","9","0","0","0","0","0","","","","","","19391001","0","NOL01","SAS","w","allstar","y"
"PRG193910081","mcdut101","PRG","1","1","value","30","0","1","0","0","0","","","","","1","19391008","1","LOS04","PIR","l","exhibition","y"
"PRG193910110","mcdut101","PRG","1","1","value","6","0","0","0","0","0","","","","","0","19391011","0","LOS04","PIR","w","exhibition","y"
"HOM194104170","mcdut101","HOM","1","1","value","15","","","","","0","0","","","","","19410417","0","MAC01","NY6","w","exhibition",""
"BLG194104220","mcdut101","HOM","1","1","value","18","0","3","0","0","0","","","","","1","19410422","0","NOL01","BLG","w","exhibition","y"
"HOM194105041","mcdut101","HOM","1","1","value","27","0","1","1","0","0","","","","","1","19410504","1","WAS09","BLG","w","exhibition","y"
"HOM194105100","mcdut101","HOM","1","1","value","20","0","2","0","0","0","","","","","1","19410510","0","HRB01","BLG","w","regular","y"
"HOM194105241","mcdut101","HOM","1","1","value","27","0","1","0","0","0","","","","","1","19410524","1","PIT06","NY6","w","regular","y"
"HOM194105252","mcdut101","HOM","1","1","value","12","1","0","0","0","0","","","","","","19410525","2","WAS09","NY6","l","regular","y"
"HOM194106012","mcdut101","HOM","1","1","value","21","1","","0","0","0","","","","","1","19410601","2","WAS09","PH5","w","regular","y"
"HOM194106082","mcdut101","HOM","1","1","value","21","1","3","0","0","0","","","","","1","19410608","2","WAS09","BLG","l","regular","y"
"HOM194106090","mcdut101","HOM","1","1","value","3","0","0","0","0","0","","","","","","19410609","0","ALT02","NY6","w","regular","y"
"PH5194106190","mcdut101","HOM","1","1","value","2","0","","0","0","0","","","","","","19410619","0","PHI17","PH5","l","regular","y"
"NW2194106221","mcdut101","HOM","1","1","value","19","","","0","0","0","","","","","1","19410622","1","NWK04","NW2","w","regular","y"
"NW2194106260","mcdut101","HOM","1","1","value","24","","","0","0","0","","","","","1","19410626","0","NWK04","NW2","l","regular","y"
"NY6194106292","mcdut101","HOM","1","1","value","30","0","2","0","0","0","","","","","1","19410629","2","NYC16","NY6","w","regular","y"
"NY6194107100","mcdut101","HOM","1","1","value","24","0","3","0","1","0","","","","","1","19410710","0","NPN01","NY6","w","exhibition","y"
"HOM194107132","mcdut101","HOM","1","1","value","27","","","0","","0","0","","","","1","19410713","2","PIT06","NY6","l","regular",""
"HOM194107200","mcdut101","HOM","1","1","value","11","0","1","0","0","0","","","","","","19410720","0","WAS09","NW2","l","regular","y"
"ASW194107270","mcdut101","ASE","1","1","value","6","0","3","0","0","0","","","","","1","19410727","0","CHI10","ASW","w","allstar","y"
"HOM194107290","mcdut101","HOM","1","1","value","27","0","3","0","0","0","","","","","1","19410729","0","CAN03","PH5","w","regular","y"
"HOM194108032","mcdut101","HOM","1","1","value","13","0","0","0","0","0","","","","","1","19410803","2","DET04","BLG","w","regular","y"
"HOM194108172","mcdut101","HOM","1","1","value","21","","","0","","0","0","","","","1","19410817","2","COL05","NW2","l","regular",""
"HOM194108241","mcdut101","HOM","1","1","value","24","0","1","0","0","0","","","","","1","19410824","1","WAS09","BLG","l","regular","y"
"HOM194108280","mcdut101","HOM","1","1","value","6","0","0","0","0","","","","","","","19410828","0","YOU01","NY6","w","regular","y"
"HOM194109012","mcdut101","HOM","1","1","value","15","0","0","0","0","0","","","","","1","19410901","2","WAS09","NW2","w","regular","y"
"NW2194109142","mcdut101","HOM","1","1","value","21","","","0","0","0","","","","","1","19410914","2","NYC14","NW2","w","regular","y"
"NY6194109212","mcdut101","HOM","1","1","value","27","0","2","0","0","0","","","","","1","19410921","2","NYC16","NY6","w","exhibition","y"
"HOM194109240","mcdut101","HOM","1","1","value","27","","","0","","0","0","","","","1","19410924","0","TOL05","BLG","l","exhibition",""
"PH5194205090","mcdut101","PH5","1","1","value","27","0","4","0","1","0","","","","","1","19420509","0","PHI17","BLG","l","regular","y"
"BLG194205100","mcdut101","PH5","1","1","value","0","","","0","0","0","","","","","","19420510","0","BAL10","BLG","l","regular","y"
"PH5194205161","mcdut101","PH5","1","1","value","27","1","1","0","0","0","","","","","1","19420516","1","PHI17","NW2","w","regular","y"
"PH5194205162","mcdut101","PH5","1","1","value","11","0","0","0","0","0","","","","","","19420516","2","PHI17","NW2","l","regular","y"
"PH5194205232","mcdut101","PH5","1","1","value","21","0","1","0","0","0","","","","","1","19420523","2","PHI17","NY6","w","regular","y"
"PH5194206060","mcdut101","PH5","1","1","value","15","0","1","0","0","0","","","","","1","19420606","0","PHI17","NW2","l","regular","y"
"PH5194206130","mcdut101","PH5","1","1","value","22","1","2","0","0","0","","","","","1","19420613","0","PHI17","NY5","l","regular","y"
"PH5194206160","mcdut101","PH5","1","1","value","6","0","0","1","0","0","","","","","","19420616","0","HRB01","NW2","w","exhibition","y"
"PH5194206180","mcdut101","PH5","1","1","value","9","0","1","1","0","0","","","","","1","19420618","0","PHI17","BLG","w","regular","y"
"PH5194206250","mcdut101","PH5","1","1","value","6","0","0","0","0","0","","","","","1","19420625","0","PHI17","NW2","w","regular","y"
"PH5194207010","mcdut101","PH5","1","1","value","20","0","1","0","0","0","","","","","","19420701","0","HRB01","BLG","w","exhibition","y"
"NW2194207052","mcdut101","PH5","1","1","value","21","","","0","0","0","","","","","1","19420705","2","NWK04","NW2","w","regular","y"
"PH5194207090","mcdut101","PH5","1","1","value","27","0","1","0","0","0","","","","","1","19420709","0","PHI17","NY5","w","regular","y"
"PH5194207122","mcdut101","PH5","1","1","value","8","","","0","0","0","","","","","","19420712","2","PHI17","HOM","l","regular","y"
"PH5194208021","mcdut101","PH5","1","1","value","15","0","0","0","0","0","","","","","1","19420802","1","NYC16","BLG","w","regular","y"
"MLS194310170","mcdut101","KCR","1","1","value","","","","0","","0","0","","","","","19431017","0","LGB01","MLS","w","exhibition",""
"KCR194311050","mcdut101","KCR","1","1","value","9","0","2","0","0","0","","","","","1","19431105","0","LOS02","MLS","l","exhibition","y"
"KCR194311110","mcdut101","KCR","1","1","value","27","0","1","0","0","0","","","","","1","19431111","0","LOS02","WPS","w","exhibition","y"
"NY5194404301","mcdut101","NY5","1","1","value","27","","","0","0","0","","","","","1","19440430","1","NYC16","HOM","l","exhibition","y"
"NY5194404302","mcdut101","NY5","1","7","value","21","1","","0","","0","0","","","","","19440430","2","NYC16","HOM","l","exhibition",""
"HOM194405071","mcdut101","NY5","1","1","value","18","2","1","0","0","0","","","","","1","19440507","1","WAS09","HOM","l","regular","y"
"NY5194405211","mcdut101","NY5","1","1","value","24","0","0","0","0","0","","","","","1","19440521","1","NYC14","NY6","l","regular","y"
"NW2194405281","mcdut101","NY5","1","1","value","10","","","0","0","0","","","","","1","19440528","1","NWK04","NW2","l","regular","y"
"MEM194406112","mcdut101","NW2","1","1","value","3","0","0","0","0","0","","","","","","19440611","2","CHI11","MEM","w","exhibition","y"
"NY6194406150","mcdut101","NW2","1","1","value","3","","","0","","0","0","","","","","19440615","0","COL05","NY6","w","regular",""
"HOM194406182","mcdut101","NW2","1","1","value","18","","","0","0","0","0","","","","1","19440618","2","PIT06","HOM","l","regular",""
"NW2194406252","mcdut101","NW2","1","1","value","12","","","0","","0","0","","","","","19440625","2","NWK04","PH5","w","regular",""
"NW2194407041","mcdut101","NW2","1","1","value","6","0","0","1","0","0","","","","","","19440704","1","NYC15","NY6","l","regular","y"
"NW2194407042","mcdut101","NW2","1","1","value","27","0","3","0","0","0","","","","","1","19440704","2","NYC15","NY6","w","regular","y"
"BLG194407091","mcdut101","NW2","1","1","value","24","0","1","0","0","0","","","","","1","19440709","1","BAL14","BLG","l","regular","y"
"BLG194407110","mcdut101","NW2","1","7","value","3","","","0","0","0","","","","","","19440711","0","BAL14","BLG","l","regular","y"
"HOM194407232","mcdut101","NW2","1","1","value","24","","","0","0","0","","","","","1","19440723","2","WAS09","HOM","w","regular","y"
"NY6194407302","mcdut101","NW2","1","1","value","27","","","0","","0","0","","","","1","19440730","2","NYC16","NY6","w","regular",""
"BLG194408061","mcdut101","NW2","1","1","value","27","","","0","0","0","","","","","1","19440806","1","BAL14","BLG","w","regular","y"
"ASW194408130","mcdut101","ASE","1","1","value","9","0","1","0","0","0","","","","","1","19440813","0","CHI10","ASW","l","allstar","y"
"NW2194408180","mcdut101","NW2","1","1","value","27","0","0","0","0","0","","","","","1","19440818","0","NWK04","HOM","l","regular","y"
"HOM194408290","mcdut101","NW2","1","1","value","27","","","0","","0","0","","","","1","19440829","0","NOR02","HOM","w","regular",""
"NY6194409031","mcdut101","NW2","1","1","value","13","0","1","0","0","0","","","","","1","19440903","1","NYC14","NY6","l","regular","y"
"NW2194409042","mcdut101","NW2","1","1","value","6","","","0","","0","0","","","","","19440904","2","NWK04","BLG","l","regular",""
"PH5194409160","mcdut101","NW2","1","1","value","24","0","2","0","1","0","","","","","1","19440916","0","PHI17","PH5","l","exhibition","y"
"SAS194410010","mcdut101","NAS","1","1","value","18","0","0","0","0","0","","","","","1","19441001","0","NOL01","SAS","w","allstar","y"
"NW2194505130","mcdut101","NW2","1","1","value","2","","","0","0","0","","","","","1","19450513","0","NWK04","BLG","l","regular","y"
"NW2194505201","mcdut101","NW2","1","1","value","15","","","0","0","0","","","","","","19450520","1","NWK04","PH5","l","regular","y"
"PH5194505301","mcdut101","NW2","1","1","value","27","","","0","","0","0","","","","1","19450530","1","PHI17","PH5","w","regular",""
